,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,バレルターン,牡4,58.0,亀田,茶木,栗東,2021104906,01176,リオンディーズ ,ピエリーナ ,チチカステナンゴ Chichicastenango(仏) ,1.6296682825537459,1
1,2,2,ダノンアトラス,牡4,58.0,高杉,橋口,栗東,2021105113,01213,ミッキーロケット ,ダノンジャンヌ ,ディープインパクト ,1.163682029645519,2
2,2,3,アンテロース,牡5,58.0,吉田隼,岡田,栗東,2020100678,01095,モーリス ,シャブリ ,ディープインパクト ,-2.8557561459728946,10
3,3,4,ラパンラピッド,セ5,58.0,佐々木,武井,美浦,2020102648,01197,ルーラーシップ ,クードラパン ,ダイワメジャー ,-2.2592877318586826,5
4,3,5,ソルトブリーズ,牡4,58.0,横山琉,田中剛,美浦,2021101639,01192,アドマイヤムーン ,オーシャンウェイ Oceanway(米) ,Street Cry (愛) ,-2.362969299148983,6
5,4,6,エイシンポリシー,牝4,56.0,秋山稔,勢司,美浦,2021102841,01181,エイシンヒカリ ,エイシンフェアリー ,タイキシャトル ,-2.442767118420966,7
6,4,7,フォーカルフラワー,牝5,56.0,小沢,国枝,美浦,2020102926,01185,ロードカナロア ,ソラリア Solaria(智) ,Scat Daddy (米) ,-3.072160793092381,12
7,5,8,ショウナンダール,牡6,58.0,菊沢,武市,美浦,2019106143,01161,ドゥラメンテ ,ダイアゴナルクロス ,シンボリクリスエス ,-3.7214522599461035,13
8,5,9,クラシックステップ,牡6,58.0,泉谷,高橋一,栗東,2019105542,01182,モーリス ,レッドジゼル ,アグネスタキオン ,-2.899233671847886,11
9,6,10,フォルテフィオーレ,牡4,58.0,荻野極,上原佑,美浦,2021100165,01160,ドゥラメンテ ,ベルフィオーレ ,ディープインパクト ,-2.7617818475625158,9
10,6,11,コスモアバンサ,牡5,58.0,丹内,清水英,美浦,2020101337,01091,リオンディーズ ,ヨウヨウ ,マヤノトップガン ,-3.9176064722334925,14
11,7,12,ゼアズノープレイス,牡6,58.0,的場,的場,美浦,2019100907,01108,アスカクリチャン ,ウィステリアカフナ ,スペシャルウィーク ,0.33607442256356274,3
12,7,13,ランカグア,牝5,56.0,丸山,奥村武,美浦,2020103547,01127,ルーラーシップ ,ビニャデルマール ,ディープインパクト ,-4.715406897045213,15
13,8,14,ミエノジュピター,牝4,56.0,小崎,堀,美浦,2021105532,01152,ブリックスアンドモルタル Bricks and Mortar(米) ,サトノジュピター ,アグネスタキオン ,-2.4650407445445444,8
14,8,15,スプリンクルソルト,牡4,58.0,斎藤,栗田,美浦,2021106591,01178,ニューイヤーズデイ ,ジョリーダンス ,ダンスインザダーク ,-0.36832505046680075,4
