,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,course_len,weather,race_type,ground_state,date,class,horse_id,jockey_id
202602010101,1,5,10,ディーズメンフィス,牝3,53,舟山瑠泉,0:1:08.5,,1-1,34.6,27.0,7,478,[東]村田一誠,1200,雨,芝,稍重,2026年06月13日,未勝利,2023102812,01221
202602010101,2,4,7,アルサック,牝3,55,丹内祐次,0:1:08.7,1.1/4,3-2,34.4,7.4,4,490,[西]柴田卓,1200,雨,芝,稍重,2026年06月13日,未勝利,2023105125,01091
202602010101,3,8,15,テンユウ,牡3,57,岩田康誠,0:1:09.0,2,12-10,33.7,8.1,5,482,[東]奥村武,1200,雨,芝,稍重,2026年06月13日,未勝利,2023103178,05203
202602010101,4,3,6,コスモファーブロス,牝3,55,横山武史,0:1:09.0,アタマ,8-8,34.3,4.0,3,422,[西]吉田直弘,1200,雨,芝,稍重,2026年06月13日,未勝利,2023106420,01170
202602010101,5,3,5,ジャーナーリア,牡3,57,古川吉洋,0:1:09.2,1.1/4,2-2,35.1,3.8,2,528,[西]本田優,1200,雨,芝,稍重,2026年06月13日,未勝利,2023100596,01015
202602010101,6,7,13,ヨドノサファイア,牝3,55,荻野極,0:1:09.3,1/2,6-6,34.8,21.3,6,442,[東]稲垣幸雄,1200,雨,芝,稍重,2026年06月13日,未勝利,2023101825,01160
202602010101,7,6,11,ハナイロマヒナ,牝3,55,北村友一,0:1:09.6,1.3/4,3-4,35.4,43.0,9,394,[西]高橋亮,1200,雨,芝,稍重,2026年06月13日,未勝利,2023104093,01102
202602010101,8,4,8,シーシェル,牝3,53,柴田裕一,0:1:09.7,3/4,9-10,34.7,122.8,11,412,[東]武藤善則,1200,雨,芝,稍重,2026年06月13日,未勝利,2023105212,01212
202602010101,9,5,9,ニシノマーレ,牝3,52,小林美駒,0:1:10.0,1.3/4,3-4,35.8,3.2,1,400,[東]伊藤大士,1200,雨,芝,稍重,2026年06月13日,未勝利,2023100179,01206
202602010101,10,7,14,ソレイユルヴァン,牝3,55,小沢大仁,0:1:10.1,3/4,13-13,34.6,144.1,12,418,[西]辻野泰之,1200,雨,芝,稍重,2026年06月13日,未勝利,2023105306,01185
202602010101,11,2,3,ティスマイル,牝3,55,黛弘人,0:1:10.5,2.1/2,13-13,35.0,423.1,15,428,[東]伊藤圭三,1200,雨,芝,稍重,2026年06月13日,未勝利,2023101205,01109
202602010101,12,2,4,スタンダールロマン,牝3,55,松岡正海,0:1:10.6,クビ,7-7,36.0,62.5,10,426,[東]堀内岳志,1200,雨,芝,稍重,2026年06月13日,未勝利,2023105725,01085
202602010101,13,1,1,ヒャクレツケン,牡3,53,河原田菜,0:1:10.7,3/4,9-9,35.8,179.3,13,456,[東]青木孝文,1200,雨,芝,稍重,2026年06月13日,未勝利,2023106687,01204
202602010101,14,8,16,ティンクルバレット,牝3,55,池添謙一,0:1:11.1,2.1/2,11-12,36.0,28.2,8,418,[西]池添学,1200,雨,芝,稍重,2026年06月13日,未勝利,2023107042,01032
202602010101,15,6,12,デルマハルナ,牝3,53,鷲頭虎太,0:1:11.5,2.1/2,13-15,35.9,310.4,14,460,[東]天間昭一,1200,雨,芝,稍重,2026年06月13日,未勝利,2023101370,01202
202602010101,除,1,2,テリオスルミ,牝3,52,遠藤汰月,0:,,,,---,,452,[東]高柳瑞樹,1200,雨,芝,稍重,2026年06月13日,未勝利,2023104449,01218
202602010102,1,5,7,ビーチイン,牝3,55,横山和生,0:1:45.4,,9-9-5-4,38.1,6.2,4,420,[東]和田勇介,1700,雨,ダート,稍重,2026年06月13日,未勝利,2023105830,01140
202602010102,2,7,11,アンミックス,牝3,55,斎藤新,0:1:45.6,1.1/2,2-2-2-1,38.8,32.2,10,446,[西]高柳大輔,1700,雨,ダート,稍重,2026年06月13日,未勝利,2023106301,01178
202602010102,3,6,10,テンレッドサン,牝3,55,丹内祐次,0:1:45.9,1.1/2,11-11-7-6,38.3,3.1,1,446,[西]西園翔太,1700,雨,ダート,稍重,2026年06月13日,未勝利,2023104101,01091
202602010102,4,2,2,コウソクユノ,牝3,55,横山武史,0:1:46.3,2.1/2,8-8-10-8,38.3,6.0,3,432,[東]中舘英二,1700,雨,ダート,稍重,2026年06月13日,未勝利,2023106929,01170
202602010102,5,5,8,コサージュ,牝3,55,横山琉人,0:1:46.4,1/2,3-4-3-3,39.4,13.8,7,412,[西]清水久詞,1700,雨,ダート,稍重,2026年06月13日,未勝利,2023107147,01192
202602010102,6,4,6,ルージュアイラ,牝3,53,今村聖奈,0:1:46.5,クビ,5-5-5-6,39.2,28.8,9,404,[西]池江泰寿,1700,雨,ダート,稍重,2026年06月13日,未勝利,2023105270,01193
202602010102,7,8,13,ミリオンアップ,牝3,55,荻野琢真,0:1:46.8,2,9-9-10-8,38.8,13.7,6,456,[西]野中賢二,1700,雨,ダート,稍重,2026年06月13日,未勝利,2023102250,01112
202602010102,8,8,14,テリオスリコ,牝3,55,古川吉洋,0:1:46.9,3/4,14-14-10-10,38.9,241.2,14,444,[西]松下武士,1700,雨,ダート,稍重,2026年06月13日,未勝利,2023101796,01015
202602010102,9,1,1,ワンダーアスク,牝3,55,川又賢治,0:1:47.0,3/4,3-2-3-4,40.0,8.9,5,442,[西]笹田和秀,1700,雨,ダート,稍重,2026年06月13日,未勝利,2023103191,01166
202602010102,10,3,4,スマートコーラル,牝3,51,河原田菜,0:1:47.1,クビ,1-1-1-2,40.6,5.4,2,490,[西]石坂公一,1700,雨,ダート,稍重,2026年06月13日,未勝利,2023106001,01204
202602010102,11,4,5,ドゥブルヴェ,牝3,55,佐々木大,0:1:47.8,4,12-12-13-12,39.7,70.7,11,486,[西]池添学,1700,雨,ダート,稍重,2026年06月13日,未勝利,2023106953,01197
202602010102,12,7,12,エルファリス,牝3,52,大久保友,0:1:48.0,1.1/4,12-12-13-12,39.8,116.3,13,450,[東]加藤和宏,1700,雨,ダート,稍重,2026年06月13日,未勝利,2023103842,01194
202602010102,13,3,3,ベルラフィネ,牝3,55,小沢大仁,0:1:49.2,7,6-5-7-10,41.6,71.5,12,432,[西]岡田稲男,1700,雨,ダート,稍重,2026年06月13日,未勝利,2023100305,01185
202602010102,14,6,9,ファイネクローネ,牝3,55,浜中俊,0:1:52.8,大,6-7-9-14,44.9,17.4,8,442,[西]緒方努,1700,雨,ダート,稍重,2026年06月13日,未勝利,2023103354,01115
202602010103,1,5,6,クロナ,牡3,57,小沢大仁,0:0:57.8,,2-2,34.9,8.7,4,458,[西]高橋亮,1000,曇,ダート,稍重,2026年06月13日,未勝利,2023107374,01185
202602010103,2,7,10,イングラム,牡3,55,舟山瑠泉,0:0:57.9,1/2,1-1,35.1,3.6,2,502,[西]千田輝彦,1000,曇,ダート,稍重,2026年06月13日,未勝利,2023102427,01221
202602010103,3,1,1,スイーヴル,牝3,55,長岡禎仁,0:0:58.5,4,4-3,35.4,7.3,3,458,[西]小椋研介,1000,曇,ダート,稍重,2026年06月13日,未勝利,2023101660,01142
202602010103,4,7,9,マーゴットオネイロ,牡3,57,横山武史,0:0:58.9,2.1/2,5-5,35.6,2.2,1,478,[西]小林真也,1000,曇,ダート,稍重,2026年06月13日,未勝利,2023105310,01170
202602010103,5,6,8,チュラヴェール,牝3,55,丹内祐次,0:0:59.1,1,2-3,36.1,22.0,7,448,[東]松山将樹,1000,曇,ダート,稍重,2026年06月13日,未勝利,2023104607,01091
202602010103,6,8,11,クルビデンス,牡3,54,大久保友,0:0:59.2,1/2,10-7,35.4,195.5,12,464,[東]菊川正達,1000,曇,ダート,稍重,2026年06月13日,未勝利,2023104001,01194
202602010103,7,4,4,メイワメジェール,牝3,51,河原田菜,0:0:59.3,1/2,6-7,35.8,8.7,5,468,[西]茶木太樹,1000,曇,ダート,稍重,2026年06月13日,未勝利,2023100732,01204
202602010103,8,5,5,モノノケ,牝3,55,岩田康誠,0:0:59.5,1,11-11,35.3,69.2,10,472,[西]宮地貴稔,1000,曇,ダート,稍重,2026年06月13日,未勝利,2023100695,05203
202602010103,9,3,3,ワイドアルバ,牡3,57,鮫島克駿,0:0:59.6,3/4,12-11,35.1,49.5,8,482,[西]藤野健太,1000,曇,ダート,稍重,2026年06月13日,未勝利,2023106359,01157
202602010103,10,6,7,ダイシンレスター,牡3,57,松岡正海,0:1:00.0,2,8-7,36.3,89.2,11,454,[東]戸田博文,1000,曇,ダート,稍重,2026年06月13日,未勝利,2023104317,01085
