,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ベンダバール,牡4,58.0,国分恭,牧浦,栗東,2021101077,01124,ドレフォン Drefong(米) ,ラヴアズギフト ,Tiznow ,-1.0003769578846864,8
1,2,2,アスクアメージモア,牡4,57.0,☆西塚,藤原,栗東,2021105128,01200,エピファネイア ,デアリングエッジ ,キングカメハメハ ,1.0271443180439992,1
2,3,3,メレカリキマカ,牡7,57.0,☆横山琉,小島,美浦,2018104598,01192,ロードカナロア ,クリスマスキャロル ,アグネスタキオン ,-0.32224849426495206,6
3,4,4,エスグラシア,牝6,56.0,秋山稔,加藤和,美浦,2019105830,01181,ストロングリターン ,ワイキューブ ,アグネスタキオン ,-0.351666871143365,7
4,4,5,グッドロマンス,牝5,52.0,★小林美,前川,栗東,2020104664,01206,コパノリッキー ,テツナゴオ ,ハーツクライ ,-2.9937723936379275,12
5,5,6,ルプランドル,牝6,54.0,△長浜,萱野,美浦,2019105754,01214,アイルハヴアナザー I'll Have Another(米) ,ギャラクシーセレブ ,ブラックタイド ,-3.3496220653038846,13
6,5,7,ブリングライト,牡5,58.0,菊沢,土田,美浦,2020100617,01161,バトルプラン Battle Plan(米) ,ティンタジェル ,キングカメハメハ ,-1.2631850573938197,10
7,6,8,グラニットピーク,セ5,58.0,丹内,田島,美浦,2020103507,01091,ダイワメジャー ,トレジャーステイト ,Oasis Dream (英) ,0.13597433083033791,4
8,6,9,サイモンカーチス,牡6,58.0,丸山,根本,美浦,2019102320,01127,コパノリッキー ,サイモンドルチェ ,ジャングルポケット ,-2.2445020554780286,11
9,7,10,マーゴットレーヴ,牝5,56.0,斎藤,伊坂,美浦,2020105813,01178,エスポワールシチー ,シリカ ,メイショウボーラー ,0.7686583271504784,2
10,7,11,グリントリッター,セ4,55.0,▲石神道,深山,美浦,2021100328,01209,ダノンレジェンド ,エーシンシャイナー ,グラスワンダー ,-1.2444671261480469,9
11,8,12,ランスオブセヘル,牝4,53.0,▲和田陽,奥村豊,栗東,2021102754,01223,サトノアラジン ,ビシャーラ Bishaara(愛) ,Alhaarth ,0.07519369698027811,5
12,8,13,イナフセド,牡5,58.0,佐々木,小林,栗東,2020101833,01197,モーリス ,ハッシュ ,コマンズ Commands(豪) ,0.2612978132827198,3
