,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ダンテスヴュー,牡6,54.0,内田博,友道,栗東,2019106933,00422,キングカメハメハ  ,クロウキャニオン  ,フレンチデピュティ  French Deputy(米)  ,-2.2499691314939176,11
1,2,2,ヤマニンサンパ,牡7,56.0,菅原明,斉藤崇,栗東,2018102020,01179,ディープインパクト  ,ヤマニンパピオネ  ,スウェプトオーヴァーボード  Swept Overboard(米)  ,0.5893407555711827,3
2,3,3,アスクドゥポルテ,牡5,54.0,大野,梅田,栗東,2020101025,01096,ハービンジャー  Harbinger(英)  ,ジャジャウマガール  ,ハーツクライ  ,-0.6508783809373925,5
3,4,4,ホウオウラスカーズ,牝7,53.0,三浦,高木,美浦,2018103535,01122,ディープインパクト  ,ビーコンターン  Beacon Tarn(英)  ,Shamardal  (米)  ,-1.5609233380866294,7
4,4,5,バラジ,セ6,56.0,横山琉,鹿戸,美浦,2019106698,01192,ヴァンセンヌ  ,シーダーアラジ  ,アラジ  Arazi(米)  ,-0.9326042679904216,6
5,5,6,トゥデイイズザデイ,牡6,56.0,石川,池江,栗東,2019100628,01150,ディープインパクト  ,キトゥンズクイーン  Kitten's Queen(米)  ,Kitten's Joy  (米)  ,2.32327120163013,1
6,5,7,バレエマスター,牡6,55.0,菊沢,梅田,栗東,2019104850,01161,スピルバーグ  ,パドパピヨン  ,スウェプトオーヴァーボード  Swept Overboard(米)  ,-2.719876241799224,13
7,6,8,ウンブライル,牝5,54.0,戸崎圭,木村,美浦,2020103674,05386,ロードカナロア  ,ラルケット  ,ファルブラヴ  Falbrav(愛)  ,0.8251270004239625,2
8,6,9,クルゼイロドスル,牡5,57.0,荻野極,高橋忠,栗東,2020101813,01160,ファインニードル  ,スタリア  ,アルカセット  Alkaased(米)  ,-1.9683554551842166,10
9,7,10,ラインベック,セ8,56.0,杉原,友道,栗東,2017105194,01135,ディープインパクト  ,アパパネ  ,キングカメハメハ  ,-0.2460305292496095,4
10,7,11,シルブロン,牡7,57.0,津村,稲垣,美浦,2018101348,01092,トーセンジョーダン  ,グレイシアブルー  ,サンデーサイレンス  Sunday Silence(米)  ,-1.7189077397310208,9
11,8,12,ラーグルフ,牡6,57.0,丸田,田中勝,美浦,2019101782,01117,モーリス  ,アバンドーネ  ,ファルブラヴ  Falbrav(愛)  ,-1.586115627013648,8
12,8,13,サンストックトン,牡6,55.0,松岡,堀内,美浦,2019101422,01085,ワールドエース  ,シナル  ,キングカメハメハ  ,-2.272153417973573,12
