,peds_0,peds_1,peds_2,peds_3,peds_4,peds_5,peds_6,peds_7,peds_8,peds_9,peds_10,peds_11,peds_12,peds_13,peds_14,peds_15,peds_16,peds_17,peds_18,peds_19,peds_20,peds_21,peds_22,peds_23,peds_24,peds_25,peds_26,peds_27,peds_28,peds_29,peds_30,peds_31,peds_32,peds_33,peds_34,peds_35,peds_36,peds_37,peds_38,peds_39,peds_40,peds_41,peds_42,peds_43,peds_44,peds_45,peds_46,peds_47,peds_48,peds_49,peds_50,peds_51,peds_52,peds_53,peds_54,peds_55,peds_56,peds_57,peds_58,peds_59,peds_60,peds_61
2019103100,エスケンデレヤ,ノバラ,Giant's Causeway,Aldebaran Light,マンハッタンカフェ,シンメイミネルバ,Storm Cat,Mariah's Storm,Seattle Slew,Altair,サンデーサイレンス,サトルチェンジ,Caerleon,フジャブ,Storm Bird,Terlingua,Rahy,イメンス,Bold Reasoning,My Charmer,Alydar,ステラーオデッセイ,Halo,Wishing Well,Law Society,Santa Luciana,Nijinsky,Foreseer,Woodman,Winters' Love,Northern Dancer,South Ocean,Secretariat,Crimson Saint,Blushing Groom,Glorious Song,Roberto,Imsodear,Boldnesian,Reason to Earn,Poker,Fair Charmer,Raise a Native,Sweet Tooth,Northern Dancer,Queen Sucree,Hail to Reason,Cosmah,Understanding,Mountain Flower,Alleged,Bold Bikini,Luciano,Suleika,Northern Dancer,Flaming Page,Round Table,Regal Gleam,Mr. Prospector,プレイメイト,Danzig,Cold Hearted
2017103293,ブラックタイド,タマヒカル,サンデーサイレンス,ウインドインハーヘア,パラダイスクリーク,トーワナゴン,Halo,Wishing Well,Alzao,Burghclere,Irish River,North Of Eden,アンバーシャダイ,ジユリーモンド,Hail to Reason,Cosmah,Understanding,Mountain Flower,Lyphard,Lady Rebecca,Busted,Highclere,Riverman,Irish Star,Northfields,ツリーオブノレッジ,ノーザンテースト,クリアアンバー,ファラモンド,ジユリー,Turn-to,Nothirdchance,Cosmic Bomb,Almahmoud,Promised Land,Pretty Ways,Montparnasse,Edelweiss,Northern Dancer,Goofed,Sir Ivor,Pocahontas,Crepello,Sans le Sou,Queen's Hussar,Highlight,Never Bend,River Lady,Klairon,Botany Bay,Northern Dancer,Little Hut,Sassafras,Sensibility,Northern Dancer,Lady Victoria,Ambiopoise,One Clear Call,Sicambre,Rain,ガルカドール,タークマンナ
2020104898,ダノンバラード,ミスベルツリー,ディープインパクト,レディバラード,アグネスデジタル,サクセスストレイン,サンデーサイレンス,ウインドインハーヘア,Unbridled,Angelic Song,Crafty Prospector,Chancey Squaw,ティッカネン,キャリイアウト,Halo,Wishing Well,Alzao,Burghclere,Fappiano,Gana Facil,Halo,Ballade,Mr. Prospector,Real Crafty Lady,Chief's Crown,Allicance,Cozzene,Reiko,ノーアテンション,ポトマックチェリー,Hail to Reason,Cosmah,Understanding,Mountain Flower,Lyphard,Lady Rebecca,Busted,Highclere,Mr. Prospector,Killaloe,Le Fabuleux,Charedi,Hail to Reason,Cosmah,Herbager,Miss Swapsco,Raise a Native,Gold Digger,In Reality,Princess Roycraft,Danzig,Six Crowns,Alleged,Runaway Bride,Caro,Ride the Trails,ターゴワイス,Beronaire,Green Dancer,No No Nanette,ノーザンテースト,サンサン
2019105844,ディーマジェスティ,クインズプレイヤー,ディープインパクト,エルメスティアラ,トウカイテイオー,フレイバーギフト,サンデーサイレンス,ウインドインハーヘア,ブライアンズタイム,シンコウエルメス,シンボリルドルフ,トウカイナチュラル,カツラギエース,ジエントルフエイヴアー,Halo,Wishing Well,Alzao,Burghclere,Roberto,Kelley's Day,Sadler's Wells,Doff the Derby,パーソロン,スイートルナ,ナイスダンサー,トウカイミドリ,ボイズィーボーイ,タニノベンチヤ,Camden Town,Favant,Hail to Reason,Cosmah,Understanding,Mountain Flower,Lyphard,Lady Rebecca,Busted,Highclere,Hail to Reason,Bramalea,Graustark,Golden Trail,Northern Dancer,Fairy Bridge,Master Derby,Margarethen,Milesian,Paleo,スピードシンボリ,ダンスタイム,Northern Dancer,Nice Princess,ファバージ,トウカイクイン,King's Troop,Rising Hope,ヴェンチア,アベイブリッジ,Derring-Do,Camenae,ファバージ,Lavant
2021105792,ミッキーアイル,マンデラ,ディープインパクト,スターアイル,Acatenango,Mandellicht,サンデーサイレンス,ウインドインハーヘア,ロックオブジブラルタル,アイルドフランス,Surumu,Aggravate,Be My Guest,Mandelauge,Halo,Wishing Well,Alzao,Burghclere,デインヒル,Offshore Boom,Nureyev,ステラマドリッド,Literat,Surama,Aggressor,Raven Locks,Northern Dancer,What a Treat,Elektrant,Mandriale,Hail to Reason,Cosmah,Understanding,Mountain Flower,Lyphard,Lady Rebecca,Busted,Highclere,Danzig,Razyana,Be My Guest,Push a Button,Northern Dancer,Special,Alydar,My Juliet,Birkhahn,Lis,Reliance,Suncourt,Combat,Phaetonia,Mr. Jinks,Gentlemen's Relish,Nearctic,Natalma,Tudor Minstrel,Rare Treat,Dschingis Khan,Elektra,Norfolk,Mariapolis
2019100741,ゴールドシップ,グワダラハラ,ステイゴールド,ポイントフラッグ,Acatenango,Guernica,サンデーサイレンス,ゴールデンサッシュ,メジロマックイーン,パストラリズム,Surumu,Aggravate,Unfuwain,Greenvera,Halo,Wishing Well,ディクタス,ダイナサッシュ,メジロティターン,メジロオーロラ,プルラリズム,トクノエイティー,Literat,Surama,Aggressor,Raven Locks,Northern Dancer,Height of Fashion,Riverman,Greenway,Hail to Reason,Cosmah,Understanding,Mountain Flower,Sanctus,Doronic,ノーザンテースト,ロイヤルサッシュ,メジロアサマ,シエリル,リマンド,メジロアイリス,The Minstrel,Cambretta,トライバルチーフ,アイアンルビー,Birkhahn,Lis,Reliance,Suncourt,Combat,Phaetonia,Mr. Jinks,Gentlemen's Relish,Nearctic,Natalma,Bustino,Highclere,Never Bend,River Lady,ターゴワイス,Gracious
2020101918,サトノダイヤモンド,フラワーバレイ,ディープインパクト,マルペンサ,ディスクリートキャット,Boom Town Girl,サンデーサイレンス,ウインドインハーヘア,Orpen,Marsella,Forestry,Pretty Discreet,Unbridled,Once to Often,Halo,Wishing Well,Alzao,Burghclere,Lure,Bonita Francita,サザンヘイロー,Riviere,Storm Cat,Shared Interest,Private Account,Pretty Persuasive,Fappiano,Gana Facil,Raise a Native,One Is Enough,Hail to Reason,Cosmah,Understanding,Mountain Flower,Lyphard,Lady Rebecca,Busted,Highclere,Danzig,Endear,Devil's Bag,Raise the Standard,Halo,Northern Sea,Logical,Talonada,Storm Bird,Terlingua,Pleasant Colony,Surgery,Damascus,Numbered Account,Believe It,Bury the Hatchet,Mr. Prospector,Killaloe,Le Fabuleux,Charedi,Native Dancer,Raise You,Three Martinis,Trim Turn
2021104999,マインドユアビスケッツ,カラフルマーメイド,Posse,Jazzmane,ハービンジャー,カラフルトーク,Silver Deputy,Raska,Toccet,Alljazz,Dansili,Penang Pearl,サンデーサイレンス,シングライクトーク,Deputy Minister,Silver Valley,Rahy,Borishka,Awesome Again,Cozzene's Angel,Stop the Music,Bounteous,デインヒル,Hasili,Bering,Guapa,Halo,Wishing Well,ノーザンテースト,フリートーク,Vice Regent,Mint Copy,Mr. Prospector,Seven Valleys,Blushing Groom,Glorious Song,Roberto,Queen Maud,Deputy Minister,Primal Force,Cozzene,Charming Pan,Hail to Reason,Bebopper,Master Derby,Mlle. Quille,Danzig,Razyana,Kahyasi,Kerali,Arctic Tern,Beaune,Shareef Dancer,Sauceboat,Hail to Reason,Cosmah,Understanding,Mountain Flower,Northern Dancer,Lady Victoria,リアルシャダイ,ダイナフリート
2017100655,スピルバーグ,ナックオフィス,ディープインパクト,プリンセスオリビア,ジェネラス,ワールドマドンナ,サンデーサイレンス,ウインドインハーヘア,Lycius,Dance Image,Caerleon,Doff the Derby,サンプリンス,マリーオーギ,Halo,Wishing Well,Alzao,Burghclere,Mr. Prospector,Lypatia,Sadler's Wells,Diamond Spring,Nijinsky,Foreseer,Master Derby,Margarethen,Princely Gift,Costa Sola,ダンディルート,アコメオーギ,Hail to Reason,Cosmah,Understanding,Mountain Flower,Lyphard,Lady Rebecca,Busted,Highclere,Raise a Native,Gold Digger,Lyphard,Hypatia,Northern Dancer,Fairy Bridge,Vaguely Noble,Dumfries,Northern Dancer,Flaming Page,Round Table,Regal Gleam,ダストコマンダー,Madam Jerry,Tulyar,Russ-Marie,Nasrullah,Blue Gem,Worden,Sunny Cove,Luthier,Dentrelic,カリム,マリオン
2021101164,レイデオロ,アディクション,キングカメハメハ,ラドラーダ,ハーツクライ,アディクティド,Kingmambo,マンファス,シンボリクリスエス,レディブロンド,サンデーサイレンス,アイリッシュダンス,ディクタット,Astica,Mr. Prospector,Miesque,ラストタイクーン,Pilot Bird,Kris S.,Tee Kay,Seeking the Gold,ウインドインハーヘア,Halo,Wishing Well,トニービン,ビューパーダンス,ウォーニング,アルヴォラ,Surumu,Auenliebe,Raise a Native,Gold Digger,Nureyev,Pasadoble,トライマイベスト,Mill Princess,Blakeney,The Dancer,Roberto,Sharp Queen,Gold Meridian,Tri Argo,Mr. Prospector,Con Game,Alzao,Burghclere,Hail to Reason,Cosmah,Understanding,Mountain Flower,カンパラ,Severn Bridge,Lyphard,My Bupers,Known Fact,Slightly Dangerous,Sadler's Wells,Park Appeal,Literat,Surama,Pentathlon,Allergie
