,race_type,course_len,ground_state,class,avg_frame,avg_horse,total_top3,frame_1_top3,frame_2_top3,frame_3_top3,frame_4_top3,frame_5_top3,frame_6_top3,frame_7_top3,frame_8_top3,horse_1_top3,horse_2_top3,horse_3_top3,horse_4_top3,horse_5_top3,horse_6_top3,horse_7_top3,horse_8_top3,horse_9_top3,horse_10_top3,horse_11_top3,horse_12_top3,horse_13_top3,horse_14_top3,horse_15_top3,horse_16_top3,horse_17_top3,horse_18_top3
0,芝,1200,全,all,4.91,8.62,204,21,20,20,28,27,18,34,36,14,12,5,16,11,13,14,19,13,19,9,9,13,11,8,9,5,4
1,芝,1200,良,all,4.96,8.54,105,11,7,9,18,15,9,20,16,8,6,2,6,6,4,10,12,9,9,6,4,7,4,5,1,4,2
2,芝,1200,稍重,all,4.45,7.88,51,7,8,5,6,5,7,6,7,3,5,3,5,2,5,4,3,2,3,3,3,2,2,1,4,0,1
3,芝,1200,重,all,5.29,9.56,48,3,5,6,4,7,2,8,13,3,1,0,5,3,4,0,4,2,7,0,2,4,5,2,4,1,1
4,芝,1200,不良,all,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,芝,1200,全,未勝利,4.43,8.2,69,9,7,12,8,9,5,12,7,5,5,3,5,4,6,7,4,5,2,3,3,6,3,3,1,2,2
6,芝,1200,良,未勝利,4.71,8.62,42,5,3,5,6,8,1,10,4,3,3,2,2,1,2,5,4,4,2,1,1,5,2,2,0,1,2
7,芝,1200,稍重,未勝利,3.33,6.07,15,4,2,3,2,0,3,1,0,2,2,1,1,1,2,2,0,0,0,2,1,1,0,0,0,0,0
8,芝,1200,重,未勝利,4.83,9.42,12,0,2,4,0,1,1,1,3,0,0,0,2,2,2,0,0,1,0,0,1,0,1,1,1,1,0
9,芝,1200,不良,未勝利,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,芝,1200,全,新馬,5.19,8.85,27,2,2,3,4,3,2,6,5,2,2,0,1,2,3,0,4,1,3,1,1,1,2,1,1,1,1
11,芝,1200,良,新馬,4.9,7.76,21,2,2,2,3,3,2,4,3,2,2,0,1,2,2,0,3,1,3,1,1,1,0,1,0,1,0
12,芝,1200,稍重,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,芝,1200,重,新馬,6.17,12.67,6,0,0,1,1,0,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,1
14,芝,1200,不良,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,芝,1200,全,1勝クラス,5.29,9.26,69,6,7,2,10,9,7,12,16,5,2,1,7,1,2,4,8,4,9,3,3,5,5,3,5,1,1
16,芝,1200,良,1勝クラス,5.11,8.89,27,2,2,1,7,2,4,5,4,2,0,0,3,0,0,4,4,2,3,3,1,1,2,1,0,1,0
17,芝,1200,稍重,1勝クラス,5.5,9.38,24,2,3,0,2,4,2,4,7,1,2,1,2,1,1,0,3,2,2,0,1,1,1,1,4,0,1
18,芝,1200,重,1勝クラス,5.28,9.67,18,2,2,1,1,3,1,3,5,2,0,0,2,0,1,0,1,0,4,0,1,3,2,1,1,0,0
19,芝,1200,不良,1勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,芝,1200,全,2勝クラス,4.67,8.17,18,2,2,2,3,2,2,2,3,1,1,1,2,1,2,2,0,0,2,1,1,1,1,1,0,1,0
21,芝,1200,良,2勝クラス,7.33,14.33,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
22,芝,1200,稍重,2勝クラス,3.56,6.78,9,1,2,2,2,0,1,1,0,0,1,1,1,0,2,2,0,0,0,0,1,0,1,0,0,0,0
23,芝,1200,重,2勝クラス,5.0,7.17,6,1,0,0,1,2,0,1,1,1,0,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0
24,芝,1200,不良,2勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,芝,1200,全,3勝クラス,6.33,9.83,6,0,0,0,1,1,1,1,2,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0
26,芝,1200,良,3勝クラス,6.33,9.83,6,0,0,0,1,1,1,1,2,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0
27,芝,1200,稍重,3勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,芝,1200,重,3勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,芝,1200,不良,3勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,芝,1200,全,オープン,4.6,7.2,15,2,2,1,2,3,1,1,3,1,2,0,1,2,0,0,3,2,2,1,0,0,0,0,1,0,0
