,0,1,2,3
201910010101,単勝,11,630,4
201910010101,複勝,11,190,4
201910010101,複勝,1,150,3
201910010101,複勝,5,380,5
201910010101,枠連,1-7,1110,4
201910010101,馬連,1-11,910,5
201910010101,ワイド,1-11,380,5
201910010101,ワイド,5-11,1480,12
201910010101,ワイド,1-5,910,9
201910010101,馬単,11→1,2160,11
201910010101,三連複,1-5-11,4610,12
201910010101,三連単,11→1→5,24800,61
201910010102,単勝,3,160,1
201910010102,複勝,3,110,1
201910010102,複勝,11,960,9
201910010102,複勝,8,620,8
201910010102,枠連,3-8,500,2
201910010102,馬連,3-11,5170,15
201910010102,ワイド,3-11,1940,21
201910010102,ワイド,3-8,970,10
201910010102,ワイド,8-11,11380,47
201910010102,馬単,3→11,6700,20
201910010102,三連複,3-8-11,33410,68
201910010102,三連単,3→11→8,105800,242
201910010103,単勝,16,440,2
201910010103,複勝,16,190,2
201910010103,複勝,2,310,5
201910010103,複勝,17,680,9
201910010103,枠連,1-8,1770,10
201910010103,馬連,2-16,2220,6
201910010103,ワイド,2-16,980,10
201910010103,ワイド,16-17,2370,28
201910010103,ワイド,2-17,3760,34
201910010103,馬単,16→2,3830,11
201910010103,三連複,2-16-17,21500,64
201910010103,三連単,16→2→17,80100,262
201910010104,単勝,10,170,1
201910010104,複勝,10,110,1
201910010104,複勝,3,160,3
201910010104,複勝,8,310,6
201910010104,枠連,3-7,480,2
201910010104,馬連,3-10,530,2
201910010104,ワイド,3-10,220,1
201910010104,ワイド,8-10,570,6
201910010104,ワイド,3-8,1190,15
201910010104,馬単,10→3,700,2
201910010104,三連複,3-8-10,2950,8
201910010104,三連単,10→3→8,6460,13
201910010105,単勝,7,530,2
201910010105,複勝,7,130,3
201910010105,複勝,9,110,1
201910010105,複勝,4,130,2
201910010105,枠連,7-8,350,1
201910010105,馬連,7-9,430,1
201910010105,ワイド,7-9,200,1
201910010105,ワイド,4-7,360,4
201910010105,ワイド,4-9,220,2
201910010105,馬単,7→9,1220,4
201910010105,三連複,4-7-9,720,2
201910010105,三連単,7→9→4,4580,9
201910010106,単勝,1,980,5
201910010106,複勝,1,270,5
201910010106,複勝,13,510,6
201910010106,複勝,8,190,4
201910010106,枠連,1-8,6670,18
201910010106,馬連,1-13,8840,23
201910010106,ワイド,1-13,2300,23
201910010106,ワイド,1-8,710,9
201910010106,ワイド,8-13,1510,15
201910010106,馬単,1→13,17190,46
201910010106,三連複,1-8-13,13930,42
201910010106,三連単,1→13→8,109670,296
201910010107,単勝,4,7090,13
201910010107,複勝,4,1360,13
201910010107,複勝,9,230,2
201910010107,複勝,12,5640,16
201910010107,枠連,2-5,6240,23
201910010107,馬連,4-9,17710,49
201910010107,ワイド,4-9,4810,46
201910010107,ワイド,4-12,81520,137
201910010107,ワイド,9-12,22030,97
201910010107,馬単,4→9,58150,131
201910010107,三連複,4-9-12,759000,534
201910010107,三連単,4→9→12,5355250,3205
201910010108,単勝,13,2830,9
201910010108,複勝,13,970,9
201910010108,複勝,9,560,8
201910010108,複勝,1,340,5
201910010108,枠連,5-7,2200,10
201910010108,馬連,9-13,23420,51
201910010108,ワイド,9-13,6690,54
201910010108,ワイド,1-13,3580,35
201910010108,ワイド,1-9,1940,21
201910010108,馬単,13→9,41720,97
201910010108,三連複,1-9-13,59530,146
201910010108,三連単,13→9→1,471120,980
201910010109,単勝,1,330,2
201910010109,複勝,1,120,2
201910010109,複勝,5,110,1
201910010109,複勝,2,180,3
201910010109,枠連,1-5,400,1
201910010109,馬連,1-5,390,1
201910010109,ワイド,1-5,190,1
201910010109,ワイド,1-2,470,7
201910010109,ワイド,2-5,370,3
201910010109,馬単,1→5,790,2
201910010109,三連複,1-2-5,870,1
201910010109,三連単,1→5→2,3220,2
201910010110,単勝,8,780,4
201910010110,複勝,8,180,3
201910010110,複勝,3,120,1
201910010110,複勝,9,250,5
201910010110,枠連,3-7,1130,4
201910010110,馬連,3-8,1120,4
201910010110,ワイド,3-8,390,3
201910010110,ワイド,8-9,1190,17
201910010110,ワイド,3-9,650,8
201910010110,馬単,8→3,2770,9
201910010110,三連複,3-8-9,3710,13
201910010110,三連単,8→3→9,20690,74
201910010111,単勝,11,4740,12
201910010111,複勝,11,1030,13
201910010111,複勝,7,330,5
201910010111,複勝,9,160,1
201910010111,枠連,4-6,5510,24
201910010111,馬連,7-11,36670,75
201910010111,ワイド,7-11,6870,70
201910010111,ワイド,9-11,2830,31
201910010111,ワイド,7-9,1090,8
201910010111,馬単,11→7,73020,156
201910010111,三連複,7-9-11,34440,108
201910010111,三連単,11→7→9,403830,1039
201910010112,単勝,4,590,3
201910010112,複勝,4,220,3
201910010112,複勝,8,250,4
201910010112,複勝,5,900,12
201910010112,枠連,2-4,850,2
201910010112,馬連,4-8,2460,7
201910010112,ワイド,4-8,900,6
201910010112,ワイド,4-5,4010,44
201910010112,ワイド,5-8,5150,56
201910010112,馬単,4→8,4700,13
201910010112,三連複,4-5-8,31640,95
201910010112,三連単,4→8→5,137910,389
201910010201,単勝,2,190,1
201910010201,複勝,2,110,1
201910010201,複勝,5,160,3
201910010201,複勝,10,180,4
201910010201,枠連,2-5,800,3
201910010201,馬連,2-5,700,2
201910010201,ワイド,2-5,330,3
201910010201,ワイド,2-10,300,2
201910010201,ワイド,5-10,520,6
201910010201,馬単,2→5,1070,3
201910010201,三連複,2-5-10,1100,4
201910010201,三連単,2→5→10,4050,12
201910010202,単勝,4,130,1
201910010202,複勝,4,100,1
201910010202,複勝,2,110,2
201910010202,複勝,5,270,6
201910010202,枠連,2-4,200,1
201910010202,馬連,2-4,180,1
201910010202,ワイド,2-4,120,1
201910010202,ワイド,4-5,380,5
201910010202,ワイド,2-5,540,9
201910010202,馬単,4→2,250,1
201910010202,三連複,2-4-5,760,3
201910010202,三連単,4→2→5,1620,4
201910010203,単勝,3,390,1
201910010203,複勝,3,220,2
201910010203,複勝,8,730,10
201910010203,複勝,12,390,8
201910010203,枠連,2-4,3960,15
201910010203,馬連,3-8,7380,32
201910010203,ワイド,3-8,2540,35
201910010203,ワイド,3-12,1240,11
201910010203,ワイド,8-12,5140,51
201910010203,馬単,3→8,11510,50
201910010203,三連複,3-8-12,31740,100
201910010203,三連単,3→8→12,118090,410
201910010204,単勝,1,1460,5
201910010204,複勝,5,170,2
201910010204,複勝,4,260,4
201910010204,枠連,1-5,2410,10
201910010204,馬連,1-5,2530,9
201910010204,ワイド,1-5,780,8
201910010204,ワイド,1-4,1240,14
201910010204,ワイド,4-5,530,5
201910010204,馬単,1→5,7000,21
201910010204,三連複,1-4-5,4680,15
201910010204,三連単,1→5→4,41540,128
201910010205,単勝,9,220,1
201910010205,複勝,9,130,2
201910010205,複勝,10,130,1
201910010205,複勝,4,200,4
201910010205,枠連,5-5,600,2
201910010205,馬連,9-10,570,1
201910010205,ワイド,9-10,250,1
201910010205,ワイド,4-9,450,3
201910010205,ワイド,4-10,580,4
201910010205,馬単,9→10,910,1
201910010205,三連複,4-9-10,1390,1
201910010205,三連単,9→10→4,4100,1
201910010206,単勝,8,670,3
201910010206,複勝,8,200,3
201910010206,複勝,14,270,5
201910010206,複勝,5,310,7
201910010206,枠連,5-8,1150,3
201910010206,馬連,8-14,3900,16
201910010206,ワイド,8-14,1160,16
201910010206,ワイド,5-8,1320,20
201910010206,ワイド,5-14,2000,25
201910010206,馬単,8→14,8110,38
201910010206,三連複,5-8-14,13810,50
201910010206,三連単,8→14→5,77080,281
201910010207,単勝,4,520,3
201910010207,複勝,4,170,1
201910010207,複勝,12,170,2
201910010207,複勝,9,460,8
201910010207,枠連,4-8,680,2
201910010207,馬連,4-12,880,1
201910010207,ワイド,4-12,410,1
201910010207,ワイド,4-9,1470,23
201910010207,ワイド,9-12,1460,22
201910010207,馬単,4→12,1730,2
201910010207,三連複,4-9-12,6140,21
201910010207,三連単,4→12→9,27310,95
201910010208,単勝,3,860,6
201910010208,複勝,3,300,5
201910010208,複勝,1,230,3
201910010208,複勝,8,2320,15
201910010208,枠連,1-2,620,1
201910010208,馬連,1-3,2630,7
201910010208,ワイド,1-3,950,7
201910010208,ワイド,3-8,14000,87
201910010208,ワイド,1-8,13960,86
201910010208,馬単,3→1,5590,18
201910010208,三連複,1-3-8,90450,221
201910010208,三連単,3→1→8,427800,1099
201910010209,単勝,11,420,2
201910010209,複勝,11,160,2
201910010209,複勝,6,150,1
201910010209,複勝,10,590,11
201910010209,枠連,5-7,590,1
201910010209,馬連,6-11,800,1
201910010209,ワイド,6-11,380,1
201910010209,ワイド,10-11,2240,31
201910010209,ワイド,6-10,2080,26
201910010209,馬単,11→6,1510,3
201910010209,三連複,6-10-11,6920,23
201910010209,三連単,11→6→10,34230,116
201910010210,単勝,5,390,1
201910010210,複勝,5,160,1
201910010210,複勝,12,190,4
201910010210,複勝,17,350,7
201910010210,枠連,3-6,950,3
201910010210,馬連,5-12,1130,2
201910010210,ワイド,5-12,450,2
201910010210,ワイド,5-17,1170,13
201910010210,ワイド,12-17,1190,14
201910010210,馬単,5→12,1900,3
201910010210,三連複,5-12-17,4530,11
201910010210,三連単,5→12→17,18530,34
201910010211,単勝,3,1330,6
201910010211,複勝,3,420,6
201910010211,複勝,2,620,9
201910010211,複勝,12,230,3
201910010211,枠連,2-2,14880,32
201910010211,馬連,2-3,17280,53
201910010211,ワイド,2-3,4390,55
201910010211,ワイド,3-12,1980,21
201910010211,ワイド,2-12,2980,38
201910010211,馬単,3→2,32050,100
201910010211,三連複,2-3-12,46280,152
201910010211,三連単,3→2→12,365010,1026
201910010212,単勝,15,2520,10
201910010212,複勝,15,710,10
201910010212,複勝,13,240,3
201910010212,複勝,18,2110,15
201910010212,枠連,7-7,3340,17
