,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ペレグリン,牝3,52.0,▲長浜,河嶋,栗東,2021100906,01214,バンブーエール ,フラミンゴ ,マルカシェンク ,0.5756168379661452,2
1,1,2,カンフーダンス,牝4,52.0,★古川奈,平田,栗東,2020102639,01190,シャンハイボビー Shanghai Bobby(米) ,オリエンタルダンス ,キングカメハメハ ,-1.9738607636153545,12
2,2,3,ハッピーダンス,牝3,53.0,△高杉,茶木,栗東,2021105916,01213,イスラボニータ ,ワナダンス Wanna Dance(亜) ,The Leopard ,-2.1072767135199144,13
3,2,4,ハクサンアイ,牝4,56.0,斎藤,加藤士,美浦,2020106586,01178,ハクサンムーン ,エタニティ ,ジャングルポケット ,-0.7302258069483846,6
4,3,5,クイーンアポーン,牝5,56.0,小林凌,土田,美浦,2019104128,01177,アポロキングダム ,イエスオアノー ,サクラバクシンオー ,-3.8321379588479614,15
5,3,6,セットリスト,牝5,56.0,丸山,畑端,栗東,2019105271,01127,キタサンブラック ,セットプレイ Set Play(米) ,Van Nistelrooy ,-0.8486330494940582,7
6,4,7,ハローメリールー,牝5,56.0,嶋田,伊藤伸,美浦,2019101273,01134,コパノリッキー ,ビーラヴリー ,ヨハネスブルグ Johannesburg(米) ,-5.782352641184499,16
7,4,8,アイスリンディ,牝3,55.0,亀田,高柳大,栗東,2021103575,01176,カリフォルニアクローム California Chrome(米) ,アイスメアー ,サウスヴィグラス ,-0.8496686300344447,8
8,5,9,マサレエトワール,牝3,52.0,▲柴田裕,安田,栗東,2021104834,01212,Mendelssohn ,ヴァイブランス Vibrance(米) ,Violence ,0.1075640126714906,3
9,5,10,スマイルバック,牝5,56.0,丹内,西園翔,栗東,2019105174,01091,リオンディーズ ,クロフォード ,フジキセキ ,-1.5120192900895681,10
10,6,11,ダノンフレア,牝4,55.0,☆小沢,萩原,美浦,2020103469,01185,ロードカナロア ,ダノンチェリー ,ディープインパクト ,-1.2678387123740487,9
11,6,12,フォルクスリート,牝3,55.0,石橋脩,矢野,美浦,2021105571,01077,ダイワメジャー ,シンギングメリリー ,Ghostzapper ,-0.5639562478800537,4
12,7,13,クリノハニー,牝5,53.0,▲石神道,的場,美浦,2019102171,01209,オルフェーヴル ,パミーナコラッジョ ,ダイワメジャー ,-2.719881423523946,14
13,7,14,サンダーアリュール,牝3,54.0,☆西塚,菊川,美浦,2021109069,01200,サンダースノー Thunder Snow(愛) ,ゴールドマリキヤ ,ゴールドアリュール ,-0.5880788170754154,5
14,8,15,オンザヴィーナス,牝3,51.0,★小林美,大和田,美浦,2021105057,01206,ミッキーアイル ,シアン ,Smart Strike (加) ,2.1125794803551043,1
15,8,16,フリントロック,牝4,56.0,菊沢,菊沢,美浦,2020103844,01161,ブラックタイド ,ウエスタンメルシー ,ブラックホーク ,-1.7511945093212766,11
