,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,タガノテツ,牡2,56.0,田中健,荒川,栗東,2022107135,01114,デクラレーションオブウォー ,タガノハツコイ ,ゴールドアリュール ,-3.515451139704343,7
1,2,2,ブラックエンパイア,牡2,56.0,水口,藤沢,栗東,2022104343,01133,ゴールドドリーム ,タマモスズラン ,サウスヴィグラス ,-4.197858523889917,9
2,3,3,ゴッドペイズリー,牡2,56.0,角田和,飯田,栗東,2022103275,01186,アルアイン ,ルーシーブライド ,ブライアンズタイム Brian's Time(米) ,-3.676028880263853,8
3,4,4,ゼンソレイユ,牝2,52.0,▲吉村,佐々木,栗東,2022110136,01216,Vino Rosso (米) ,Sheza Diva ,Uncle Mo (米) ,-0.758636380863286,3
4,5,5,クリノボタンチャン,牝2,55.0,国分優,大橋,栗東,2022106499,01125,ミッキーアイル ,クリノスイートピー ,アドマイヤコジーン ,-4.736816796930744,11
5,6,6,モズノセイギ,牡2,56.0,団野,荒川,栗東,2022102648,01180,モズアスコット ,セイギハカツ ,Raven's Pass ,-4.362388729758359,10
6,6,7,アメリカンステージ,牡2,56.0,北村友,矢作,栗東,2022110105,01102,Into Mischief ,Bonita Mia ,Warrior's Reward ,0.5948634281611914,1
7,7,8,ウォーターアデル,牝2,55.0,西村淳,河内,栗東,2022100405,01171,ウォータービルド ,ウォーターラーテル ,ウォーターリーグ ,-1.0143266552734918,4
8,7,9,ウォーターパラディ,牡2,56.0,浜中,岡田,栗東,2022103229,01115,ウォータービルド ,トレースイスラ ,サウスヴィグラス ,0.006656096335584505,2
9,8,10,アイファーモービル,牡2,56.0,富田,鮫島,栗東,2022101117,01168,アポロケンタッキー ,レディワシントン ,Vindication ,-2.3391729994534907,6
10,8,11,トップレジェンド,牡2,55.0,☆田口,鈴木孝,栗東,2022103282,01208,ダノンレジェンド ,アスクザリーズン ,キングカメハメハ ,-1.6374037287953658,5
