,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,リアルクィーン,牝3,55.0,幸,石坂,栗東,2022107288,00732,リアルスティール ,ジェイケイオジョウ ,ハービンジャー Harbinger(英) ,-3.769616041906093,16
1,1,2,キミオモウハナ,牝3,55.0,秋山稔,杉山佳,栗東,2022105335,01181,ルヴァンスレーヴ ,サツマキリコ ,エンパイアメーカー Empire Maker(米) ,0.1778670866412518,3
2,2,3,エクラドネージュ,牝3,55.0,坂井,奥村豊,栗東,2022105593,01163,ミッキーアイル ,ウアラネージュ ,エイシンフラッシュ ,-2.48080786560077,14
3,2,4,シャインローザ,牝3,55.0,中井,中村,栗東,2022100646,01141,アドマイヤマーズ ,フォーエバーローズ ,ロードカナロア ,-1.5340885598079308,12
4,3,5,グリンダ,牝3,52.0,▲川端,小林,栗東,2022100202,01195,ウインブライト ,マジカルフラッシュ ,エイシンフラッシュ ,-0.8869500238021225,9
5,3,6,スノーサイレンス,牝3,55.0,松山,小栗,栗東,2022101675,01126,サンダースノー Thunder Snow(愛) ,ハッシュ ,コマンズ Commands(豪) ,-2.2355882668309563,13
6,4,7,メルローズ,牝3,55.0,川須,笹田,栗東,2022106072,01128,カリフォルニアクローム California Chrome(米) ,ハイスピードカム ,スマートファルコン ,-0.5822582923451036,6
7,4,8,モズアカトンボ,牝3,55.0,西村淳,牧田,栗東,2022102917,01171,モズアスコット ,モズハツコイ ,クロフネ ,-0.25783742738547805,5
8,5,9,ルクスコスモス,牝3,55.0,角田和,四位,栗東,2022101126,01186,モズアスコット ,サトノルミナス ,ディープインパクト ,-0.2206614622365764,4
9,5,10,メイショウホダワラ,牝3,55.0,団野,荒川,栗東,2022103237,01180,デクラレーションオブウォー ,フェルトベルク ,ブラックタイド ,-1.4410903208647103,11
10,6,11,ツインギ,牝3,55.0,鮫島駿,小栗,栗東,2022105956,01157,リアルスティール ,インザスポットライト In The Spotlight(愛) ,Exceed And Excel ,-0.6491298450840981,7
11,6,12,メイショウバスク,牝3,55.0,国分恭,梅田,栗東,2022103193,01124,メイショウボーラー ,レッドミュール ,ダイワメジャー ,1.1894368025208986,1
12,7,13,ハヤブサオヒメサマ,牝3,51.0,★河原田,渡辺,栗東,2022105973,01204,ロードカナロア ,フェアリーダンス ,アグネスタキオン ,0.3196123831556731,2
13,7,14,ペンテリコン,牝3,55.0,吉田隼,武幸,栗東,2022104644,01095,シルバーステート ,イルーシヴハピネス ,Frankel ,-1.1031363685067859,10
14,8,15,オルロジェール,牝3,54.0,☆高杉,池江,栗東,2022105820,01213,ナダル Nadal(米) ,デルニエオール ,ステイゴールド ,-2.6058252203163015,15
15,8,16,サトノスピカ,牝3,55.0,岩田望,須貝,栗東,2022103208,01174,サトノダイヤモンド ,キャッチザカクテル Catch the Cocktail(亜) ,Catcher In The Rye ,-0.8617086046499239,8
