,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ゴッドテソロ,牡3,55.0,泉谷,角田,栗東,2022103198,01182,フィエールマン  ,アプローズ  ,Acclamation  ,-0.901986479137576,7
1,2,2,ジュンラトゥール,牡4,58.0,斎藤,浜田,栗東,2021104039,01178,パイロ  Pyro(米)  ,グーテデロワ  ,スペシャルウィーク  ,1.679473870126573,1
2,3,3,グロリアスヒーロー,セ6,55.0,▲舟山,高木,美浦,2019105755,01221,スクリーンヒーロー  ,クラックコード  ,ダンスインザダーク  ,-1.5858133611122764,11
3,3,4,ホウオウゴールド,牡3,55.0,原田和,栗田,美浦,2022106011,01143,ディーマジェスティ  ,クニコチャン  ,ゴールドアリュール  ,-0.5746205078221553,4
4,4,5,スマートカイロス,牡3,55.0,黛,矢作,栗東,2022102735,01109,シニスターミニスター  Sinister Minister(米)  ,スマートバベル  ,サウスヴィグラス  ,-1.0229838656390815,8
5,4,6,ザングウィル,牡5,55.0,▲柴田裕,佐藤悠,栗東,2020110051,01212,Dandy Man  ,Zaaqya  ,Nayef  ,-0.6075926979734216,5
6,5,7,ロストボール,セ6,55.0,▲森田,加藤和,美浦,2019106972,01222,フリオーソ  ,センスオブラヴ  ,ストリートセンス  Street Sense(米)  ,-1.3656701214444091,9
7,5,8,ハイケンス,牡4,58.0,荻野琢,今野,栗東,2021102813,01112,アジアエクスプレス  ,パリーナチャン  ,メイショウオウドウ  ,0.16032470480596722,3
8,6,9,ダイチラポール,牡3,52.0,▲和田陽,蛯名利,美浦,2022100076,01223,トビーズコーナー  Toby's Corner(米)  ,ラブヴィサージュ  ,ノボジャック  ,0.8669899519362076,2
9,6,10,マーベリックシチー,牡4,58.0,佐々木,岡田,栗東,2021100387,01197,パイロ  Pyro(米)  ,ラフィネシチー  ,ゴールドアリュール  ,-3.609957824888491,14
10,7,11,サイモンカーチス,牡6,56.0,△鷲頭,根本,美浦,2019102320,01202,コパノリッキー  ,サイモンドルチェ  ,ジャングルポケット  ,-1.4788533308676617,10
11,7,12,ピストルスター,牡3,55.0,古川吉,高橋亮,栗東,2022106937,01015,アニマルキングダム  Animal Kingdom(米)  ,ケージーサクランボ  ,キングカメハメハ  ,-0.8779964187888639,6
12,8,13,ジョードリウム,牡3,55.0,丹内,清水久,栗東,2022100997,01091,ホッコータルマエ  ,ジョーアラマート  ,キングヘイロー  ,-2.380838229539639,13
13,8,14,ウインサマースノー,牡4,55.0,▲小林美,尾形,美浦,2021106217,01206,ゴールドシップ  ,サマーソング  ,ロージズインメイ  Roses in May(米)  ,-2.3634224899502305,12
