,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,アシャカタカ,牡5,54.0,菊沢,鈴木伸,美浦,2020102299,01161,ファインニードル  ,ハートノイヤリング  ,ハーツクライ  ,-1.17268129802176,7
1,2,2,マックアルイーン,牡3,55.0,ルメール,木村,美浦,2022110014,05339,Blue Point  ,Euthenia  ,Winker Watson  ,0.48377536040066604,4
2,3,3,トーラスシャイン,牡4,56.0,北村友,田中克,栗東,2021101654,01102,ファインニードル  ,スターライト  ,ディープインパクト  ,1.4652333061757308,1
3,4,4,ロードトレイル,牡4,55.0,菅原明,藤岡,栗東,2021100157,01179,ロードカナロア  ,パラダイスリッジ  ,ディープインパクト  ,-2.830837749191906,11
4,4,5,ショウナンラスボス,牡7,54.0,吉田豊,奥村武,美浦,2018103926,00733,ダイワメジャー  ,プリンセスオブザスターズ  Princessofthestars(愛)  ,Sea The Stars  Sea the Stars(愛)  ,-3.681260207609005,13
5,5,6,ルージュラナキラ,牝3,53.0,鮫島駿,加藤征,美浦,2022102434,01157,アドマイヤマーズ  ,レッドアネラ  ,カジノドライヴ  ,-1.390299562928434,8
6,5,7,シカゴスティング,牝4,54.0,石川,庄野,栗東,2021105242,01150,ロゴタイプ  ,マルチスクリーン  ,スクリーンヒーロー  ,0.6782167279470969,3
7,6,8,ランドオブラヴ,牝5,53.0,江田照,蛯名正,美浦,2020104088,00689,ミッキーアイル  ,ルックオブラヴ  ,キングズベスト  King's Best(米)  ,0.193960232263184,5
8,6,9,ルーフ,牝5,53.0,戸崎圭,清水久,栗東,2020104194,05386,ダイワメジャー  ,ラスエモーショネス  ,Fastnet Rock  (豪)  ,-0.39638188238611777,6
9,7,10,ユハンヌス,牡5,56.0,横山和,大久保,栗東,2020110039,01140,Frankel  ,ミッドサマーフェア  ,タニノギムレット  ,1.2546967148527894,2
10,7,11,ウナギノボリ,牡6,53.0,大野,東田,栗東,2019107016,01096,ドレフォン  Drefong(米)  ,ノンキ  ,サンデーサイレンス  Sunday Silence(米)  ,-3.135214080712383,12
11,8,12,タツダイヤモンド,牡5,55.0,的場,的場,美浦,2020104613,01108,サトノダイヤモンド  ,オリオンザブラック  ,サクラプレジデント  ,-2.3718850198097012,10
12,8,13,グレタ,牝6,52.0,原,清水英,美浦,2019102761,01184,ガルボ  ,スカイグラフィティ  ,ジャングルポケット  ,-1.6169529195973846,9
