,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,エンジョイドライブ,牡3,57.0,古川吉,鮫島,栗東,2022102713,01015,フォーウィールドライブ Four Wheel Drive(米) ,プリンセスメイク ,キャプテンスティーヴ Captain Steve(米) ,-2.257641245767945,7
1,1,2,ザセンチュリー,牡3,57.0,酒井,武英,栗東,2022103617,01034,シニスターミニスター Sinister Minister(米) ,シティウェルズ City Wells(加) ,City Zip (米) ,-0.8931320340836058,4
2,2,3,シュネーグロッケン,牡3,55.0,△吉村,清水久,栗東,2022104944,01216,ナダル Nadal(米) ,ハウナニ ,ロードカナロア ,-1.4196310306383468,6
3,2,4,プルクワ,牡3,57.0,西村淳,奥村豊,栗東,2022105714,01171,サートゥルナーリア ,ディーチェ ,ダイワメジャー ,-2.5875742359964313,9
4,3,5,サヨノミッキー,牡3,57.0,幸,羽月,栗東,2022107059,00732,ミッキーアイル ,トーセンジュエル ,ヴィクトワールピサ ,-4.558265618202986,14
5,3,6,レイザリオ,牡3,57.0,鮫島駿,橋口,栗東,2022104910,01157,アドマイヤマーズ ,テルアケリー Tell a Kelly(米) ,Tapit (米) ,0.1291034570091174,2
6,4,7,バブルギャラクシー,牡3,53.0,★小林美,清水英,美浦,2022107292,01206,リオンディーズ ,ストリートキャッシュ Street Cash(米) ,Street Boss ,-4.811733695273888,16
7,4,8,タガノグリジオ,セ3,57.0,藤懸,長谷川,栗東,2022106556,01138,ミッキーアイル ,タガノヴェローナ ,クロフネ ,-3.937650948714184,13
8,5,9,エメラルドラグーン,牡3,57.0,水口,伊藤伸,美浦,2022106423,01133,ブラックタイド ,ラウブレック Rau Breck(米) ,Mr. Greeley ,-4.746204434578285,15
9,5,10,ブリックンクリック,セ3,56.0,☆高杉,藤原,栗東,2022105300,01213,ブリックスアンドモルタル Bricks and Mortar(米) ,クォリティシーズン ,トワイニング Twining(米) ,-3.624407418865528,12
10,6,11,ベラジオルークン,牡3,57.0,国分優,辻野,栗東,2022100107,01125,ルヴァンスレーヴ ,フクシア ,ゴールドアリュール ,-2.353044314006074,8
11,6,12,ランドブレイブ,牡3,57.0,丹内,安達,栗東,2022106943,01091,アジアエクスプレス ,ハロードリーム ,ブライアンズタイム Brian's Time(米) ,-1.2208574787284903,5
12,7,13,ケイアイワカポノ,牡3,57.0,団野,西村,栗東,2022103856,01180,ロードカナロア ,クインズサリナ ,ダノンシャンティ ,0.32263482923527176,1
13,7,14,ディスタービア,牝3,55.0,松山,庄野,栗東,2022100141,01126,ジャスタウェイ ,ルーレットクイーン ,ドリームジャーニー ,-0.12932769612777056,3
14,8,15,ムギトルナ,牡3,57.0,Ｍデムーロ,高橋忠,栗東,2022103056,05212,ナダル Nadal(米) ,シラバリー Syllabary(英) ,Street Cry (愛) ,-2.8203274724770675,10
15,8,16,アーリドラータ,牡3,57.0,和田竜,小栗,栗東,2022107173,01018,エポカドーロ ,シーエーパイロット ,パイロ Pyro(米) ,-3.3442669159398952,11
