race_type,course_len,ground_state,class,枠番,1着,2着,3着,着外
ダート,1200,不良,1勝クラス,1,1,1,0,4
ダート,1200,不良,1勝クラス,2,0,2,0,4
ダート,1200,不良,1勝クラス,3,1,1,1,4
ダート,1200,不良,1勝クラス,4,0,0,1,6
ダート,1200,不良,1勝クラス,5,0,0,0,7
ダート,1200,不良,1勝クラス,6,0,0,1,6
ダート,1200,不良,1勝クラス,7,1,0,1,6
ダート,1200,不良,1勝クラス,8,1,0,0,7
ダート,1200,不良,2勝クラス,1,1,0,0,1
ダート,1200,不良,2勝クラス,2,0,1,0,1
ダート,1200,不良,2勝クラス,3,0,0,0,2
ダート,1200,不良,2勝クラス,4,0,0,0,2
ダート,1200,不良,2勝クラス,5,0,0,1,1
ダート,1200,不良,2勝クラス,6,0,0,0,2
ダート,1200,不良,2勝クラス,7,0,0,0,2
ダート,1200,不良,2勝クラス,8,0,0,0,2
ダート,1200,不良,3勝クラス,1,0,1,0,4
ダート,1200,不良,3勝クラス,2,1,1,1,2
ダート,1200,不良,3勝クラス,3,0,0,0,5
ダート,1200,不良,3勝クラス,4,0,0,0,5
ダート,1200,不良,3勝クラス,5,1,0,0,5
ダート,1200,不良,3勝クラス,6,0,0,0,6
ダート,1200,不良,3勝クラス,7,1,0,1,4
ダート,1200,不良,3勝クラス,8,0,1,1,4
ダート,1200,不良,all,1,3,4,0,17
ダート,1200,不良,all,2,2,4,1,18
ダート,1200,不良,all,3,3,3,2,18
ダート,1200,不良,all,4,0,1,1,25
ダート,1200,不良,all,5,1,1,1,25
ダート,1200,不良,all,6,2,0,3,24
ダート,1200,不良,all,7,2,0,5,23
ダート,1200,不良,all,8,2,2,2,24
ダート,1200,不良,オープン,1,0,1,0,1
ダート,1200,不良,オープン,2,0,0,0,2
ダート,1200,不良,オープン,3,1,0,1,0
ダート,1200,不良,オープン,4,0,0,0,2
ダート,1200,不良,オープン,5,0,0,0,2
ダート,1200,不良,オープン,6,0,0,0,2
ダート,1200,不良,オープン,7,0,0,0,2
ダート,1200,不良,オープン,8,0,0,0,2
ダート,1200,不良,新馬,1,0,0,0,2
ダート,1200,不良,新馬,2,0,0,0,2
ダート,1200,不良,新馬,3,0,0,0,2
ダート,1200,不良,新馬,4,0,0,0,2
ダート,1200,不良,新馬,5,0,1,0,1
ダート,1200,不良,新馬,6,1,0,1,0
ダート,1200,不良,新馬,7,0,0,0,2
ダート,1200,不良,新馬,8,0,0,0,2
ダート,1200,不良,未勝利,1,1,1,0,5
ダート,1200,不良,未勝利,2,1,0,0,7
ダート,1200,不良,未勝利,3,1,2,0,5
ダート,1200,不良,未勝利,4,0,1,0,8
ダート,1200,不良,未勝利,5,0,0,0,9
ダート,1200,不良,未勝利,6,1,0,1,8
ダート,1200,不良,未勝利,7,0,0,3,7
ダート,1200,不良,未勝利,8,1,1,1,7
ダート,1200,全,1勝クラス,1,6,7,4,71
ダート,1200,全,1勝クラス,2,4,10,4,76
ダート,1200,全,1勝クラス,3,6,4,9,85
ダート,1200,全,1勝クラス,4,9,7,12,78
ダート,1200,全,1勝クラス,5,7,7,5,93
ダート,1200,全,1勝クラス,6,5,8,9,94
ダート,1200,全,1勝クラス,7,16,7,7,88
ダート,1200,全,1勝クラス,8,7,10,10,90
ダート,1200,全,2勝クラス,1,4,5,1,66
ダート,1200,全,2勝クラス,2,6,3,6,69
ダート,1200,全,2勝クラス,3,8,5,8,67
ダート,1200,全,2勝クラス,4,5,1,4,79
ダート,1200,全,2勝クラス,5,3,4,9,75
ダート,1200,全,2勝クラス,6,8,7,4,74
ダート,1200,全,2勝クラス,7,9,13,8,64
ダート,1200,全,2勝クラス,8,4,9,8,72
ダート,1200,全,3勝クラス,1,0,3,1,35
ダート,1200,全,3勝クラス,2,3,5,1,30
ダート,1200,全,3勝クラス,3,0,2,3,35
ダート,1200,全,3勝クラス,4,3,4,4,30
ダート,1200,全,3勝クラス,5,2,1,2,39
ダート,1200,全,3勝クラス,6,3,5,2,34
ダート,1200,全,3勝クラス,7,6,0,4,34
ダート,1200,全,3勝クラス,8,5,2,5,32
ダート,1200,全,all,1,32,33,21,396
ダート,1200,全,all,2,30,32,34,421
ダート,1200,全,all,3,38,31,48,428
ダート,1200,全,all,4,30,34,41,453
ダート,1200,全,all,5,30,35,37,482
ダート,1200,全,all,6,40,42,40,473
ダート,1200,全,all,7,57,48,46,454
ダート,1200,全,all,8,48,49,40,461
ダート,1200,全,オープン,1,2,2,1,35
ダート,1200,全,オープン,2,2,1,5,33
ダート,1200,全,オープン,3,3,5,7,27
ダート,1200,全,オープン,4,3,1,4,37
ダート,1200,全,オープン,5,4,3,5,33
ダート,1200,全,オープン,6,1,3,0,41
ダート,1200,全,オープン,7,5,4,2,35
ダート,1200,全,オープン,8,3,4,0,38
ダート,1200,全,新馬,1,2,1,2,27
ダート,1200,全,新馬,2,0,2,2,29
ダート,1200,全,新馬,3,8,0,0,27
ダート,1200,全,新馬,4,1,4,2,27
ダート,1200,全,新馬,5,1,3,4,32
ダート,1200,全,新馬,6,3,2,7,29
ダート,1200,全,新馬,7,2,5,3,32
ダート,1200,全,新馬,8,4,4,1,32
ダート,1200,全,未勝利,1,16,13,8,140
ダート,1200,全,未勝利,2,13,8,13,158
ダート,1200,全,未勝利,3,9,13,19,157
ダート,1200,全,未勝利,4,8,15,12,170
ダート,1200,全,未勝利,5,10,13,11,179
ダート,1200,全,未勝利,6,19,16,16,166
ダート,1200,全,未勝利,7,14,15,19,173
ダート,1200,全,未勝利,8,23,18,14,164
ダート,1200,稍重,1勝クラス,1,1,1,0,10
ダート,1200,稍重,1勝クラス,2,1,1,0,12
ダート,1200,稍重,1勝クラス,3,0,1,2,11
ダート,1200,稍重,1勝クラス,4,1,1,1,12
ダート,1200,稍重,1勝クラス,5,3,0,2,12
ダート,1200,稍重,1勝クラス,6,1,1,1,15
ダート,1200,稍重,1勝クラス,7,1,2,0,15
ダート,1200,稍重,1勝クラス,8,1,2,3,12
ダート,1200,稍重,2勝クラス,1,0,1,0,18
ダート,1200,稍重,2勝クラス,2,1,2,0,18
ダート,1200,稍重,2勝クラス,3,2,1,1,18
ダート,1200,稍重,2勝クラス,4,1,0,0,20
ダート,1200,稍重,2勝クラス,5,2,0,1,19
ダート,1200,稍重,2勝クラス,6,3,2,4,15
ダート,1200,稍重,2勝クラス,7,1,6,4,13
ダート,1200,稍重,2勝クラス,8,2,0,3,18
ダート,1200,稍重,3勝クラス,1,0,0,0,6
ダート,1200,稍重,3勝クラス,2,0,1,0,5
ダート,1200,稍重,3勝クラス,3,0,0,1,5
ダート,1200,稍重,3勝クラス,4,1,0,1,2
ダート,1200,稍重,3勝クラス,5,0,0,0,6
ダート,1200,稍重,3勝クラス,6,0,2,0,4
ダート,1200,稍重,3勝クラス,7,1,0,1,4
ダート,1200,稍重,3勝クラス,8,1,0,0,5
ダート,1200,稍重,all,1,3,3,1,85
ダート,1200,稍重,all,2,7,6,4,87
ダート,1200,稍重,all,3,5,7,11,86
ダート,1200,稍重,all,4,7,4,6,92
ダート,1200,稍重,all,5,7,4,8,100
ダート,1200,稍重,all,6,10,13,9,89
ダート,1200,稍重,all,7,9,15,12,86
ダート,1200,稍重,all,8,13,9,11,88
ダート,1200,稍重,オープン,1,0,0,0,7
ダート,1200,稍重,オープン,2,1,0,1,5
ダート,1200,稍重,オープン,3,0,2,1,4
ダート,1200,稍重,オープン,4,0,0,1,6
ダート,1200,稍重,オープン,5,1,0,1,6
ダート,1200,稍重,オープン,6,0,0,0,8
ダート,1200,稍重,オープン,7,2,0,0,6
ダート,1200,稍重,オープン,8,0,2,0,6
ダート,1200,稍重,新馬,1,0,0,1,8
ダート,1200,稍重,新馬,2,0,2,0,7
ダート,1200,稍重,新馬,3,2,0,0,8
ダート,1200,稍重,新馬,4,0,0,0,9
ダート,1200,稍重,新馬,5,1,0,1,8
ダート,1200,稍重,新馬,6,0,1,1,8
ダート,1200,稍重,新馬,7,0,2,1,7
ダート,1200,稍重,新馬,8,2,0,1,7
ダート,1200,稍重,未勝利,1,2,1,0,33
ダート,1200,稍重,未勝利,2,4,0,2,37
ダート,1200,稍重,未勝利,3,1,3,6,34
ダート,1200,稍重,未勝利,4,3,2,3,39
ダート,1200,稍重,未勝利,5,0,4,3,43
ダート,1200,稍重,未勝利,6,6,6,3,34
ダート,1200,稍重,未勝利,7,3,4,4,39
ダート,1200,稍重,未勝利,8,6,5,4,35
ダート,1200,良,1勝クラス,1,3,4,3,49
ダート,1200,良,1勝クラス,2,3,6,4,51
ダート,1200,良,1勝クラス,3,3,2,5,60
ダート,1200,良,1勝クラス,4,7,4,9,50
ダート,1200,良,1勝クラス,5,4,6,2,62
ダート,1200,良,1勝クラス,6,3,6,5,61
ダート,1200,良,1勝クラス,7,11,4,5,56
ダート,1200,良,1勝クラス,8,5,7,6,57
ダート,1200,良,2勝クラス,1,2,3,0,43
ダート,1200,良,2勝クラス,2,4,0,6,44
ダート,1200,良,2勝クラス,3,6,2,6,43
ダート,1200,良,2勝クラス,4,3,1,4,51
ダート,1200,良,2勝クラス,5,1,4,6,48
ダート,1200,良,2勝クラス,6,4,5,0,50
ダート,1200,良,2勝クラス,7,8,7,3,42
ダート,1200,良,2勝クラス,8,2,8,5,45
ダート,1200,良,3勝クラス,1,0,2,0,19
ダート,1200,良,3勝クラス,2,1,0,0,20
ダート,1200,良,3勝クラス,3,0,2,2,18
ダート,1200,良,3勝クラス,4,2,3,2,17
ダート,1200,良,3勝クラス,5,0,1,1,22
ダート,1200,良,3勝クラス,6,2,3,2,17
ダート,1200,良,3勝クラス,7,4,0,1,19
ダート,1200,良,3勝クラス,8,3,1,4,16
ダート,1200,良,all,1,23,24,15,258
ダート,1200,良,all,2,17,18,26,282
ダート,1200,良,all,3,26,17,30,288
ダート,1200,良,all,4,20,23,32,296
ダート,1200,良,all,5,19,27,25,312
ダート,1200,良,all,6,23,27,25,312
ダート,1200,良,all,7,42,30,24,297
ダート,1200,良,all,8,29,32,23,303
ダート,1200,良,オープン,1,1,1,1,22
ダート,1200,良,オープン,2,1,1,3,21
ダート,1200,良,オープン,3,2,2,3,20
ダート,1200,良,オープン,4,3,1,3,23
ダート,1200,良,オープン,5,2,1,4,22
ダート,1200,良,オープン,6,0,3,0,26
ダート,1200,良,オープン,7,3,4,2,21
ダート,1200,良,オープン,8,3,2,0,24
ダート,1200,良,新馬,1,2,1,0,17
ダート,1200,良,新馬,2,0,0,2,19
ダート,1200,良,新馬,3,6,0,0,16
ダート,1200,良,新馬,4,1,4,2,15
ダート,1200,良,新馬,5,0,2,3,21
ダート,1200,良,新馬,6,1,1,5,20
ダート,1200,良,新馬,7,2,3,2,21
ダート,1200,良,新馬,8,2,3,0,22
ダート,1200,良,未勝利,1,13,11,7,89
ダート,1200,良,未勝利,2,6,8,9,104
ダート,1200,良,未勝利,3,5,7,12,107
ダート,1200,良,未勝利,4,4,9,9,112
ダート,1200,良,未勝利,5,9,9,8,112
ダート,1200,良,未勝利,6,12,9,11,108
ダート,1200,良,未勝利,7,10,9,10,112
ダート,1200,良,未勝利,8,13,9,6,111
ダート,1200,重,1勝クラス,1,1,1,1,8
