race_type,course_len,ground_state,class,人気,1着,2着,3着,着外
ダート,1200,不良,1勝クラス,1,2,0,1,1
ダート,1200,不良,1勝クラス,2,0,1,1,2
ダート,1200,不良,1勝クラス,3,1,0,0,3
ダート,1200,不良,1勝クラス,4,0,0,1,3
ダート,1200,不良,1勝クラス,5,0,0,0,4
ダート,1200,不良,1勝クラス,6,0,0,0,4
ダート,1200,不良,1勝クラス,7,0,1,0,3
ダート,1200,不良,1勝クラス,8,0,0,1,3
ダート,1200,不良,1勝クラス,9,0,0,0,4
ダート,1200,不良,1勝クラス,10,0,0,0,4
ダート,1200,不良,1勝クラス,11,1,1,0,1
ダート,1200,不良,1勝クラス,12,0,0,0,3
ダート,1200,不良,1勝クラス,13,0,1,0,2
ダート,1200,不良,1勝クラス,14,0,0,0,3
ダート,1200,不良,1勝クラス,15,0,0,0,2
ダート,1200,不良,1勝クラス,16,0,0,0,2
ダート,1200,不良,2勝クラス,1,0,1,0,0
ダート,1200,不良,2勝クラス,2,0,0,0,1
ダート,1200,不良,2勝クラス,3,1,0,0,0
ダート,1200,不良,2勝クラス,4,0,0,0,1
ダート,1200,不良,2勝クラス,5,0,0,0,1
ダート,1200,不良,2勝クラス,6,0,0,0,1
ダート,1200,不良,2勝クラス,7,0,0,0,1
ダート,1200,不良,2勝クラス,8,0,0,0,1
ダート,1200,不良,2勝クラス,9,0,0,0,1
ダート,1200,不良,2勝クラス,10,0,0,0,1
ダート,1200,不良,2勝クラス,11,0,0,0,1
ダート,1200,不良,2勝クラス,12,0,0,0,1
ダート,1200,不良,2勝クラス,13,0,0,0,1
ダート,1200,不良,2勝クラス,14,0,0,0,1
ダート,1200,不良,2勝クラス,15,0,0,1,0
ダート,1200,不良,2勝クラス,16,0,0,0,1
ダート,1200,不良,3勝クラス,1,1,1,0,1
ダート,1200,不良,3勝クラス,2,0,0,0,3
ダート,1200,不良,3勝クラス,3,0,0,2,1
ダート,1200,不良,3勝クラス,4,1,0,1,1
ダート,1200,不良,3勝クラス,5,0,0,0,3
ダート,1200,不良,3勝クラス,6,0,1,0,2
ダート,1200,不良,3勝クラス,7,0,0,0,3
ダート,1200,不良,3勝クラス,8,1,0,0,2
ダート,1200,不良,3勝クラス,9,0,0,0,3
ダート,1200,不良,3勝クラス,10,0,0,0,3
ダート,1200,不良,3勝クラス,11,0,1,0,2
ダート,1200,不良,3勝クラス,12,0,0,0,3
ダート,1200,不良,3勝クラス,13,0,0,0,2
ダート,1200,不良,3勝クラス,14,0,0,0,2
ダート,1200,不良,3勝クラス,15,0,0,0,2
ダート,1200,不良,3勝クラス,16,0,0,0,2
ダート,1200,不良,all,1,7,3,1,4
ダート,1200,不良,all,2,1,1,2,11
ダート,1200,不良,all,3,2,1,2,10
ダート,1200,不良,all,4,1,1,5,8
ダート,1200,不良,all,5,0,0,0,15
ダート,1200,不良,all,6,2,2,1,10
ダート,1200,不良,all,7,0,1,1,13
ダート,1200,不良,all,8,1,0,1,13
ダート,1200,不良,all,9,0,1,0,14
ダート,1200,不良,all,10,0,0,1,14
ダート,1200,不良,all,11,1,2,0,11
ダート,1200,不良,all,12,0,2,0,11
ダート,1200,不良,all,13,0,1,0,11
ダート,1200,不良,all,14,0,0,0,11
ダート,1200,不良,all,15,0,0,1,9
ダート,1200,不良,all,16,0,0,0,9
ダート,1200,不良,オープン,1,1,0,0,0
ダート,1200,不良,オープン,2,0,0,0,1
ダート,1200,不良,オープン,3,0,0,0,1
ダート,1200,不良,オープン,4,0,1,0,0
ダート,1200,不良,オープン,5,0,0,0,1
ダート,1200,不良,オープン,6,0,0,0,1
ダート,1200,不良,オープン,7,0,0,0,1
ダート,1200,不良,オープン,8,0,0,0,1
ダート,1200,不良,オープン,9,0,0,0,1
ダート,1200,不良,オープン,10,0,0,1,0
ダート,1200,不良,オープン,11,0,0,0,1
ダート,1200,不良,オープン,12,0,0,0,1
ダート,1200,不良,オープン,13,0,0,0,1
ダート,1200,不良,オープン,14,0,0,0,1
ダート,1200,不良,オープン,15,0,0,0,1
ダート,1200,不良,オープン,16,0,0,0,1
ダート,1200,不良,新馬,1,0,0,0,1
ダート,1200,不良,新馬,2,1,0,0,0
ダート,1200,不良,新馬,3,0,0,0,1
ダート,1200,不良,新馬,4,0,0,0,1
ダート,1200,不良,新馬,5,0,0,0,1
ダート,1200,不良,新馬,6,0,0,0,1
ダート,1200,不良,新馬,7,0,0,1,0
ダート,1200,不良,新馬,8,0,0,0,1
ダート,1200,不良,新馬,9,0,0,0,1
ダート,1200,不良,新馬,10,0,0,0,1
ダート,1200,不良,新馬,11,0,0,0,1
ダート,1200,不良,新馬,12,0,1,0,0
ダート,1200,不良,新馬,13,0,0,0,1
ダート,1200,不良,新馬,14,0,0,0,1
ダート,1200,不良,新馬,15,0,0,0,1
ダート,1200,不良,新馬,16,0,0,0,1
ダート,1200,不良,未勝利,1,3,1,0,1
ダート,1200,不良,未勝利,2,0,0,1,4
ダート,1200,不良,未勝利,3,0,1,0,4
ダート,1200,不良,未勝利,4,0,0,3,2
ダート,1200,不良,未勝利,5,0,0,0,5
ダート,1200,不良,未勝利,6,2,1,1,1
ダート,1200,不良,未勝利,7,0,0,0,5
ダート,1200,不良,未勝利,8,0,0,0,5
ダート,1200,不良,未勝利,9,0,1,0,4
ダート,1200,不良,未勝利,10,0,0,0,5
ダート,1200,不良,未勝利,11,0,0,0,5
ダート,1200,不良,未勝利,12,0,1,0,3
ダート,1200,不良,未勝利,13,0,0,0,4
ダート,1200,不良,未勝利,14,0,0,0,3
ダート,1200,不良,未勝利,15,0,0,0,3
ダート,1200,不良,未勝利,16,0,0,0,2
ダート,1200,全,1勝クラス,1,18,12,8,22
ダート,1200,全,1勝クラス,2,9,11,10,30
ダート,1200,全,1勝クラス,3,7,6,9,38
ダート,1200,全,1勝クラス,4,8,4,7,41
ダート,1200,全,1勝クラス,5,4,9,4,43
ダート,1200,全,1勝クラス,6,4,4,1,51
ダート,1200,全,1勝クラス,7,4,4,2,49
ダート,1200,全,1勝クラス,8,3,0,6,50
ダート,1200,全,1勝クラス,9,0,1,0,57
ダート,1200,全,1勝クラス,10,0,1,3,54
ダート,1200,全,1勝クラス,11,2,3,5,45
ダート,1200,全,1勝クラス,12,0,1,3,48
ダート,1200,全,1勝クラス,13,0,3,1,43
ダート,1200,全,1勝クラス,14,0,1,0,43
ダート,1200,全,1勝クラス,15,1,0,0,35
ダート,1200,全,1勝クラス,16,0,0,1,26
ダート,1200,全,2勝クラス,1,10,10,8,19
ダート,1200,全,2勝クラス,2,4,10,6,27
ダート,1200,全,2勝クラス,3,5,5,7,30
ダート,1200,全,2勝クラス,4,6,3,2,35
ダート,1200,全,2勝クラス,5,7,6,5,29
ダート,1200,全,2勝クラス,6,4,3,3,37
ダート,1200,全,2勝クラス,7,5,0,2,40
ダート,1200,全,2勝クラス,8,2,3,6,36
ダート,1200,全,2勝クラス,9,1,3,2,41
ダート,1200,全,2勝クラス,10,0,0,0,47
ダート,1200,全,2勝クラス,11,0,2,2,42
ダート,1200,全,2勝クラス,12,1,1,1,43
ダート,1200,全,2勝クラス,13,1,1,2,40
ダート,1200,全,2勝クラス,14,1,0,0,40
ダート,1200,全,2勝クラス,15,0,0,2,35
ダート,1200,全,2勝クラス,16,0,0,0,25
ダート,1200,全,3勝クラス,1,11,3,4,4
ダート,1200,全,3勝クラス,2,3,5,0,14
ダート,1200,全,3勝クラス,3,2,2,4,14
ダート,1200,全,3勝クラス,4,2,1,3,15
ダート,1200,全,3勝クラス,5,1,1,3,17
ダート,1200,全,3勝クラス,6,0,4,1,17
ダート,1200,全,3勝クラス,7,0,0,1,21
ダート,1200,全,3勝クラス,8,3,1,1,17
ダート,1200,全,3勝クラス,9,0,2,1,19
ダート,1200,全,3勝クラス,10,0,1,1,20
ダート,1200,全,3勝クラス,11,0,1,1,20
ダート,1200,全,3勝クラス,12,0,0,1,21
ダート,1200,全,3勝クラス,13,0,0,1,20
ダート,1200,全,3勝クラス,14,0,0,0,18
ダート,1200,全,3勝クラス,15,0,1,0,15
ダート,1200,全,3勝クラス,16,0,0,0,17
ダート,1200,全,all,1,102,58,42,102
ダート,1200,全,all,2,56,59,39,151
ダート,1200,全,all,3,38,40,49,176
ダート,1200,全,all,4,26,31,38,207
ダート,1200,全,all,5,21,28,27,228
ダート,1200,全,all,6,20,26,21,238
ダート,1200,全,all,7,12,11,16,265
ダート,1200,全,all,8,13,16,25,250
ダート,1200,全,all,9,2,10,11,278
ダート,1200,全,all,10,2,4,11,284
ダート,1200,全,all,11,4,7,13,270
ダート,1200,全,all,12,4,6,6,268
ダート,1200,全,all,13,1,5,4,249
ダート,1200,全,all,14,2,1,1,239
ダート,1200,全,all,15,1,1,3,204
ダート,1200,全,all,16,1,1,1,159
ダート,1200,全,オープン,1,3,5,4,11
ダート,1200,全,オープン,2,5,3,1,14
ダート,1200,全,オープン,3,5,6,2,10
ダート,1200,全,オープン,4,2,6,1,14
ダート,1200,全,オープン,5,1,1,2,19
ダート,1200,全,オープン,6,1,0,0,22
ダート,1200,全,オープン,7,1,0,2,20
ダート,1200,全,オープン,8,1,2,4,16
ダート,1200,全,オープン,9,0,0,3,20
ダート,1200,全,オープン,10,0,0,3,20
ダート,1200,全,オープン,11,1,0,2,20
ダート,1200,全,オープン,12,2,0,0,21
ダート,1200,全,オープン,13,0,0,0,22
ダート,1200,全,オープン,14,0,0,0,19
ダート,1200,全,オープン,15,0,0,0,17
ダート,1200,全,オープン,16,1,0,0,14
ダート,1200,全,新馬,1,9,4,2,6
ダート,1200,全,新馬,2,6,3,1,11
ダート,1200,全,新馬,3,1,3,3,14
ダート,1200,全,新馬,4,1,1,5,14
ダート,1200,全,新馬,5,0,2,2,17
ダート,1200,全,新馬,6,2,4,0,15
ダート,1200,全,新馬,7,0,1,2,18
ダート,1200,全,新馬,8,0,0,2,19
ダート,1200,全,新馬,9,0,1,0,20
ダート,1200,全,新馬,10,0,0,3,18
ダート,1200,全,新馬,11,1,0,1,18
ダート,1200,全,新馬,12,0,1,0,17
ダート,1200,全,新馬,13,0,0,0,13
ダート,1200,全,新馬,14,1,0,0,13
ダート,1200,全,新馬,15,0,0,0,12
ダート,1200,全,新馬,16,0,1,0,10
ダート,1200,全,未勝利,1,43,20,14,34
ダート,1200,全,未勝利,2,26,26,14,46
ダート,1200,全,未勝利,3,13,16,22,59
ダート,1200,全,未勝利,4,5,14,20,72
ダート,1200,全,未勝利,5,8,7,9,87
ダート,1200,全,未勝利,6,9,7,12,84
ダート,1200,全,未勝利,7,1,5,6,100
ダート,1200,全,未勝利,8,4,7,4,97
ダート,1200,全,未勝利,9,1,3,5,101
ダート,1200,全,未勝利,10,1,2,1,106
ダート,1200,全,未勝利,11,0,1,2,105
ダート,1200,全,未勝利,12,1,3,1,99
ダート,1200,全,未勝利,13,0,0,0,94
ダート,1200,全,未勝利,14,0,0,1,88
ダート,1200,全,未勝利,15,0,0,1,77
ダート,1200,全,未勝利,16,0,0,0,58
ダート,1200,稍重,1勝クラス,1,1,0,2,6
ダート,1200,稍重,1勝クラス,2,0,3,2,4
ダート,1200,稍重,1勝クラス,3,1,1,2,5
ダート,1200,稍重,1勝クラス,4,4,0,0,5
ダート,1200,稍重,1勝クラス,5,0,2,1,6
ダート,1200,稍重,1勝クラス,6,2,0,1,6
ダート,1200,稍重,1勝クラス,7,0,0,0,9
ダート,1200,稍重,1勝クラス,8,0,0,0,9
ダート,1200,稍重,1勝クラス,9,0,1,0,8
ダート,1200,稍重,1勝クラス,10,0,1,1,7
ダート,1200,稍重,1勝クラス,11,1,0,0,8
ダート,1200,稍重,1勝クラス,12,0,1,0,7
ダート,1200,稍重,1勝クラス,13,0,0,0,6
ダート,1200,稍重,1勝クラス,14,0,0,0,5
ダート,1200,稍重,1勝クラス,15,0,0,0,5
ダート,1200,稍重,1勝クラス,16,0,0,0,3
ダート,1200,稍重,2勝クラス,1,1,2,3,6
ダート,1200,稍重,2勝クラス,2,0,4,1,7
ダート,1200,稍重,2勝クラス,3,2,0,2,8
ダート,1200,稍重,2勝クラス,4,1,1,0,9
ダート,1200,稍重,2勝クラス,5,2,1,2,7
ダート,1200,稍重,2勝クラス,6,2,0,1,9
ダート,1200,稍重,2勝クラス,7,1,0,0,11
ダート,1200,稍重,2勝クラス,8,2,1,1,8
ダート,1200,稍重,2勝クラス,9,0,1,1,10
ダート,1200,稍重,2勝クラス,10,0,0,0,12
ダート,1200,稍重,2勝クラス,11,0,2,0,10
ダート,1200,稍重,2勝クラス,12,0,0,1,10
ダート,1200,稍重,2勝クラス,13,0,0,0,10
ダート,1200,稍重,2勝クラス,14,1,0,0,9
ダート,1200,稍重,2勝クラス,15,0,0,1,7
ダート,1200,稍重,2勝クラス,16,0,0,0,6
ダート,1200,稍重,3勝クラス,1,2,1,0,0
ダート,1200,稍重,3勝クラス,2,0,1,0,2
ダート,1200,稍重,3勝クラス,3,1,0,0,2
ダート,1200,稍重,3勝クラス,4,0,0,0,2
ダート,1200,稍重,3勝クラス,5,0,1,0,2
ダート,1200,稍重,3勝クラス,6,0,0,1,2
ダート,1200,稍重,3勝クラス,7,0,0,0,3
ダート,1200,稍重,3勝クラス,8,0,0,1,2
ダート,1200,稍重,3勝クラス,9,0,0,0,3
ダート,1200,稍重,3勝クラス,10,0,0,0,3
ダート,1200,稍重,3勝クラス,11,0,0,0,3
ダート,1200,稍重,3勝クラス,12,0,0,0,3
ダート,1200,稍重,3勝クラス,13,0,0,1,2
ダート,1200,稍重,3勝クラス,14,0,0,0,3
ダート,1200,稍重,3勝クラス,15,0,0,0,2
ダート,1200,稍重,3勝クラス,16,0,0,0,3
ダート,1200,稍重,all,1,20,12,7,22
ダート,1200,稍重,all,2,7,17,7,30
ダート,1200,稍重,all,3,9,8,10,34
ダート,1200,稍重,all,4,6,7,4,42
ダート,1200,稍重,all,5,3,6,4,48
ダート,1200,稍重,all,6,6,2,8,45
ダート,1200,稍重,all,7,1,1,5,54
ダート,1200,稍重,all,8,2,2,9,48
ダート,1200,稍重,all,9,1,2,2,56
ダート,1200,稍重,all,10,1,1,2,57
ダート,1200,稍重,all,11,3,2,1,55
ダート,1200,稍重,all,12,1,1,1,56
ダート,1200,稍重,all,13,0,0,1,50
ダート,1200,稍重,all,14,1,0,0,48
ダート,1200,稍重,all,15,0,0,1,38
ダート,1200,稍重,all,16,0,0,0,30
ダート,1200,稍重,オープン,1,0,2,0,2
ダート,1200,稍重,オープン,2,0,1,0,3
ダート,1200,稍重,オープン,3,2,1,0,1
ダート,1200,稍重,オープン,4,0,0,1,3
ダート,1200,稍重,オープン,5,0,0,0,4
ダート,1200,稍重,オープン,6,0,0,0,4
ダート,1200,稍重,オープン,7,0,0,1,3
ダート,1200,稍重,オープン,8,0,0,2,2
ダート,1200,稍重,オープン,9,0,0,0,4
ダート,1200,稍重,オープン,10,0,0,0,4
ダート,1200,稍重,オープン,11,1,0,0,3
ダート,1200,稍重,オープン,12,1,0,0,3
ダート,1200,稍重,オープン,13,0,0,0,3
ダート,1200,稍重,オープン,14,0,0,0,3
ダート,1200,稍重,オープン,15,0,0,0,3
ダート,1200,稍重,オープン,16,0,0,0,3
ダート,1200,稍重,新馬,1,2,2,0,1
ダート,1200,稍重,新馬,2,0,0,0,5
ダート,1200,稍重,新馬,3,0,1,1,3
ダート,1200,稍重,新馬,4,1,1,0,3
ダート,1200,稍重,新馬,5,0,0,0,5
ダート,1200,稍重,新馬,6,1,1,0,3
ダート,1200,稍重,新馬,7,0,0,1,4
ダート,1200,稍重,新馬,8,0,0,2,3
ダート,1200,稍重,新馬,9,0,0,0,5
ダート,1200,稍重,新馬,10,0,0,1,4
ダート,1200,稍重,新馬,11,1,0,0,4
ダート,1200,稍重,新馬,12,0,0,0,5
ダート,1200,稍重,新馬,13,0,0,0,4
ダート,1200,稍重,新馬,14,0,0,0,5
ダート,1200,稍重,新馬,15,0,0,0,4
ダート,1200,稍重,新馬,16,0,0,0,4
ダート,1200,稍重,未勝利,1,13,4,2,6
