race_type,course_len,ground_state,class,馬番,1着,2着,3着,着外
ダート,1200,不良,1勝クラス,1,1,0,0,3
ダート,1200,不良,1勝クラス,2,0,2,0,2
ダート,1200,不良,1勝クラス,3,0,2,0,2
ダート,1200,不良,1勝クラス,4,0,0,0,4
ダート,1200,不良,1勝クラス,5,1,0,0,3
ダート,1200,不良,1勝クラス,6,0,0,3,1
ダート,1200,不良,1勝クラス,7,1,0,0,3
ダート,1200,不良,1勝クラス,8,0,0,0,4
ダート,1200,不良,1勝クラス,9,0,0,0,4
ダート,1200,不良,1勝クラス,10,0,0,0,4
ダート,1200,不良,1勝クラス,11,0,0,0,3
ダート,1200,不良,1勝クラス,12,0,0,0,3
ダート,1200,不良,1勝クラス,13,0,0,0,3
ダート,1200,不良,1勝クラス,14,0,0,1,2
ダート,1200,不良,1勝クラス,15,1,0,0,1
ダート,1200,不良,1勝クラス,16,0,0,0,2
ダート,1200,不良,2勝クラス,1,1,0,0,0
ダート,1200,不良,2勝クラス,2,0,0,0,1
ダート,1200,不良,2勝クラス,3,0,0,0,1
ダート,1200,不良,2勝クラス,4,0,1,0,0
ダート,1200,不良,2勝クラス,5,0,0,0,1
ダート,1200,不良,2勝クラス,6,0,0,0,1
ダート,1200,不良,2勝クラス,7,0,0,0,1
ダート,1200,不良,2勝クラス,8,0,0,0,1
ダート,1200,不良,2勝クラス,9,0,0,1,0
ダート,1200,不良,2勝クラス,10,0,0,0,1
ダート,1200,不良,2勝クラス,11,0,0,0,1
ダート,1200,不良,2勝クラス,12,0,0,0,1
ダート,1200,不良,2勝クラス,13,0,0,0,1
ダート,1200,不良,2勝クラス,14,0,0,0,1
ダート,1200,不良,2勝クラス,15,0,0,0,1
ダート,1200,不良,2勝クラス,16,0,0,0,1
ダート,1200,不良,3勝クラス,1,0,0,0,3
ダート,1200,不良,3勝クラス,2,0,2,0,1
ダート,1200,不良,3勝クラス,3,0,0,1,2
ダート,1200,不良,3勝クラス,4,1,0,0,2
ダート,1200,不良,3勝クラス,5,0,0,0,3
ダート,1200,不良,3勝クラス,6,0,0,0,3
ダート,1200,不良,3勝クラス,7,0,0,0,3
ダート,1200,不良,3勝クラス,8,0,0,0,3
ダート,1200,不良,3勝クラス,9,2,0,0,1
ダート,1200,不良,3勝クラス,10,0,0,1,2
ダート,1200,不良,3勝クラス,11,0,0,0,3
ダート,1200,不良,3勝クラス,12,0,0,0,3
ダート,1200,不良,3勝クラス,13,0,0,0,2
ダート,1200,不良,3勝クラス,14,0,0,0,2
ダート,1200,不良,3勝クラス,15,0,1,0,1
ダート,1200,不良,3勝クラス,16,0,0,1,1
ダート,1200,不良,all,1,3,1,0,11
ダート,1200,不良,all,2,0,5,0,10
ダート,1200,不良,all,3,0,2,1,12
ダート,1200,不良,all,4,2,2,0,11
ダート,1200,不良,all,5,3,1,0,11
ダート,1200,不良,all,6,0,1,4,10
ダート,1200,不良,all,7,2,0,0,13
ダート,1200,不良,all,8,0,0,1,14
ダート,1200,不良,all,9,2,1,1,11
ダート,1200,不良,all,10,0,0,1,14
ダート,1200,不良,all,11,1,0,2,11
ダート,1200,不良,all,12,1,0,1,11
ダート,1200,不良,all,13,0,0,1,11
ダート,1200,不良,all,14,0,1,1,9
ダート,1200,不良,all,15,1,1,1,7
ダート,1200,不良,all,16,0,0,1,8
ダート,1200,不良,オープン,1,0,0,0,1
ダート,1200,不良,オープン,2,0,1,0,0
ダート,1200,不良,オープン,3,0,0,0,1
ダート,1200,不良,オープン,4,0,0,0,1
ダート,1200,不良,オープン,5,1,0,0,0
ダート,1200,不良,オープン,6,0,0,1,0
ダート,1200,不良,オープン,7,0,0,0,1
ダート,1200,不良,オープン,8,0,0,0,1
ダート,1200,不良,オープン,9,0,0,0,1
ダート,1200,不良,オープン,10,0,0,0,1
ダート,1200,不良,オープン,11,0,0,0,1
ダート,1200,不良,オープン,12,0,0,0,1
ダート,1200,不良,オープン,13,0,0,0,1
ダート,1200,不良,オープン,14,0,0,0,1
