,race_type,course_len,ground_state,class,avg_frame,avg_horse,total_top3,frame_1_top3,frame_2_top3,frame_3_top3,frame_4_top3,frame_5_top3,frame_6_top3,frame_7_top3,frame_8_top3,horse_1_top3,horse_2_top3,horse_3_top3,horse_4_top3,horse_5_top3,horse_6_top3,horse_7_top3,horse_8_top3,horse_9_top3,horse_10_top3,horse_11_top3,horse_12_top3,horse_13_top3,horse_14_top3,horse_15_top3,horse_16_top3,horse_17_top3,horse_18_top3
0,芝,1200,全,all,4.7,7.73,162,16,26,17,15,17,25,20,26,10,14,7,18,9,13,12,7,15,12,9,6,8,6,11,5,0,0
1,芝,1200,良,all,4.65,7.81,123,13,20,12,13,12,20,13,20,8,12,4,14,6,11,9,5,9,8,7,4,7,5,9,5,0,0
2,芝,1200,稍重,all,4.93,7.1,30,2,5,4,0,4,5,6,4,1,2,3,3,3,1,2,1,5,4,2,2,1,0,0,0,0,0
3,芝,1200,重,all,4.67,8.78,9,1,1,1,2,1,0,1,2,1,0,0,1,0,1,1,1,1,0,0,0,0,1,2,0,0,0
4,芝,1200,不良,all,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,芝,1200,全,未勝利,4.15,7.41,54,8,8,7,7,6,8,7,3,4,4,3,7,2,4,3,5,6,2,4,2,2,3,2,1,0,0
6,芝,1200,良,未勝利,4.1,7.5,30,5,4,4,5,2,4,4,2,2,3,1,4,0,4,1,4,2,0,3,1,1,2,1,1,0,0
7,芝,1200,稍重,未勝利,4.0,6.72,18,2,4,3,0,3,4,2,0,1,1,2,3,2,0,1,0,3,2,1,1,1,0,0,0,0,0
8,芝,1200,重,未勝利,4.83,9.0,6,1,0,0,2,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0
9,芝,1200,不良,未勝利,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,芝,1200,全,新馬,5.83,8.33,24,0,2,2,2,2,5,6,5,0,2,0,2,3,3,2,0,3,2,0,1,3,2,1,0,0,0
11,芝,1200,良,新馬,5.62,8.05,21,0,2,2,2,2,5,4,4,0,2,0,2,3,3,2,0,2,1,0,0,3,2,1,0,0,0
