,race_type,course_len,ground_state,class,avg_frame,avg_horse,total_winners,frame_1_wins,frame_2_wins,frame_3_wins,frame_4_wins,frame_5_wins,frame_6_wins,frame_7_wins,frame_8_wins,horse_1_wins,horse_2_wins,horse_3_wins,horse_4_wins,horse_5_wins,horse_6_wins,horse_7_wins,horse_8_wins,horse_9_wins,horse_10_wins,horse_11_wins,horse_12_wins,horse_13_wins,horse_14_wins,horse_15_wins,horse_16_wins,horse_17_wins,horse_18_wins
0,芝,1200,全,all,5.19,9.02,53,6,5,3,5,7,7,7,13,3,3,2,3,1,6,3,3,6,3,0,3,4,5,5,3,0,0
1,芝,1200,良,all,5.03,8.83,35,5,3,2,3,4,6,5,7,3,2,1,2,1,3,1,3,3,3,0,2,3,4,3,1,0,0
2,芝,1200,稍重,all,6.0,10.8,10,0,1,0,1,2,1,2,3,0,0,1,0,0,1,1,0,2,0,0,0,1,1,1,2,0,0
3,芝,1200,重,all,5.0,7.71,7,1,1,1,0,1,0,0,3,0,1,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,0
4,芝,1200,不良,all,4.0,7.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,芝,1200,全,未勝利,4.88,8.94,16,4,1,0,1,2,2,2,4,1,3,1,0,0,1,0,1,2,0,0,1,1,1,2,2,0,0
6,芝,1200,良,未勝利,4.4,7.8,10,3,1,0,1,0,2,1,2,1,2,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0
7,芝,1200,稍重,未勝利,6.25,12.0,4,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0
8,芝,1200,重,未勝利,4.5,8.5,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9,芝,1200,不良,未勝利,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,芝,1200,全,新馬,7.0,10.17,6,0,0,0,0,1,1,1,3,0,0,0,0,0,1,0,1,1,0,0,1,2,0,0,0,0,0
11,芝,1200,良,新馬,7.0,10.5,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12,芝,1200,稍重,新馬,7.0,13.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13,芝,1200,重,新馬,7.0,9.0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
14,芝,1200,不良,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,芝,1200,全,1勝クラス,4.95,8.35,20,1,3,2,3,2,3,2,4,1,0,1,2,1,2,3,1,2,2,0,0,1,2,2,0,0,0
16,芝,1200,良,1勝クラス,5.47,9.33,15,1,1,1,2,2,2,2,4,1,0,0,1,1,1,1,1,2,2,0,0,1,2,2,0,0,0
17,芝,1200,稍重,1勝クラス,4.0,5.0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18,芝,1200,重,1勝クラス,2.5,5.0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19,芝,1200,不良,1勝クラス,4.0,7.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,芝,1200,全,2勝クラス,4.83,9.17,6,1,0,1,1,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0
21,芝,1200,良,2勝クラス,4.25,8.25,4,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
22,芝,1200,稍重,2勝クラス,6.0,11.0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
23,芝,1200,重,2勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,芝,1200,不良,2勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,芝,1200,全,3勝クラス,6.67,13.0,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
26,芝,1200,良,3勝クラス,6.0,12.0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
27,芝,1200,稍重,3勝クラス,8.0,15.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28,芝,1200,重,3勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,芝,1200,不良,3勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
