race_type,course_len,ground_state,class,枠番,1着,2着,3着,着外
ダート,1150,不良,1勝クラス,1,1,1,0,4
ダート,1150,不良,1勝クラス,2,1,0,1,4
ダート,1150,不良,1勝クラス,3,0,1,0,5
ダート,1150,不良,1勝クラス,4,1,1,1,3
ダート,1150,不良,1勝クラス,5,0,0,1,5
ダート,1150,不良,1勝クラス,6,0,0,0,6
ダート,1150,不良,1勝クラス,7,0,0,0,6
ダート,1150,不良,1勝クラス,8,0,0,0,6
ダート,1150,不良,2勝クラス,1,0,0,0,1
ダート,1150,不良,2勝クラス,2,1,0,0,1
ダート,1150,不良,2勝クラス,3,0,0,0,2
ダート,1150,不良,2勝クラス,4,0,0,0,2
ダート,1150,不良,2勝クラス,5,0,0,0,2
ダート,1150,不良,2勝クラス,6,0,1,0,1
ダート,1150,不良,2勝クラス,7,0,0,0,2
ダート,1150,不良,2勝クラス,8,0,0,1,1
ダート,1150,不良,3勝クラス,1,1,1,0,0
ダート,1150,不良,3勝クラス,2,0,0,0,2
ダート,1150,不良,3勝クラス,3,0,0,0,2
ダート,1150,不良,3勝クラス,4,0,0,0,2
ダート,1150,不良,3勝クラス,5,0,0,0,2
ダート,1150,不良,3勝クラス,6,0,0,0,2
ダート,1150,不良,3勝クラス,7,0,0,0,2
ダート,1150,不良,3勝クラス,8,0,0,1,1
ダート,1150,不良,all,1,3,3,1,15
ダート,1150,不良,all,2,3,1,2,17
ダート,1150,不良,all,3,0,2,0,21
ダート,1150,不良,all,4,3,2,2,16
ダート,1150,不良,all,5,1,1,1,20
ダート,1150,不良,all,6,1,2,0,21
ダート,1150,不良,all,7,0,0,3,21
ダート,1150,不良,all,8,1,1,3,19
ダート,1150,不良,新馬,1,0,0,0,2
ダート,1150,不良,新馬,2,0,0,0,2
ダート,1150,不良,新馬,3,0,0,0,2
ダート,1150,不良,新馬,4,1,0,0,1
ダート,1150,不良,新馬,5,0,0,0,2
ダート,1150,不良,新馬,6,0,0,0,2
ダート,1150,不良,新馬,7,0,0,1,1
ダート,1150,不良,新馬,8,0,1,0,1
ダート,1150,不良,未勝利,1,1,1,1,8
ダート,1150,不良,未勝利,2,1,1,1,8
ダート,1150,不良,未勝利,3,0,1,0,10
ダート,1150,不良,未勝利,4,1,1,1,8
ダート,1150,不良,未勝利,5,1,1,0,9
ダート,1150,不良,未勝利,6,1,1,0,10
ダート,1150,不良,未勝利,7,0,0,2,10
ダート,1150,不良,未勝利,8,1,0,1,10
ダート,1150,全,1勝クラス,1,9,21,6,120
ダート,1150,全,1勝クラス,2,9,6,14,135
ダート,1150,全,1勝クラス,3,16,10,16,125
ダート,1150,全,1勝クラス,4,12,8,9,141
ダート,1150,全,1勝クラス,5,6,13,11,146
ダート,1150,全,1勝クラス,6,13,8,10,150
ダート,1150,全,1勝クラス,7,12,9,9,147
ダート,1150,全,1勝クラス,8,14,16,16,136
ダート,1150,全,2勝クラス,1,2,2,3,46
ダート,1150,全,2勝クラス,2,3,2,5,44
ダート,1150,全,2勝クラス,3,4,6,3,40
ダート,1150,全,2勝クラス,4,3,3,1,47
ダート,1150,全,2勝クラス,5,5,2,3,44
ダート,1150,全,2勝クラス,6,3,4,5,41
ダート,1150,全,2勝クラス,7,1,4,2,47
ダート,1150,全,2勝クラス,8,6,4,5,38
ダート,1150,全,3勝クラス,1,5,3,2,16
ダート,1150,全,3勝クラス,2,2,2,2,21
ダート,1150,全,3勝クラス,3,3,2,3,19
ダート,1150,全,3勝クラス,4,0,3,3,25
ダート,1150,全,3勝クラス,5,2,1,1,30
ダート,1150,全,3勝クラス,6,3,2,2,27
ダート,1150,全,3勝クラス,7,0,2,0,32
ダート,1150,全,3勝クラス,8,2,2,4,26
ダート,1150,全,all,1,30,43,24,346
ダート,1150,全,all,2,24,23,31,377
ダート,1150,全,all,3,40,28,33,364
ダート,1150,全,all,4,34,29,31,386
ダート,1150,全,all,5,25,34,34,398
ダート,1150,全,all,6,30,32,32,404
ダート,1150,全,all,7,30,29,25,412
ダート,1150,全,all,8,40,35,43,384
ダート,1150,全,オープン,1,0,0,0,3
ダート,1150,全,オープン,2,0,0,0,3
ダート,1150,全,オープン,3,0,0,0,3
ダート,1150,全,オープン,4,0,1,1,3
ダート,1150,全,オープン,5,1,0,0,4
ダート,1150,全,オープン,6,0,1,1,4
ダート,1150,全,オープン,7,1,1,0,4
ダート,1150,全,オープン,8,1,0,1,4
ダート,1150,全,新馬,1,1,0,0,16
ダート,1150,全,新馬,2,0,0,1,16
ダート,1150,全,新馬,3,1,1,2,17
ダート,1150,全,新馬,4,4,1,2,17
ダート,1150,全,新馬,5,1,5,2,17
ダート,1150,全,新馬,6,0,1,2,23
ダート,1150,全,新馬,7,4,3,3,16
ダート,1150,全,新馬,8,3,3,2,19
ダート,1150,全,未勝利,1,13,16,12,138
ダート,1150,全,未勝利,2,10,11,8,152
ダート,1150,全,未勝利,3,15,8,8,153
ダート,1150,全,未勝利,4,15,13,14,144
ダート,1150,全,未勝利,5,10,12,17,148
ダート,1150,全,未勝利,6,9,16,11,152
ダート,1150,全,未勝利,7,11,10,11,157
ダート,1150,全,未勝利,8,13,10,15,152
ダート,1150,稍重,1勝クラス,1,1,1,0,15
ダート,1150,稍重,1勝クラス,2,1,1,0,17
ダート,1150,稍重,1勝クラス,3,2,1,3,13
ダート,1150,稍重,1勝クラス,4,2,1,1,15
ダート,1150,稍重,1勝クラス,5,0,0,1,18
ダート,1150,稍重,1勝クラス,6,3,1,0,16
ダート,1150,稍重,1勝クラス,7,1,2,1,15
ダート,1150,稍重,1勝クラス,8,0,3,4,13
ダート,1150,稍重,2勝クラス,1,0,0,1,11
ダート,1150,稍重,2勝クラス,2,0,0,1,11
ダート,1150,稍重,2勝クラス,3,1,2,0,8
ダート,1150,稍重,2勝クラス,4,0,1,1,10
ダート,1150,稍重,2勝クラス,5,2,0,1,9
ダート,1150,稍重,2勝クラス,6,1,1,1,9
ダート,1150,稍重,2勝クラス,7,0,0,0,12
ダート,1150,稍重,2勝クラス,8,2,2,1,7
ダート,1150,稍重,3勝クラス,1,0,0,1,0
ダート,1150,稍重,3勝クラス,2,0,0,0,1
ダート,1150,稍重,3勝クラス,3,1,0,0,0
ダート,1150,稍重,3勝クラス,4,0,1,0,1
ダート,1150,稍重,3勝クラス,5,0,0,0,2
ダート,1150,稍重,3勝クラス,6,0,0,0,2
ダート,1150,稍重,3勝クラス,7,0,0,0,2
ダート,1150,稍重,3勝クラス,8,0,0,0,2
ダート,1150,稍重,all,1,3,4,4,59
ダート,1150,稍重,all,2,2,4,3,64
ダート,1150,稍重,all,3,10,6,5,54
ダート,1150,稍重,all,4,9,5,5,59
ダート,1150,稍重,all,5,6,4,7,60
ダート,1150,稍重,all,6,5,6,5,62
ダート,1150,稍重,all,7,2,3,3,69
ダート,1150,稍重,all,8,3,8,8,60
ダート,1150,稍重,オープン,1,0,0,0,1
ダート,1150,稍重,オープン,2,0,0,0,1
ダート,1150,稍重,オープン,3,0,0,0,1
ダート,1150,稍重,オープン,4,0,1,0,1
ダート,1150,稍重,オープン,5,1,0,0,1
ダート,1150,稍重,オープン,6,0,0,1,1
ダート,1150,稍重,オープン,7,0,0,0,2
ダート,1150,稍重,オープン,8,0,0,0,2
ダート,1150,稍重,新馬,1,0,0,0,7
ダート,1150,稍重,新馬,2,0,0,1,7
ダート,1150,稍重,新馬,3,1,1,1,6
ダート,1150,稍重,新馬,4,1,0,1,7
ダート,1150,稍重,新馬,5,1,2,1,5
ダート,1150,稍重,新馬,6,0,1,1,7
ダート,1150,稍重,新馬,7,1,0,0,8
ダート,1150,稍重,新馬,8,1,1,0,7
ダート,1150,稍重,未勝利,1,2,3,2,25
ダート,1150,稍重,未勝利,2,1,3,1,27
ダート,1150,稍重,未勝利,3,5,2,1,26
ダート,1150,稍重,未勝利,4,6,1,2,25
