,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id,通過,上り
202404010101,1,6,10,リレーションシップ,牡7,60.0,高田潤,0:3:11.5,nan,2.3,1.0,518,[西] 斉藤崇史,障害,2890,晴,良,2024年04月27日,未勝利,2017105272,01046,5-6-5-4,13.3
202404010101,2,8,13,シゲルタヌキ,牡5,60.0,小坂忠士,0:3:11.8,1.3/4,5.2,2.0,480,[西] 藤沢則雄,障害,2890,晴,良,2024年04月27日,未勝利,2019102813,01063,5-4-4-5,13.3
202404010101,3,4,6,ヴァトレニ,セ6,60.0,森一馬,0:3:11.9,アタマ,8.1,4.0,446,[西] 長谷川浩,障害,2890,晴,良,2024年04月27日,未勝利,2018104331,01139,1-1-1-1,13.3
202404010101,4,5,7,パーリーブラック,牡4,59.0,石神深一,0:3:12.7,5,8.2,5.0,474,[東] 伊坂重信,障害,2890,晴,良,2024年04月27日,未勝利,2020103539,01059,9-9-6-6,13.3
202404010101,5,6,9,アドマイヤレビン,牡6,60.0,小野寺祐,0:3:13.1,2.1/2,7.0,3.0,502,[東] 加藤征弘,障害,2890,晴,良,2024年04月27日,未勝利,2018105333,01123,2-2-2-2,13.4
202404010101,6,4,5,マイネルコロンブス,牡7,60.0,上野翔,0:3:13.1,ハナ,13.8,6.0,486,[東] 土田稔,障害,2890,晴,良,2024年04月27日,未勝利,2017101915,01087,7-7-8-7,13.4
202404010101,7,8,14,テンコマンドゥール,牡4,59.0,五十嵐雄,0:3:13.1,ハナ,31.0,8.0,488,[東] 矢野英一,障害,2890,晴,良,2024年04月27日,未勝利,2020102849,01069,2-2-3-3,13.4
202404010101,8,2,2,ロードスパイラル,牡4,59.0,小牧加矢,0:3:13.3,1.1/4,34.8,9.0,480,[西] 清水久詞,障害,2890,晴,良,2024年04月27日,未勝利,2020100144,01196,11-9-9-9,13.4
202404010101,9,5,8,テイエムフォンテ,牡5,60.0,黒岩悠,0:3:13.6,2,168.8,14.0,496,[西] 河嶋宏樹,障害,2890,晴,良,2024年04月27日,未勝利,2019100569,01072,2-4-7-7,13.4
202404010101,10,3,4,トーセンウォルト,牡4,59.0,大江原圭,0:3:14.0,2.1/2,43.5,10.0,480,[東] 杉浦宏昭,障害,2890,晴,良,2024年04月27日,未勝利,2020102526,01120,12-13-11-10,13.4
202404010101,11,1,1,ゴールドルパン,セ5,57.0,坂口智康,0:3:14.2,3/4,53.9,11.0,470,[東] 石栗龍彦,障害,2890,晴,良,2024年04月27日,未勝利,2019105981,01211,14-14-13-10,13.4
202404010101,12,7,11,クリノハニー,牝5,57.0,水沼元輝,0:3:15.0,5,121.7,13.0,468,[東] 的場均,障害,2890,晴,良,2024年04月27日,未勝利,2019102171,01201,9-11-10-10,13.5
202404010101,13,3,3,オールフラッグ,牡5,60.0,伴啓太,0:3:15.1,3/4,21.1,7.0,488,[東] 奥村武,障害,2890,晴,良,2024年04月27日,未勝利,2019105170,01149,12-11-13-14,13.5
202404010101,14,7,12,タイクーン,牡5,60.0,中村将之,0:3:15.2,クビ,84.8,12.0,532,[西] 本田優,障害,2890,晴,良,2024年04月27日,未勝利,2019104075,01101,7-8-11-13,13.5
202404010102,1,6,10,リエータメンテ,牝3,53.0,西塚洸二,0:1:56.1,nan,2.9,1.0,456,[西] 藤原英昭,ダート,1800,晴,良,2024年04月27日,未勝利,2021105887,01200,2-2-2-2,38.2
202404010102,2,7,11,ダイシンサンディー,牝3,53.0,永島まな,0:1:56.1,アタマ,14.1,6.0,484,[西] 梅田智之,ダート,1800,晴,良,2024年04月27日,未勝利,2021106246,01187,3-3-3-3,38.0
202404010102,3,3,4,ダンツドール,牝3,55.0,国分優作,0:1:57.0,5,10.6,5.0,456,[西] 四位洋文,ダート,1800,晴,良,2024年04月27日,未勝利,2021100112,01125,6-6-4-5,38.8
202404010102,4,3,3,ブリッジワン,牝3,55.0,富田暁,0:1:57.5,3,56.5,9.0,446,[西] 武英智,ダート,1800,晴,良,2024年04月27日,未勝利,2021105870,01168,3-3-4-3,39.3
202404010102,5,4,5,シャローム,牝3,54.0,佐々木大,0:1:57.7,1,4.4,3.0,458,[西] 茶木太樹,ダート,1800,晴,良,2024年04月27日,未勝利,2021104141,01197,1-1-1-1,39.8
202404010102,6,1,1,アパイシュナール,牝3,55.0,丸山元気,0:1:57.7,クビ,7.6,4.0,452,[東] 田村康仁,ダート,1800,晴,良,2024年04月27日,未勝利,2021100005,01127,7-7-7-6,39.2
202404010102,7,5,8,ロールオブアームズ,牝3,55.0,丹内祐次,0:1:58.2,3,4.0,2.0,480,[東] 田村康仁,ダート,1800,晴,良,2024年04月27日,未勝利,2021105813,01091,9-8-7-6,39.7
202404010102,8,4,6,メイケイアリッサム,牝3,52.0,柴田裕一,0:1:58.9,4,565.1,14.0,440,[西] 中竹和也,ダート,1800,晴,良,2024年04月27日,未勝利,2021105841,01212,8-10-10-9,40.0
202404010102,9,8,13,ココケイ,牝3,51.0,河原田菜,0:1:58.9,ハナ,232.5,12.0,440,[東] 矢嶋大樹,ダート,1800,晴,良,2024年04月27日,未勝利,2021104263,01204,11-11-10-11,40.0
202404010102,10,2,2,エスカラーチェ,牝3,51.0,小林美駒,0:1:59.4,3,16.5,7.0,472,[東] 鈴木伸尋,ダート,1800,晴,良,2024年04月27日,未勝利,2021105215,01206,11-12-12-12,40.1
202404010102,11,8,14,ダリボルカ,牝3,55.0,杉原誠人,0:2:00.1,4,231.1,11.0,448,[東] 宗像義忠,ダート,1800,晴,良,2024年04月27日,未勝利,2021105115,01135,3-3-4-8,41.9
202404010102,12,6,9,ノーブルシェイド,牝3,55.0,武藤雅,0:2:00.3,1.1/2,17.8,8.0,534,[東] 水野貴広,ダート,1800,晴,良,2024年04月27日,未勝利,2021103822,01169,9-8-7-9,41.8
202404010102,13,5,7,スマイルサミット,牝3,55.0,宮崎北斗,0:2:03.2,大,370.3,13.0,516,[東] 中川公成,ダート,1800,晴,良,2024年04月27日,未勝利,2021107153,01118,13-13-13-13,43.5
202404010102,中,7,12,アグリアス,牝3,54.0,秋山稔樹,nan,nan,196.6,10.0,464,[東] 矢嶋大樹,ダート,1800,晴,良,2024年04月27日,未勝利,2021105672,01181,,
202404010103,1,4,6,アメリカンチケット,牡3,55.0,西塚洸二,0:1:11.4,nan,3.4,2.0,496,[西] 藤原英昭,ダート,1200,晴,良,2024年04月27日,未勝利,2021110122,01200,1-1,37.5
202404010103,2,8,14,フォルスタクラス,牡3,56.0,佐々木大,0:1:12.4,6,20.5,6.0,468,[東] 上原博之,ダート,1200,晴,良,2024年04月27日,未勝利,2021101739,01197,4-3,37.7
202404010103,3,7,12,モーニントンライン,牡3,54.0,小林勝太,0:1:13.0,3.1/2,2.1,1.0,472,[東] 小野次郎,ダート,1200,晴,良,2024年04月27日,未勝利,2021103629,01205,6-5,38.0
202404010103,4,1,1,フォートボヤール,牡3,57.0,杉原誠人,0:1:13.0,クビ,22.2,7.0,492,[東] 辻哲英,ダート,1200,晴,良,2024年04月27日,未勝利,2021105907,01135,2-2,38.9
202404010103,5,2,3,ニシノサイエン,牝3,51.0,小林美駒,0:1:13.5,3,87.8,10.0,468,[東] 小手川準,ダート,1200,晴,良,2024年04月27日,未勝利,2021107003,01206,8-8,38.0
202404010103,6,7,13,ヨリナエスポワール,牡3,57.0,丹内祐次,0:1:13.5,アタマ,13.2,5.0,522,[東] 牧光二,ダート,1200,晴,良,2024年04月27日,未勝利,2021102671,01091,7-7,38.3
202404010103,7,4,7,イーブンナウ,牝3,53.0,藤田菜七,0:1:13.6,クビ,10.2,4.0,436,[西] 田中克典,ダート,1200,晴,良,2024年04月27日,未勝利,2021110007,01164,12-12,37.2
202404010103,8,6,11,ファビュラスロード,牡3,57.0,富田暁,0:1:13.7,3/4,6.9,3.0,452,[東] 尾関知人,ダート,1200,晴,良,2024年04月27日,未勝利,2021107176,01168,5-5,38.8
202404010103,9,5,9,ヨシノヤッタルデー,牡3,54.0,柴田裕一,0:1:13.8,3/4,35.6,8.0,454,[西] 中竹和也,ダート,1200,晴,良,2024年04月27日,未勝利,2021102336,01212,10-11,37.8
202404010103,10,8,15,ジャスパーサン,牡3,56.0,松本大輝,0:1:13.9,アタマ,66.2,9.0,476,[西] 森秀行,ダート,1200,晴,良,2024年04月27日,未勝利,2021107366,01191,10-10,38.0
202404010103,11,3,5,シンボリノエル,牝3,54.0,横山琉人,0:1:14.7,5,117.7,11.0,488,[東] 菊川正達,ダート,1200,晴,良,2024年04月27日,未勝利,2021101533,01192,13-13,37.9
202404010103,12,6,10,マケタラアカン,牡3,55.0,永島まな,0:1:14.9,1.1/4,150.9,12.0,448,[東] 久保田貴,ダート,1200,晴,良,2024年04月27日,未勝利,2021103101,01187,8-8,39.3
202404010103,13,5,8,クラウンチャンス,牡3,53.0,大江原比,0:1:16.1,7,707.0,15.0,460,[東] 武市康男,ダート,1200,晴,良,2024年04月27日,未勝利,2021101258,01210,13-14,39.3
202404010103,14,3,4,プエルトプラタ,牝3,52.0,水沼元輝,0:1:16.5,2.1/2,196.3,14.0,478,[東] 清水英克,ダート,1200,晴,良,2024年04月27日,未勝利,2021104093,01201,15-15,38.1
202404010103,15,2,2,マドモアゼルハポン,牝3,54.0,角田大和,0:1:17.1,3.1/2,157.4,13.0,436,[西] 角田晃一,ダート,1200,晴,良,2024年04月27日,未勝利,2021100959,01186,3-4,42.6
202404010104,1,6,6,パトリック,牡8,60.0,森一馬,0:3:07.6,nan,14.4,6.0,480,[西] 岡田稲男,障害,2890,晴,良,2024年04月27日,オープン,2016102133,01139,8-8-4-3,13.0
202404010104,2,4,4,ヴィジュネル,牡6,60.0,中村将之,0:3:08.0,2.1/2,2.5,1.0,486,[西] 渡辺薫彦,障害,2890,晴,良,2024年04月27日,オープン,2018105500,01101,3-3-3-2,13.0
202404010104,3,2,2,サペラヴィ,牡7,62.0,大江原圭,0:3:08.0,クビ,8.6,4.0,486,[東] 南田美知,障害,2890,晴,良,2024年04月27日,オープン,2017100316,01120,2-2-1-1,13.0
202404010104,4,6,7,カイザーバローズ,牡6,60.0,小牧加矢,0:3:08.1,クビ,5.6,3.0,460,[西] 音無秀孝,障害,2890,晴,良,2024年04月27日,オープン,2018100401,01196,6-6-6-6,13.0
202404010104,5,7,8,ベストインクラス,牡6,60.0,金子光希,0:3:08.1,クビ,37.8,8.0,498,[東] 伊藤伸一,障害,2890,晴,良,2024年04月27日,オープン,2018104420,01052,8-8-8-6,13.0
202404010104,6,7,9,ブリヨンカズマ,牡5,60.0,伴啓太,0:3:08.5,2.1/2,12.1,5.0,520,[東] 高橋文雅,障害,2890,晴,良,2024年04月27日,オープン,2019105262,01149,10-10-6-8,13.0
202404010104,7,3,3,パーカッション,セ5,60.0,石神深一,0:3:08.5,ハナ,3.3,2.0,534,[東] 田中博康,障害,2890,晴,良,2024年04月27日,オープン,2019105296,01059,3-3-4-3,13.0
202404010104,8,5,5,オシリスブレイン,牡7,60.0,五十嵐雄,0:3:09.0,3,22.4,7.0,506,[東] 田村康仁,障害,2890,晴,良,2024年04月27日,オープン,2017102946,01069,3-5-8-8,13.1
202404010104,9,8,10,スーパーフェイバー,牡6,60.0,小野寺祐,0:3:10.2,7,50.3,10.0,502,[西] 西園翔太,障害,2890,晴,良,2024年04月27日,オープン,2018105506,01123,6-6-10-10,13.2
202404010104,10,1,1,ティートラップ,牡7,60.0,上野翔,0:3:11.0,5,47.2,9.0,474,[東] 伊藤伸一,障害,2890,晴,良,2024年04月27日,オープン,2017103381,01087,1-1-2-3,13.2
202404010104,11,8,11,ヒストリアノワール,セ6,57.0,坂口智康,0:3:11.8,5,111.4,11.0,438,[東] 嘉藤貴行,障害,2890,晴,良,2024年04月27日,オープン,2018104996,01211,11-11-11-11,13.3
202404010105,1,5,8,マイネルオーシャン,牡3,57.0,丹内祐次,0:2:02.1,nan,1.4,1.0,462,[東] 鹿戸雄一,芝,2000,晴,良,2024年04月27日,未勝利,2021106766,01091,1-1-1-1,35.6
202404010105,2,4,7,プロスペクト,牡3,56.0,佐々木大,0:2:03.1,6,6.1,3.0,498,[西] 須貝尚介,芝,2000,晴,良,2024年04月27日,未勝利,2021101430,01197,3-5-4-3,36.3
202404010105,3,8,15,メテオクイン,牝3,51.0,小林美駒,0:2:03.1,クビ,36.3,6.0,402,[東] 鈴木慎太,芝,2000,晴,良,2024年04月27日,未勝利,2021103690,01206,10-11-7-7,36.0
202404010105,4,7,13,ブラックルチル,牡3,57.0,北村友一,0:2:03.1,アタマ,4.7,2.0,480,[西] 池江泰寿,芝,2000,晴,良,2024年04月27日,未勝利,2021105530,01102,6-6-4-6,36.2
202404010105,5,7,12,ズイウンゴサイ,牡3,53.0,大江原比,0:2:03.3,1.1/4,331.1,12.0,454,[東] 武市康男,芝,2000,晴,良,2024年04月27日,未勝利,2021100597,01210,7-8-9-10,36.0
202404010105,6,6,11,ホーハイト,牡3,57.0,荻野極,0:2:03.6,1.1/2,57.3,8.0,430,[東] 池上昌和,芝,2000,晴,良,2024年04月27日,未勝利,2021100293,01160,9-8-9-10,36.2
202404010105,7,2,2,パラソル,牝3,55.0,斎藤新,0:2:03.6,クビ,17.9,4.0,440,[西] 杉山晴紀,芝,2000,晴,良,2024年04月27日,未勝利,2021103253,01178,3-3-4-3,36.8
202404010105,8,5,9,ジーティーウルス,牡3,57.0,丸山元気,0:2:03.9,1.3/4,24.8,5.0,478,[西] 森田直行,芝,2000,晴,良,2024年04月27日,未勝利,2021100097,01127,2-2-2-2,37.3
202404010105,9,3,4,アスクブラボー,牡3,56.0,角田大河,0:2:04.2,1.3/4,209.7,11.0,468,[西] 笹田和秀,芝,2000,晴,良,2024年04月27日,未勝利,2021102310,01199,10-10-9-7,36.8
202404010105,10,3,5,オルデラン,牡3,54.0,今村聖奈,0:2:04.4,3/4,42.1,7.0,478,[西] 寺島良,芝,2000,晴,良,2024年04月27日,未勝利,2021105392,01193,3-3-3-3,37.7
202404010105,11,4,6,モズテイクオフ,牡3,57.0,亀田温心,0:2:04.5,1/2,131.2,10.0,488,[西] 藤岡健一,芝,2000,晴,良,2024年04月27日,未勝利,2021106031,01176,13-13-12-12,36.8
202404010105,12,1,1,ゴルトヴェーレ,牝3,55.0,武藤雅,0:2:04.6,1,84.7,9.0,480,[東] 水野貴広,芝,2000,晴,良,2024年04月27日,未勝利,2021103607,01169,7-6-7-7,37.5
