,race_type,course_len,ground_state,class,avg_frame,avg_horse,total_top3,frame_1_top3,frame_2_top3,frame_3_top3,frame_4_top3,frame_5_top3,frame_6_top3,frame_7_top3,frame_8_top3,horse_1_top3,horse_2_top3,horse_3_top3,horse_4_top3,horse_5_top3,horse_6_top3,horse_7_top3,horse_8_top3,horse_9_top3,horse_10_top3,horse_11_top3,horse_12_top3,horse_13_top3,horse_14_top3,horse_15_top3,horse_16_top3,horse_17_top3,horse_18_top3
0,芝,1200,全,all,4.43,7.28,772,103,94,100,109,93,85,108,80,70,63,64,59,55,59,57,54,47,49,39,31,33,42,23,27,0,0
1,芝,1200,良,all,4.49,7.45,610,83,69,74,83,76,69,92,64,57,50,46,44,42,42,45,38,39,41,32,27,30,35,19,23,0,0
2,芝,1200,稍重,all,4.12,6.31,96,13,15,14,16,8,10,10,10,8,8,10,11,8,7,6,12,5,4,3,4,2,2,3,3,0,0
3,芝,1200,重,all,4.23,6.77,48,6,7,9,6,8,4,5,3,4,5,5,2,3,6,5,4,2,4,3,0,0,3,1,1,0,0
4,芝,1200,不良,all,4.16,6.38,18,1,3,3,4,1,2,1,3,1,0,3,2,2,4,1,0,1,0,1,0,1,2,0,0,0,0
5,芝,1200,全,未勝利,4.45,7.81,108,12,12,18,13,13,14,17,9,6,8,10,5,11,6,8,5,8,11,6,4,3,10,2,5,0,0
6,芝,1200,良,未勝利,4.5,7.98,84,9,9,12,10,13,11,14,6,5,6,9,1,8,4,6,4,8,9,5,3,2,9,1,4,0,0
7,芝,1200,稍重,未勝利,4.25,6.54,18,2,3,4,3,0,2,2,2,1,1,1,4,2,1,2,1,0,2,0,1,1,0,1,0,0,0
8,芝,1200,重,未勝利,4.67,9.0,6,1,0,2,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
9,芝,1200,不良,未勝利,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,芝,1200,全,新馬,3.86,7.05,63,11,13,9,8,5,3,8,6,5,8,5,8,5,3,3,4,2,4,1,2,4,3,3,3,0,0
11,芝,1200,良,新馬,3.96,7.22,54,9,10,7,7,5,3,8,5,4,7,4,6,5,1,3,3,2,4,1,2,4,3,3,2,0,0
12,芝,1200,稍重,新馬,2.66,5.08,9,2,3,2,1,0,0,0,1,1,1,1,2,0,2,0,1,0,0,0,0,0,0,0,1,0,0
13,芝,1200,重,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,芝,1200,不良,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,芝,1200,全,1勝クラス,4.42,6.8,150,20,22,16,24,14,17,17,20,20,12,11,14,9,11,10,14,11,6,8,5,5,3,5,6,0,0
16,芝,1200,良,1勝クラス,4.44,6.97,99,16,13,7,15,7,11,13,17,16,9,4,9,5,5,7,9,6,4,5,4,5,2,4,5,0,0
17,芝,1200,稍重,1勝クラス,3.97,5.7,18,2,3,2,4,2,2,1,2,2,1,3,2,1,0,1,2,3,0,1,1,0,0,0,1,0,0
18,芝,1200,重,1勝クラス,4.14,6.57,24,2,4,4,4,5,2,2,1,2,2,2,1,2,4,2,3,1,2,1,0,0,1,1,0,0,0
19,芝,1200,不良,1勝クラス,4.0,5.67,9,0,2,3,1,0,2,1,0,0,0,2,2,1,2,0,0,1,0,1,0,0,0,0,0,0,0
20,芝,1200,全,2勝クラス,4.5,7.22,174,22,15,22,33,22,22,21,17,15,11,16,14,12,11,21,15,11,8,7,9,7,8,2,7,0,0
21,芝,1200,良,2勝クラス,4.49,7.39,144,17,12,19,29,17,18,19,13,11,8,13,14,8,8,17,13,10,7,7,8,5,6,2,7,0,0
22,芝,1200,稍重,2勝クラス,5.12,6.42,15,2,1,2,0,2,4,2,2,2,1,1,0,3,2,1,1,1,0,0,1,1,1,0,0,0,0
23,芝,1200,重,2勝クラス,3.0,4.78,9,2,2,1,2,2,0,0,0,1,2,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0
24,芝,1200,不良,2勝クラス,5.0,7.66,6,1,0,0,2,1,0,0,2,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0
25,芝,1200,全,3勝クラス,4.32,7.32,106,15,14,13,12,15,11,15,11,8,10,11,6,5,13,4,6,7,4,7,6,4,8,6,1,0,0
26,芝,1200,良,3勝クラス,4.34,7.29,85,13,11,11,7,14,10,10,9,8,8,8,5,5,11,3,3,6,3,5,5,4,5,5,1,0,0
27,芝,1200,稍重,3勝クラス,4.61,7.78,15,2,2,1,4,1,0,4,1,0,2,2,1,0,0,1,3,1,1,1,1,0,1,1,0,0,0
28,芝,1200,重,3勝クラス,5.33,10.33,3,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
29,芝,1200,不良,3勝クラス,4.67,7.67,3,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
30,芝,1200,全,オープン,4.39,7.36,138,20,15,18,15,21,14,21,14,13,11,10,8,12,11,9,9,7,12,8,5,8,6,4,5,0,0
31,芝,1200,良,オープン,4.45,7.55,111,16,11,14,11,17,12,19,11,10,9,7,5,10,9,7,5,6,10,7,5,8,6,3,4,0,0
32,芝,1200,稍重,オープン,4.0,6.47,21,3,3,3,4,3,2,1,2,2,2,2,2,2,2,1,4,0,1,1,0,0,0,1,1,0,0
33,芝,1200,重,オープン,4.34,5.66,6,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
34,芝,1200,不良,オープン,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,芝,1600,全,all,4.45,7.2,1445,194,165,188,192,192,164,170,180,127,113,111,118,114,115,112,103,94,81,73,71,56,60,50,47,0,0
36,芝,1600,良,all,4.38,7.08,1145,157,135,150,163,151,127,129,133,103,95,90,97,88,96,90,83,70,63,53,54,47,45,34,37,0,0
37,芝,1600,稍重,all,4.74,7.81,204,23,23,23,22,26,24,27,36,14,13,15,13,18,12,17,16,13,12,13,12,6,9,12,9,0,0
38,芝,1600,重,all,4.91,8.17,75,10,4,10,5,13,11,13,9,8,3,5,3,5,6,3,3,10,6,6,4,3,5,4,1,0,0
39,芝,1600,不良,all,4.1,5.84,21,4,3,5,2,2,2,1,2,2,2,1,5,3,1,2,1,1,0,1,1,0,1,0,0,0,0
40,芝,1600,全,未勝利,4.2,7.6,391,61,46,66,44,52,43,37,42,34,29,28,27,38,29,21,21,27,24,23,20,13,18,24,15,0,0
41,芝,1600,良,未勝利,4.19,7.6,286,42,36,49,37,32,30,29,31,22,22,21,22,28,21,17,17,17,15,16,15,11,14,15,13,0,0
