race_type,course_len,ground_state,class,人気,1着,2着,3着,着外
ダート,1000,不良,1勝クラス,1,0,0,0,3
ダート,1000,不良,1勝クラス,2,0,0,0,3
ダート,1000,不良,1勝クラス,3,0,2,0,1
ダート,1000,不良,1勝クラス,4,1,0,0,2
ダート,1000,不良,1勝クラス,5,0,0,1,2
ダート,1000,不良,1勝クラス,6,0,0,0,3
ダート,1000,不良,1勝クラス,7,0,1,1,1
ダート,1000,不良,1勝クラス,8,1,0,1,1
ダート,1000,不良,1勝クラス,9,0,0,0,3
ダート,1000,不良,1勝クラス,10,0,0,0,2
ダート,1000,不良,1勝クラス,11,1,0,0,1
ダート,1000,不良,1勝クラス,12,0,0,0,2
ダート,1000,不良,all,1,3,1,0,5
ダート,1000,不良,all,2,0,1,2,6
ダート,1000,不良,all,3,1,2,2,4
ダート,1000,不良,all,4,2,2,0,5
ダート,1000,不良,all,5,0,0,2,7
ダート,1000,不良,all,6,1,1,1,6
ダート,1000,不良,all,7,0,1,1,7
ダート,1000,不良,all,8,1,0,1,7
ダート,1000,不良,all,9,0,0,0,9
ダート,1000,不良,all,10,0,0,0,7
ダート,1000,不良,all,11,1,1,0,4
ダート,1000,不良,all,12,0,0,0,6
ダート,1000,不良,未勝利,1,3,1,0,2
ダート,1000,不良,未勝利,2,0,1,2,3
ダート,1000,不良,未勝利,3,1,0,2,3
ダート,1000,不良,未勝利,4,1,2,0,3
ダート,1000,不良,未勝利,5,0,0,1,5
ダート,1000,不良,未勝利,6,1,1,1,3
ダート,1000,不良,未勝利,7,0,0,0,6
ダート,1000,不良,未勝利,8,0,0,0,6
ダート,1000,不良,未勝利,9,0,0,0,6
ダート,1000,不良,未勝利,10,0,0,0,5
ダート,1000,不良,未勝利,11,0,1,0,3
ダート,1000,不良,未勝利,12,0,0,0,4
ダート,1000,全,1勝クラス,1,20,9,3,17
ダート,1000,全,1勝クラス,2,4,14,8,23
ダート,1000,全,1勝クラス,3,11,6,4,28
ダート,1000,全,1勝クラス,4,3,3,7,36
ダート,1000,全,1勝クラス,5,3,2,9,35
ダート,1000,全,1勝クラス,6,1,4,3,41
ダート,1000,全,1勝クラス,7,2,3,5,39
ダート,1000,全,1勝クラス,8,2,5,4,37
ダート,1000,全,1勝クラス,9,0,2,4,42
ダート,1000,全,1勝クラス,10,1,1,1,43
ダート,1000,全,1勝クラス,11,2,0,1,42
ダート,1000,全,1勝クラス,12,0,0,0,36
ダート,1000,全,2勝クラス,1,4,1,2,6
ダート,1000,全,2勝クラス,2,1,0,1,11
ダート,1000,全,2勝クラス,3,2,4,3,4
ダート,1000,全,2勝クラス,4,0,2,1,10
ダート,1000,全,2勝クラス,5,1,2,0,10
ダート,1000,全,2勝クラス,6,2,1,0,10
ダート,1000,全,2勝クラス,7,3,1,2,7
ダート,1000,全,2勝クラス,8,0,2,2,9
ダート,1000,全,2勝クラス,9,0,0,1,12
ダート,1000,全,2勝クラス,10,0,0,1,12
ダート,1000,全,2勝クラス,11,0,0,0,12
ダート,1000,全,2勝クラス,12,0,0,0,7
ダート,1000,全,all,1,45,21,11,46
ダート,1000,全,all,2,18,24,19,62
ダート,1000,全,all,3,20,19,20,64
ダート,1000,全,all,4,9,12,17,85
ダート,1000,全,all,5,10,8,16,89
ダート,1000,全,all,6,5,11,7,100
ダート,1000,全,all,7,6,10,10,97
ダート,1000,全,all,8,3,12,8,97
ダート,1000,全,all,9,1,4,9,101
ダート,1000,全,all,10,2,1,2,107
ダート,1000,全,all,11,3,1,4,100
ダート,1000,全,all,12,1,0,0,86
ダート,1000,全,新馬,1,1,0,0,0
ダート,1000,全,新馬,2,0,0,0,1
ダート,1000,全,新馬,3,0,1,0,0
ダート,1000,全,新馬,4,0,0,1,0
ダート,1000,全,新馬,5,0,0,0,1
ダート,1000,全,新馬,6,0,0,0,1
ダート,1000,全,新馬,7,0,0,0,1
ダート,1000,全,新馬,8,0,0,0,1
ダート,1000,全,未勝利,1,20,11,6,23
ダート,1000,全,未勝利,2,13,10,10,27
ダート,1000,全,未勝利,3,7,8,13,32
ダート,1000,全,未勝利,4,6,7,8,39
ダート,1000,全,未勝利,5,6,4,7,43
ダート,1000,全,未勝利,6,2,6,4,48
ダート,1000,全,未勝利,7,1,6,3,50
ダート,1000,全,未勝利,8,1,5,2,50
ダート,1000,全,未勝利,9,1,2,4,47
ダート,1000,全,未勝利,10,1,0,0,52
ダート,1000,全,未勝利,11,1,1,3,46
ダート,1000,全,未勝利,12,1,0,0,43
ダート,1000,稍重,1勝クラス,1,2,4,0,3
ダート,1000,稍重,1勝クラス,2,1,4,2,2
ダート,1000,稍重,1勝クラス,3,5,0,0,4
ダート,1000,稍重,1勝クラス,4,0,0,2,7
ダート,1000,稍重,1勝クラス,5,1,0,2,6
ダート,1000,稍重,1勝クラス,6,0,0,1,8
ダート,1000,稍重,1勝クラス,7,0,1,1,7
ダート,1000,稍重,1勝クラス,8,0,0,1,8
ダート,1000,稍重,1勝クラス,9,0,0,0,9
ダート,1000,稍重,1勝クラス,10,0,0,0,9
ダート,1000,稍重,1勝クラス,11,0,0,0,8
ダート,1000,稍重,1勝クラス,12,0,0,0,7
ダート,1000,稍重,2勝クラス,1,2,0,0,1
ダート,1000,稍重,2勝クラス,2,1,0,1,1
ダート,1000,稍重,2勝クラス,3,0,3,0,0
ダート,1000,稍重,2勝クラス,4,0,0,0,3
ダート,1000,稍重,2勝クラス,5,0,0,0,3
ダート,1000,稍重,2勝クラス,6,0,0,0,3
ダート,1000,稍重,2勝クラス,7,0,0,1,2
ダート,1000,稍重,2勝クラス,8,0,0,1,2
ダート,1000,稍重,2勝クラス,9,0,0,0,3
ダート,1000,稍重,2勝クラス,10,0,0,0,3
ダート,1000,稍重,2勝クラス,11,0,0,0,3
ダート,1000,稍重,2勝クラス,12,0,0,0,2
ダート,1000,稍重,all,1,4,6,1,6
ダート,1000,稍重,all,2,5,4,3,5
ダート,1000,稍重,all,3,6,3,2,6
ダート,1000,稍重,all,4,0,1,3,13
ダート,1000,稍重,all,5,1,0,2,14
ダート,1000,稍重,all,6,0,0,1,16
ダート,1000,稍重,all,7,0,2,3,12
ダート,1000,稍重,all,8,0,1,2,14
ダート,1000,稍重,all,9,0,0,0,17
ダート,1000,稍重,all,10,1,0,0,16
ダート,1000,稍重,all,11,0,0,0,16
ダート,1000,稍重,all,12,0,0,0,12
ダート,1000,稍重,未勝利,1,0,2,1,2
ダート,1000,稍重,未勝利,2,3,0,0,2
ダート,1000,稍重,未勝利,3,1,0,2,2
ダート,1000,稍重,未勝利,4,0,1,1,3
ダート,1000,稍重,未勝利,5,0,0,0,5
ダート,1000,稍重,未勝利,6,0,0,0,5
ダート,1000,稍重,未勝利,7,0,1,1,3
ダート,1000,稍重,未勝利,8,0,1,0,4
ダート,1000,稍重,未勝利,9,0,0,0,5
ダート,1000,稍重,未勝利,10,1,0,0,4
ダート,1000,稍重,未勝利,11,0,0,0,5
ダート,1000,稍重,未勝利,12,0,0,0,3
ダート,1000,良,1勝クラス,1,16,3,3,10
ダート,1000,良,1勝クラス,2,3,10,6,13
ダート,1000,良,1勝クラス,3,6,3,3,20
ダート,1000,良,1勝クラス,4,0,3,3,26
ダート,1000,良,1勝クラス,5,2,1,6,23
ダート,1000,良,1勝クラス,6,1,4,1,26
ダート,1000,良,1勝クラス,7,1,1,3,27
ダート,1000,良,1勝クラス,8,1,4,2,24
ダート,1000,良,1勝クラス,9,0,2,4,25
ダート,1000,良,1勝クラス,10,1,1,0,28
ダート,1000,良,1勝クラス,11,1,0,1,28
ダート,1000,良,1勝クラス,12,0,0,0,23
ダート,1000,良,2勝クラス,1,2,1,2,5
ダート,1000,良,2勝クラス,2,0,0,0,10
ダート,1000,良,2勝クラス,3,2,1,3,4
ダート,1000,良,2勝クラス,4,0,2,1,7
ダート,1000,良,2勝クラス,5,1,2,0,7
