race_type,course_len,ground_state,class,枠番,1着,2着,3着,着外
ダート,1000,不良,1勝クラス,1,0,0,0,3
ダート,1000,不良,1勝クラス,2,0,0,1,2
ダート,1000,不良,1勝クラス,3,0,0,0,3
ダート,1000,不良,1勝クラス,4,0,0,0,3
ダート,1000,不良,1勝クラス,5,1,2,0,2
ダート,1000,不良,1勝クラス,6,0,1,0,4
ダート,1000,不良,1勝クラス,7,0,0,1,4
ダート,1000,不良,1勝クラス,8,2,0,1,3
ダート,1000,不良,all,1,0,1,0,8
ダート,1000,不良,all,2,0,0,3,6
ダート,1000,不良,all,3,0,1,0,8
ダート,1000,不良,all,4,1,1,1,6
ダート,1000,不良,all,5,3,4,0,8
ダート,1000,不良,all,6,1,1,2,11
ダート,1000,不良,all,7,1,0,2,13
ダート,1000,不良,all,8,3,1,1,13
ダート,1000,不良,未勝利,1,0,1,0,5
ダート,1000,不良,未勝利,2,0,0,2,4
ダート,1000,不良,未勝利,3,0,1,0,5
ダート,1000,不良,未勝利,4,1,1,1,3
ダート,1000,不良,未勝利,5,2,2,0,6
ダート,1000,不良,未勝利,6,1,0,2,7
ダート,1000,不良,未勝利,7,1,0,1,9
ダート,1000,不良,未勝利,8,1,1,0,10
ダート,1000,全,1勝クラス,1,5,1,4,39
ダート,1000,全,1勝クラス,2,1,1,3,44
ダート,1000,全,1勝クラス,3,4,3,5,36
ダート,1000,全,1勝クラス,4,3,6,4,36
ダート,1000,全,1勝クラス,5,9,8,7,64
ダート,1000,全,1勝クラス,6,7,6,7,74
ダート,1000,全,1勝クラス,7,12,10,10,63
ダート,1000,全,1勝クラス,8,8,14,9,63
ダート,1000,全,2勝クラス,1,3,1,0,9
ダート,1000,全,2勝クラス,2,3,1,2,7
ダート,1000,全,2勝クラス,3,0,1,1,11
ダート,1000,全,2勝クラス,4,0,1,1,11
ダート,1000,全,2勝クラス,5,1,1,1,17
ダート,1000,全,2勝クラス,6,1,4,3,17
ダート,1000,全,2勝クラス,7,4,3,1,18
ダート,1000,全,2勝クラス,8,1,1,4,20
ダート,1000,全,all,1,10,6,9,98
ダート,1000,全,all,2,7,7,9,99
ダート,1000,全,all,3,8,9,13,92
ダート,1000,全,all,4,7,13,11,92
ダート,1000,全,all,5,21,24,15,158
ダート,1000,全,all,6,16,13,26,175
ダート,1000,全,all,7,31,24,22,155
ダート,1000,全,all,8,23,27,18,165
ダート,1000,全,新馬,1,0,0,0,1
ダート,1000,全,新馬,2,0,0,1,0
ダート,1000,全,新馬,3,0,0,0,1
ダート,1000,全,新馬,4,0,1,0,0
ダート,1000,全,新馬,5,0,0,0,1
ダート,1000,全,新馬,6,0,0,0,1
ダート,1000,全,新馬,7,1,0,0,0
