,race_type,course_len,ground_state,class,avg_frame,avg_horse,total_top3,frame_1_top3,frame_2_top3,frame_3_top3,frame_4_top3,frame_5_top3,frame_6_top3,frame_7_top3,frame_8_top3,horse_1_top3,horse_2_top3,horse_3_top3,horse_4_top3,horse_5_top3,horse_6_top3,horse_7_top3,horse_8_top3,horse_9_top3,horse_10_top3,horse_11_top3,horse_12_top3,horse_13_top3,horse_14_top3,horse_15_top3,horse_16_top3,horse_17_top3,horse_18_top3
0,芝,1000,全,all,5.77,10.5,66,1,4,5,7,12,8,11,18,1,0,2,3,3,5,6,2,6,7,4,2,4,5,6,5,3,2
1,芝,1000,良,all,5.58,9.81,48,1,2,3,6,11,8,9,8,1,0,1,2,2,4,6,1,6,6,4,2,3,4,2,1,2,1
2,芝,1000,稍重,all,6.0,11.67,15,0,2,2,1,1,0,1,8,0,0,1,1,1,1,0,1,0,1,0,0,0,1,4,3,1,0
3,芝,1000,重,all,7.67,15.67,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
4,芝,1000,不良,all,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,芝,1000,全,未勝利,5.6,10.13,15,1,1,2,1,2,1,1,6,1,0,1,1,1,1,1,0,0,2,0,1,0,1,1,3,1,0
6,芝,1000,良,未勝利,5.0,8.33,9,1,1,1,1,1,1,0,3,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0
7,芝,1000,稍重,未勝利,6.5,12.83,6,0,0,1,0,1,0,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,2,0,0
8,芝,1000,重,未勝利,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,芝,1000,不良,未勝利,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,芝,1000,全,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,芝,1000,良,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,芝,1000,稍重,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,芝,1000,重,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,芝,1000,不良,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,芝,1000,全,1勝クラス,5.54,10.33,24,0,1,1,3,7,5,5,2,0,0,0,1,0,2,3,0,5,3,2,1,1,3,2,0,1,0
16,芝,1000,良,1勝クラス,5.54,10.33,24,0,1,1,3,7,5,5,2,0,0,0,1,0,2,3,0,5,3,2,1,1,3,2,0,1,0
17,芝,1000,稍重,1勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,芝,1000,重,1勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,芝,1000,不良,1勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,芝,1000,全,2勝クラス,6.42,11.67,12,0,0,0,2,2,1,3,4,0,0,0,0,1,0,2,1,0,1,1,0,2,1,0,1,0,2
21,芝,1000,良,2勝クラス,6.0,10.33,9,0,0,0,2,2,1,2,2,0,0,0,0,1,0,2,1,0,1,1,0,1,1,0,0,0,1
22,芝,1000,稍重,2勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,芝,1000,重,2勝クラス,7.67,15.67,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
24,芝,1000,不良,2勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,芝,1000,全,3勝クラス,6.5,10.0,6,0,1,0,0,0,1,1,3,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0
26,芝,1000,良,3勝クラス,7.0,8.67,3,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
27,芝,1000,稍重,3勝クラス,6.0,11.33,3,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
28,芝,1000,重,3勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,芝,1000,不良,3勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,芝,1000,全,オープン,5.33,10.33,9,0,1,2,1,1,0,1,3,0,0,0,1,1,1,0,1,0,1,0,0,1,0,2,0,1,0
31,芝,1000,良,オープン,5.0,9.67,3,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
32,芝,1000,稍重,オープン,5.5,10.67,6,0,1,1,1,0,0,0,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,1,0
33,芝,1000,重,オープン,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,芝,1000,不良,オープン,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,芝,1200,全,all,5.49,10.26,39,1,3,3,3,7,8,9,5,0,1,2,2,1,3,1,2,3,4,3,6,3,2,2,1,1,2
36,芝,1200,良,all,5.62,10.48,21,0,1,2,3,3,4,5,3,0,0,1,1,1,2,1,1,1,2,1,4,2,1,0,0,1,2
37,芝,1200,稍重,all,5.33,10.0,18,1,2,1,0,4,4,4,2,0,1,1,1,0,1,0,1,2,2,2,2,1,1,2,1,0,0
