,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,テイエムパイロット,牡3,54.0,◇今村,秋山,栗東,2022103775,01193,パイロ  Pyro(米)  ,ピンクドッグウッド  ,サウスヴィグラス  ,-4.555003671878221,10
1,2,2,デボラ,牝3,54.0,三浦,西園正,栗東,2022100357,01122,ビッグアーサー  ,トワエモア  ,エンパイアメーカー  Empire Maker(米)  ,0.02067510810247085,2
2,3,3,コムーネ,牝3,51.0,▲石神道,奥平,美浦,2022103549,01209,ビーチパトロール  Beach Patrol(米)  ,ファミリーズオナー  ,デュランダル  ,-4.217008766891035,9
3,4,4,ビービーエフォート,牝3,51.0,▲遠藤,高柳瑞,美浦,2022102421,01218,グレーターロンドン  ,ビービーラッハーン  ,シンボリクリスエス  ,-2.7204260170142502,6
4,5,5,ナムラトロム,牡3,56.0,戸崎圭,石栗,美浦,2022106874,05386,アドミラブル  ,ナムラモヨ  ,ラブリーデイ  ,-2.89480572524587,7
5,5,6,マルモリディライト,牝5,56.0,柴田大,畠山,美浦,2020100997,01009,ダンカーク  Dunkirk(米)  ,ロイヤルヴィラ  ,ゼンノロブロイ  ,-5.918448846416998,12
6,6,7,ラブアイミー,牝3,51.0,▲石田,森田,栗東,2022107258,01203,サンダースノー  Thunder Snow(愛)  ,ラブカンプー  ,ショウナンカンプ  ,-3.37914286085053,8
7,6,8,レイオーバー,牡3,56.0,内田博,本間,美浦,2022103311,00422,ホッコータルマエ  ,エンゲージリング  ,スウェプトオーヴァーボード  Swept Overboard(米)  ,-0.8288760881121884,3
8,7,9,タワークライマー,セ3,56.0,小林脩,嘉藤,美浦,2022103334,01183,タワーオブロンドン  ,ポンポン  ,ブラックタイド  ,0.8892324590546493,1
9,7,10,ナギサノバルコニー,牝3,54.0,嶋田,伊坂,美浦,2022103883,01134,ビッグアーサー  ,クリスタルブランカ  ,ネオユニヴァース  ,-2.150330261072395,4
10,8,11,チカポコ,牝5,56.0,丸山,西園正,栗東,2020102537,01127,ブラックタイド  ,アスペンアベニュー  ,トワイニング  Twining(米)  ,-2.637641136204229,5
11,8,12,ハッピーサプライズ,牡4,58.0,菊沢,佐藤吉,美浦,2021106395,01161,レッドファルクス  ,ハッピーパーティー  ,クロフネ  ,-5.268417070041034,11
