,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,メイショウキルギス,牡4,55.0,▲和田陽,高橋亮,栗東,2021103155,01223,アジアエクスプレス  ,メイショウアズミノ  ,ハーツクライ  ,-0.8027729015438441,3
1,2,2,クラリティスケール,牝6,55.0,☆松本,藤野,栗東,2019103442,01191,エイシンヒカリ  ,エイシンカラット  ,Tale of Ekati  ,-1.6540816961555882,6
2,3,3,ジーベック,牡4,55.0,▲古川奈,矢作,栗東,2021103242,01190,Gun Runner  (米)  ,ステラエージェント  Stellar Agent(米)  ,More Than Ready  ,-2.116075542371303,7
3,4,4,モンシェリ,牝4,56.0,横山武,牧田,栗東,2021102399,01170,マクフィ  Makfi(英)  ,アスールダリア  ,エスポワールシチー  ,-1.645794545264453,5
4,5,5,クーデール,牝3,51.0,▲小林美,坂口,栗東,2022100648,01206,ロードカナロア  ,フラーティングアウェイ  Flirting Away(米)  ,Distorted Humor  (米)  ,-4.714629496258636,10
5,6,6,ニルアドミラリ,セ7,58.0,佐々木大輔,和田郎,美浦,2018110134,01197,Dialed In  ,Into Reality  ,Untuttable  ,-1.3984298179375538,4
6,7,7,ディアサクセサー,セ5,56.0,△鷲頭,井上,栗東,2020103074,01202,モーリス  ,メジャーフォルム  ,ダイワメジャー  ,-0.6640247595528681,2
7,7,8,ボルセーナ,牝3,51.0,▲舟山,奥村豊,栗東,2022105600,01221,イスラボニータ  ,フーイズフー  Who Is Who(亜)  ,Harlan's Holiday  ,-2.810688598840623,9
8,8,9,サザンカ,牝4,53.0,▲橋木,角田,栗東,2021107281,01215,ヘニーヒューズ  Henny Hughes(米)  ,レッドアメリア  ,ディープインパクト  ,-2.1515513305561793,8
9,8,10,カンザシ,牝6,56.0,キング,蛯名正,美浦,2019106704,05643,ディーマジェスティ  ,エニシノイト  ,スウェプトオーヴァーボード  Swept Overboard(米)  ,2.122949473664593,1
