,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,パープルティアラ,牝3,55.0,酒井,渡辺,栗東,2022105756,01034,ルーラーシップ ,アサクサティアラ ,ディープインパクト ,0.01330194063255178,7
1,2,2,エスタンシア,牝3,55.0,西村淳,松下,栗東,2022105061,01171,ドゥラメンテ ,マラコスタムブラダ Malacostumbrada(亜) ,Lizard Island ,-1.853437421072699,11
2,3,3,シストロン,牝3,55.0,古川吉,中竹,栗東,2022105319,01015,ドゥラメンテ ,コルデトゥリーニ ,ダイワメジャー ,-1.1200422465119326,10
3,3,4,ノボリリア,牝3,55.0,幸,石橋,栗東,2022103058,00732,カリフォルニアクローム California Chrome(米) ,ノボリレジェンド ,ディープインパクト ,-0.006930120648969598,8
4,4,5,ショウナンマハト,牝3,53.0,△吉村,清水久,栗東,2022104937,01216,レイデオロ ,ナスティア Nastia(亜) ,Fortify ,-3.7785909761704195,14
5,4,6,アクチノータス,牝3,54.0,☆高杉,矢作,栗東,2022105107,01213,サトノダイヤモンド ,ラヴズオンリーミー Loves Only Me(米) ,Storm Cat (米) ,1.0664931307322136,5
6,5,7,シェーラ,牝3,54.0,☆田口,牧田,栗東,2022102139,01208,フィエールマン ,ザッハトルテ ,クロフネ ,2.1856200328459123,2
7,5,8,アメージングハナビ,牝3,55.0,横山典,昆,栗東,2022107063,00660,ドゥラメンテ ,アメージングムーン ,アドマイヤムーン ,1.7623498316202562,4
8,6,9,サヴォンリンナ,牝3,55.0,北村友,田中克,栗東,2022105696,01102,サトノダイヤモンド ,サイマー Saimaa(愛) ,Zoffany ,-0.5525737851393963,9
9,6,10,ロマンティー,牝3,55.0,川須,茶木,栗東,2022100873,01128,ルーラーシップ ,グレイスフラワー ,ダイワメジャー ,1.815207626133471,3
10,7,11,キタサンハナビラ,牝3,55.0,武豊,斉藤崇,栗東,2022104914,00666,キタサンブラック ,ディステイン Distain(英) ,Champs Elysees ,2.9939222159725376,1
11,7,12,ボナペティアスク,牝3,54.0,☆西塚,梅田,栗東,2022102294,01200,サートゥルナーリア ,ジャジャウマガール ,ハーツクライ ,-2.1620841667149118,12
12,8,13,アイスモント,牝3,55.0,松若,宮本,栗東,2022102931,01154,エポカドーロ ,メジャーシャルマン ,ダイワメジャー ,0.4617204415714543,6
13,8,14,テレプシコーラ,牝3,55.0,Ｍデムーロ,坂口,栗東,2022100457,05212,ルーラーシップ ,キスオンザグリーン ,オルフェーヴル ,-2.3617615330908923,13
