,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ワンダーアンジェ,牝3,55.0,松若,吉村,栗東,2022101020,01154,ディーマジェスティ ,ワンダーポピュレル ,ケイムホーム Came Home(米) ,0.19518928298033056,2
1,1,2,チカクール,牝3,55.0,角田和,池江,栗東,2022110150,01186,Dubawi ,Sans Equivoque ,Stormy River ,-4.559234600703251,16
2,2,3,ポジターノ,牝3,53.0,△吉村,飯田,栗東,2022100844,01216,オルフェーヴル ,アマルフィターナ ,シンボリクリスエス ,-1.2640689140606864,8
3,2,4,ニーナバイリッカ,牝3,55.0,幸,松下,栗東,2022105533,00732,ブリックスアンドモルタル Bricks and Mortar(米) ,メジャーフォルム ,ダイワメジャー ,-0.5734845904902943,5
4,3,5,エナジーガンツ,牡3,57.0,北村友,小椋,栗東,2022103286,01102,モズアスコット ,エナジーピエトラ ,サウスヴィグラス ,-0.15737081286098892,4
5,3,6,トリクシー,牝3,55.0,和田竜,飯田,栗東,2022100363,01018,ビッグアーサー ,ルプス ,キングズベスト King's Best(米) ,-1.1956798957645245,7
6,4,7,ペプチドヒスイ,牝3,55.0,松山,武英,栗東,2022102750,01126,エピファネイア ,ホッコータピタン ,サウスヴィグラス ,-2.274378688564806,12
7,4,8,ジューンシェイド,牝3,54.0,☆田口,大橋,栗東,2022100198,01208,Study of Man (愛) ,ヴィヴィッドヴィジョン Vivid Vision(米) ,Vertiformer ,0.011714063755142515,3
8,5,9,マテンロウハピネス,牝3,55.0,太宰,昆,栗東,2022106991,01037,シニスターミニスター Sinister Minister(米) ,サンチャゴボラーレ ,ヴィクトワールピサ ,-0.8942874520192359,6
9,5,10,ヨリナスウィート,牝3,55.0,川須,河嶋,栗東,2022102198,01128,コパノリッキー ,ペプチドプラム ,ロードカナロア ,-2.3558264506068487,13
10,6,11,ペプチドクレマチス,牝3,55.0,酒井,畑端,栗東,2022101959,01034,ノーブルミッション Noble Mission(英) ,アドルナメンテ ,ワークフォース Workforce(英) ,0.6510126989714518,1
11,6,12,モダンレディ,牝3,55.0,横山典,昆,栗東,2022107281,00660,オルフェーヴル ,ピエナアプローズ ,フジキセキ ,-3.015423872949902,15
12,7,13,エムズオルフェ,牝3,55.0,城戸,荒川,栗東,2022101493,01147,サトノアラジン ,アワフレイム ,Stroll ,-2.2566187136974176,11
13,7,14,クリノアラジン,牡3,57.0,国分優,藤沢,栗東,2022103489,01125,アルアイン ,ナイスクオリア ,キングカメハメハ ,-1.3208992299398734,9
14,8,15,クリノコウテイ,牡3,56.0,☆高杉,大橋,栗東,2022100991,01213,サトノアラジン ,ウインクルチェリー ,サマーバード Summer Bird(米) ,-2.4852035146721727,14
15,8,16,ウインクルホープ,牝3,55.0,森裕,高橋亮,栗東,2022101597,01165,,,,-1.966981384939295,10
