,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,グレイトクラウン,牝4,52.0,木幡巧,松山,美浦,2021107220,01162,サトノクラウン  ,グレイトフルレガロ  ,ステイゴールド  ,-0.5160691908721876,9
1,2,2,デファイ,牝4,53.0,横山琉,斎藤誠,美浦,2021104421,01192,ヴィクトワールピサ  ,ピサノベッテル  ,クロフネ  ,2.155261183581635,2
2,3,3,ロゼル,牡5,54.0,杉原,大和田,美浦,2020106415,01135,シルバーステート  ,レーヌユニヴェール  ,タイキシャトル  ,-0.03029958685954024,6
3,4,4,ツルマウカタチ,牡4,56.0,嶋田,手塚久,美浦,2021102106,01134,ヤングマンパワー  ,ハイタッチクイーン  ,キングヘイロー  ,2.1545466080499374,3
4,4,5,ジーティームソウ,牡4,56.0,戸崎圭,西村,栗東,2021105883,05386,エピファネイア  ,レッドジゼル  ,アグネスタキオン  ,3.0516728372752437,1
5,5,6,クリニクラウン,牝5,54.0,大野,小手川,美浦,2020100934,01096,トビーズコーナー  Toby's Corner(米)  ,ルナフォース  ,ディープブリランテ  ,-0.7444986902515881,10
6,5,7,フォルラニーニ,牡4,56.0,ルメール,手塚久,美浦,2021105859,05339,エピファネイア  ,リナーテ  ,ステイゴールド  ,0.5194532309697898,5
7,6,8,ニシノレバンテ,牡6,52.0,武藤,水野,美浦,2019102938,01169,イスラボニータ  ,ワイキキブリーズ  ,フレンチデピュティ  French Deputy(米)  ,-2.0455908464293793,13
8,6,9,ピンキープロミス,牡5,54.0,石川,畠山,美浦,2020106475,01150,ゴールドシップ  ,マイネランデブー  ,アグネスデジタル  ,-0.5083443661392721,8
9,7,10,アスクセクシーモア,牡3,54.0,岩田望,福永,栗東,2022105202,01174,キタサンブラック  ,アイムオールレディセクシー  I'm Already Sexy(米)  ,Ready's Image  ,-0.10491546877287822,7
10,7,11,ルトゥール,牝4,53.0,内田博,中内田,栗東,2021104929,00422,モーリス  ,ルフォール  ,キングカメハメハ  ,-1.2094201410414278,11
11,8,12,ヤマニンループ,牡6,56.0,石橋脩,松永幹,栗東,2019100606,01077,ディープインパクト  ,ヤマニンプードレ  ,チチカステナンゴ  Chichicastenango(仏)  ,-1.4416369917408376,12
12,8,13,ティンク,牝4,53.0,吉田豊,久保田,美浦,2021104994,00733,ダイワメジャー  ,オーレリアズベル  Aurelia's Belle(米)  ,Lemon Drop Kid  ,0.8929371447889625,4
