,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,サウンドルーチェ,牝3,52.0,▲和田陽,渡辺,栗東,2022105267,01223,ミッキーアイル ,オッティマルーチェ ,Fusaichi Pegasus ,-2.109332892427554,10
1,1,2,フェンスブレイカー,牡3,57.0,松若,田島,美浦,2022104095,01154,ビッグアーサー ,ディランディラン ,サクラプレジデント ,-0.3045500274021972,4
2,2,3,オーサムシャドウ,牝3,52.0,▲鷲頭,斉藤崇,栗東,2022105349,01202,ドレフォン Drefong(米) ,シャドウストリーム ,サンデーサイレンス Sunday Silence(米) ,-2.028591829192649,9
3,2,4,リラゲイル,牡3,55.0,◇永島,須貝,栗東,2022103518,01187,ブリックスアンドモルタル Bricks and Mortar(米) ,シルヴァーコード ,スウェプトオーヴァーボード Swept Overboard(米) ,-3.910609842544403,11
4,3,5,ジューンセレッソ,牝3,55.0,小沢,武英,栗東,2022100365,01185,ドレフォン Drefong(米) ,アドマイヤサブリナ ,シンボリクリスエス ,-4.248329637694275,13
5,3,6,キントラダンサー,牝3,55.0,佐々木,長谷川,栗東,2022104387,01197,キタサンブラック ,キントラ Kintra(米) ,Kingman (英) ,-0.9732958829243087,7
6,4,7,スペシャルバニー,牝3,52.0,▲舟山,田村,美浦,2022101618,01221,バゴ Bago(仏) ,リーサルウェポン ,ディープインパクト ,-4.27197164567458,14
7,4,8,ノーブルオリンポス,セ3,57.0,武藤,武藤,美浦,2022100528,01169,ディーマジェスティ ,ノーブルプルート ,キングズベスト King's Best(米) ,-4.902743017102456,15
8,5,9,ブレゲアン,牡3,57.0,酒井,田村,美浦,2022106951,01034,シルバーステート ,アンシャンテルール ,キングヘイロー ,0.1462547726836796,3
9,5,10,ダイヤノゴトク,牝3,51.0,★小林美,小栗,栗東,2022105125,01206,サトノダイヤモンド ,ランプフィーバー ,Ghostzapper ,-1.98582882536182,8
10,6,11,オカゲサン,牡3,57.0,吉田隼,尾形,美浦,2022104068,01095,リオンディーズ ,レッドジュラーレ ,ハービンジャー Harbinger(英) ,0.2483258531385908,2
11,6,12,ナンナンプー,牝3,53.0,△長浜,矢嶋,美浦,2022102878,01214,フィエールマン ,シエルクレール ,ダイワメジャー ,-3.963249875972944,12
12,7,13,スパディール,セ3,54.0,▲今村,武井,美浦,2022104470,01193,サトノクラウン ,ダンツカナリー ,フジキセキ ,-5.352322730051393,16
13,7,14,ルブリアン,牡3,54.0,▲柴田裕,佐々木,栗東,2022106320,01212,シルバーステート ,ネーラペルレ ,キングカメハメハ ,-0.720049121791027,5
14,8,15,ショウナンタハティ,牡3,57.0,丹内,大竹,美浦,2022103911,01091,ドレフォン Drefong(米) ,ショウナンマシェリ ,キンシャサノキセキ ,-0.8769949697092635,6
15,8,16,マーゴットカーラ,牝3,55.0,斎藤,石坂,栗東,2022100492,01178,エピファネイア ,ベラルーナ ,ディープインパクト ,0.49099064460951414,1
