,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ホワイトマジック,牡3,55.0,◇永島,田中剛,美浦,2022101635,01187,タリスマニック Talismanic(英) ,エグジラレーション ,ディープインパクト ,-3.0342737427731903,14
1,2,2,プロピエダッド,牝3,53.0,△長浜,武藤,美浦,2022109090,01214,ルヴァンスレーヴ ,エレンシア ,ワークフォース Workforce(英) ,-1.5617651789308682,8
2,2,3,イスラコラソン,牝3,52.0,▲上里,大和田,美浦,2022105445,01217,イスラボニータ ,ハートシェイプト Heart Shaped(米) ,Storm Cat (米) ,-1.635432887282433,10
3,3,4,リポジノ,牝3,51.0,★小林美,中村,栗東,2022104301,01206,モズアスコット ,レガリニ Legallini(米) ,Hard Spun (米) ,-0.7822651399120121,3
4,3,5,モンサンヴデット,牝3,52.0,▲今村,平田,栗東,2022101460,01193,ルヴァンスレーヴ ,モンサンアルビレオ ,シニスターミニスター Sinister Minister(米) ,-0.7304423601881324,2
5,4,6,クラウンセヘル,牡3,57.0,斎藤,茶木,栗東,2022101296,01178,サトノアラジン ,マーモリー Marmorea(愛) ,Tiger Hill (愛) ,-0.5349872130709179,1
6,4,7,フューチャステップ,牝3,55.0,小林脩,青木,美浦,2022102304,01183,リオンディーズ ,ミラクルアスク ,ディープインパクト ,-2.512374023138284,13
7,5,8,リリードリーマー,牝3,52.0,▲古川奈,平田,栗東,2022106007,01190,ゴールドドリーム ,アルマネーレーイス ,ジャングルポケット ,-1.5785824437399298,9
8,5,9,ゴールドエンペラー,牡3,54.0,▲川端,羽月,栗東,2022100902,01195,ゴールドドリーム ,ティアランドール ,Action This Day ,-2.462130368225695,11
9,6,10,ナックオリオン,牡3,54.0,▲佐藤,杉浦,美浦,2022101542,01207,ミスターメロディ ,マイティーワークス ,キンシャサノキセキ ,-1.250537984234636,6
10,6,11,ワイドデコラシオン,牡3,57.0,小沢,辻野,栗東,2022103306,01185,ミッキーアイル ,リュヌドサーブル Lune de Sable(愛) ,Medicean ,-1.4009695969090636,7
11,7,12,スカイダイバー,牝3,52.0,▲石田,田中勝,美浦,2022104122,01203,フォーウィールドライブ Four Wheel Drive(米) ,キャルスカイ ,ダイワメジャー ,-3.089618508581357,15
12,7,13,ペンテリコン,牝3,55.0,佐々木,武幸,栗東,2022104644,01197,シルバーステート ,イルーシヴハピネス ,Frankel ,-0.8204783897955483,4
13,8,14,チュラット,牝3,52.0,▲舟山,水野,美浦,2022103892,01221,イスラボニータ ,グローバルフェイム ,クロフネ ,-1.107586269732439,5
14,8,15,テイエムパイロット,牡3,54.0,▲柴田裕,秋山,栗東,2022103775,01212,パイロ Pyro(米) ,ピンクドッグウッド ,サウスヴィグラス ,-2.5073871230665357,12
