,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,クロライナ,セ3,57.0,石川,小笠,美浦,2022104753,01150,アルアイン ,クロトノーナ ,ルーラーシップ ,-3.045847889040939,16
1,1,2,ヴェルダリオ,牡3,57.0,菅原明,高木,美浦,2022100691,01179,ゴールドシップ ,ライムスカッシュ ,キングカメハメハ ,-1.3935044460327186,12
2,2,3,モズフラッシュ,牝3,55.0,幸,畑端,栗東,2022102085,00732,モズアスコット ,モズマッテタワ ,オレハマッテルゼ ,-0.7747547708829169,9
3,2,4,カフェロワドール,牡3,57.0,横山典,嘉藤,美浦,2022102846,00660,ロードカナロア ,ラフレーズカフェ ,マンハッタンカフェ ,-0.33113165018502067,5
4,3,5,グラスビジョン,牡3,56.0,☆西塚,佐藤吉,美浦,2022102229,01200,ノーブルミッション Noble Mission(英) ,ワンダービリーヴ ,ディープインパクト ,-2.335708724935586,15
5,3,6,フロルドラーダ,牝3,52.0,▲橋木,藤野,栗東,2022107175,01215,ゴールドドリーム ,ベルフロレゾン ,クロフネ ,-1.9599874924742322,14
6,4,7,フライハイ,牡3,57.0,野中,中川,美浦,2022101867,01158,シルバーステート ,ファインドザウェイ ,ローズキングダム ,-0.319153916252754,4
7,4,8,キチロクキャップ,牡3,57.0,木幡育,松永康,美浦,2022103636,01167,ビッグアーサー ,ミキノセレナーデ ,コロナドズクエスト Coronado's Quest(米) ,-0.8935813426024374,10
8,5,9,ジュンベルベット,牡3,57.0,木幡巧,伊坂,美浦,2022106695,01162,カレンブラックヒル ,エンシェントヒル ,エンドスウィープ End Sweep(米) ,-1.1036856954194523,11
9,5,10,ジェイエルマスター,牡3,57.0,横山和,小西,美浦,2022101818,01140,デクラレーションオブウォー ,ホウライアキコ ,ヨハネスブルグ Johannesburg(米) ,-0.6553133903195987,8
10,6,11,テルケンレンスター,牡3,57.0,横山武,高柳瑞,美浦,2022105932,01170,サトノアラジン ,アールヌーヴォー ,ブライアンズタイム Brian's Time(米) ,-0.01718763286908178,2
11,6,12,セレブウマザンマイ,牝3,55.0,原,青木,美浦,2022100907,01184,ルヴァンスレーヴ ,ハリウッドセレブ ,ジャングルポケット ,-1.9295585075416728,13
12,7,13,ホロヨイマンゲツ,牡3,57.0,内田博,深山,美浦,2022103464,00422,バゴ Bago(仏) ,スカイノーヴァ ,ステイゴールド ,-0.33710491249619523,6
13,7,14,ウインアレース,牡3,57.0,松岡,畠山,美浦,2022106210,01085,ウインブライト ,ウインアルテミス ,Arch (米) ,0.48886871986433306,1
14,8,15,エンドレスバンカー,牡3,57.0,ディー,安田,栗東,2022102860,05674,エピファネイア ,ビートフォーセール ,ハーツクライ ,-0.40018895291462653,7
15,8,16,ヴィジブルライト,牡3,57.0,戸崎圭,和田郎,美浦,2022104860,05386,ヘニーヒューズ Henny Hughes(米) ,スペクトロライト ,ディープインパクト ,-0.09719934735486065,3
