,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ヤマニンガラッシア,牡8,58.0,大野,辻,美浦,2017101772,01096,ディープインパクト ,ヤマニングルノイユ ,タイキシャトル ,1.801000400556312,1
1,2,2,ステラバルセロナ,牝5,56.0,吉田豊,菊川,美浦,2020102907,00733,ハービンジャー Harbinger(英) ,ステラスターライト ,ディープインパクト ,1.6121743131675121,2
2,3,3,ノーダブルディップ,牡7,58.0,三浦,古賀,美浦,2018104837,01122,リーチザクラウン ,リトルディッパー ,アグネスワールド ,-0.6806193329479755,7
3,4,4,ワザモノ,牡7,58.0,ルメール,尾関,美浦,2018103560,05339,マツリダゴッホ ,モトヒメ ,ショウナンカンプ ,0.5074588005845073,4
4,5,5,ラテラルシンキング,牡5,58.0,石川,黒岩,美浦,2020102861,01150,ハービンジャー Harbinger(英) ,サプルマインド ,ディープインパクト ,0.4655151874472793,5
5,6,6,ユキノロイヤル,牡4,57.0,石橋脩,小野,美浦,2021104326,01077,ディーマジェスティ ,ユキノクイーン ,タイキシャトル ,0.8252628104644355,3
6,7,7,ポッドテオ,牡4,57.0,キング,畠山,美浦,2021106069,05643,ジャングルポケット ,ポッドシルビア ,ダノンシャンティ ,-0.9646225847857756,9
7,7,8,ラーテル,セ5,58.0,原田和,南田,美浦,2020104285,01143,ビッグアーサー ,オービーレディー ,コマンダーインチーフ Commander in Chief(英) ,-1.4067268413708152,10
8,8,9,ラッジオ,牝5,56.0,丸田,大竹,美浦,2020102631,01117,ハービンジャー Harbinger(英) ,イリュミナンス ,マンハッタンカフェ ,-0.7208634160287672,8
9,8,10,ツルマウカタチ,牡4,57.0,菅原明,手塚,美浦,2021102106,01179,ヤングマンパワー ,ハイタッチクイーン ,キングヘイロー ,-0.6709590270483456,6
