,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,イエローサファイア,牝4,53.0,▲舟山,佐藤悠,栗東,2021104116,01221,デクラレーションオブウォー ,スターオブサファイア Star of Sapphire(米) ,Tapit (米) ,0.6817750505146489,2
1,2,2,エイカイボクサー,牡4,58.0,小沢,藤原,栗東,2021105298,01185,リアルインパクト ,レニーズゴットジップ Reneesgotzip(米) ,City Zip (米) ,-2.448532141597788,15
2,2,3,トライデント,牡4,57.0,☆松本,新開,美浦,2021102793,01191,ビーチパトロール Beach Patrol(米) ,セインツプレイ Saint's Play(米) ,Saint Ballado ,-2.2158273102729913,14
3,3,4,カレンワッツアップ,牡4,58.0,角田和,小林,栗東,2021104321,01186,キズナ ,ホワットアスポット What a Spot(米) ,Arch (米) ,-1.1905944958403374,10
4,3,5,ワンダーウィルク,牡6,54.0,★河原田,今野,栗東,2019103092,01204,ザファクター ,ワンダービーナス ,バゴ Bago(仏) ,-2.0071276228025163,13
5,4,6,サイモンポーリア,牝7,56.0,斎藤,根本,美浦,2018101166,01178,マジェスティックウォリアー Majestic Warrior(米) ,サイモンガーランド ,ロージズインメイ Roses in May(米) ,-0.43418136768120086,8
6,4,7,ブレードサクセス,牡4,55.0,▲水沼,岩戸,美浦,2021103376,01201,タリスマニック Talismanic(英) ,ポーズ ,ゼンノロブロイ ,-0.11214323047491288,7
7,5,8,キョウエイフロイデ,牝4,53.0,▲石田,中川,美浦,2021101053,01203,サトノクラウン ,ケイティバローズ ,マンハッタンカフェ ,-0.10893694815880801,6
8,5,9,ゴヴェルナーレリコ,牝4,52.0,★小林美,辻,美浦,2021105085,01206,エイシンフラッシュ ,スターズバース ,タートルボウル Turtle Bowl(愛) ,0.32912906999263214,3
9,6,10,ヴァズレーヌ,牝4,56.0,佐々木,嘉藤,美浦,2021106707,01197,フリオーソ ,ルヴェソンヴェール ,クロフネ ,-0.6587949319883801,9
10,6,11,コーリンカルベラ,牡4,58.0,秋山稔,小野,美浦,2021101195,01181,サトノアラジン ,コーリンブリリアン ,キングカメハメハ ,0.25342482554028867,4
11,7,12,ブレットフライ,牡6,57.0,☆横山琉,萱野,美浦,2019104005,01192,フリオーソ ,タイキラナキラ ,フジキセキ ,-1.2950305809162037,12
12,7,13,メイショウクモイ,牡5,58.0,泉谷,飯田,栗東,2020106922,01182,フリオーソ ,メーシャンス ,ジャスタウェイ ,-1.2043722113982516,11
13,8,14,リリーアロー,牡6,56.0,◇永島,平田,栗東,2019100689,01187,フェノーメノ ,ヴァニラシャンティ ,シンボリクリスエス ,-0.09476345707671313,5
14,8,15,カウネウス,牝4,53.0,▲森田,前川,栗東,2021105487,01222,ニューイヤーズデイ ,キラービューティ ,ゼンノロブロイ ,0.9993278691478765,1
