,race_type,course_len,ground_state,class,avg_frame,avg_horse,total_top3,frame_1_top3,frame_2_top3,frame_3_top3,frame_4_top3,frame_5_top3,frame_6_top3,frame_7_top3,frame_8_top3,horse_1_top3,horse_2_top3,horse_3_top3,horse_4_top3,horse_5_top3,horse_6_top3,horse_7_top3,horse_8_top3,horse_9_top3,horse_10_top3,horse_11_top3,horse_12_top3,horse_13_top3,horse_14_top3,horse_15_top3,horse_16_top3,horse_17_top3,horse_18_top3
0,芝,1200,全,all,4.55,6.54,509,56,65,75,61,73,56,70,53,42,52,48,40,48,47,45,38,37,26,21,20,13,16,7,9,0,0
1,芝,1200,良,all,4.6,6.7,391,43,47,57,44,58,48,56,38,32,37,32,30,34,39,39,30,27,23,18,17,10,13,4,6,0,0
2,芝,1200,稍重,all,4.54,6.61,75,10,10,11,12,11,4,7,10,7,10,9,6,9,5,5,6,8,2,0,3,1,1,2,1,0,0
3,芝,1200,重,all,4.46,6.08,43,3,8,7,5,4,4,7,5,3,5,7,4,5,3,1,2,2,1,3,0,2,2,1,2,0,0
4,芝,1200,不良,all,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,芝,1200,全,未勝利,4.32,6.94,78,14,13,10,6,8,6,14,7,12,7,10,5,6,3,4,2,7,4,3,6,3,2,3,1,0,0
6,芝,1200,良,未勝利,4.22,6.84,69,12,12,10,6,6,5,13,5,10,6,10,5,5,3,4,2,5,4,2,5,2,2,3,1,0,0
7,芝,1200,稍重,未勝利,5.17,7.0,6,1,1,0,0,1,0,1,2,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
8,芝,1200,重,未勝利,4.0,7.0,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
9,芝,1200,不良,未勝利,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,芝,1200,全,新馬,4.64,5.27,72,7,10,10,5,12,9,12,7,7,10,10,4,10,8,6,5,4,2,3,2,1,0,0,0,0,0
11,芝,1200,良,新馬,4.84,5.58,51,5,6,6,3,10,7,8,6,5,6,6,2,8,6,3,5,3,1,3,2,1,0,0,0,0,0
12,芝,1200,稍重,新馬,4.16,4.25,15,2,2,3,2,2,1,3,0,2,2,3,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0
13,芝,1200,重,新馬,4.66,5.0,6,0,2,1,0,0,1,1,1,0,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
14,芝,1200,不良,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,芝,1200,全,1勝クラス,4.89,6.66,96,6,13,14,11,10,13,15,14,6,8,11,9,6,8,11,6,5,8,6,2,5,3,0,2,0,0
16,芝,1200,良,1勝クラス,5.05,6.95,66,4,5,11,6,8,11,12,9,4,4,5,5,4,6,11,5,3,7,4,2,3,2,0,1,0,0
17,芝,1200,稍重,1勝クラス,4.75,6.21,15,0,3,2,3,2,2,0,3,0,2,3,2,1,2,0,1,2,1,0,0,0,1,0,0,0,0
18,芝,1200,重,1勝クラス,3.61,5.56,15,2,5,1,2,0,0,3,2,2,2,3,2,1,0,0,0,0,0,2,0,2,0,0,1,0,0
19,芝,1200,不良,1勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,芝,1200,全,2勝クラス,4.69,6.85,109,11,11,12,16,21,14,13,11,10,10,5,8,10,12,12,9,11,3,5,6,2,3,1,2,0,0
21,芝,1200,良,2勝クラス,4.66,6.92,93,10,9,10,14,17,12,11,10,9,8,3,7,7,11,11,7,10,3,5,5,2,3,0,2,0,0
22,芝,1200,稍重,2勝クラス,5.0,7.5,6,1,1,0,0,1,0,2,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
23,芝,1200,重,2勝クラス,4.12,4.62,10,0,1,2,2,3,2,0,0,0,1,2,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0
