,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ベンダバリラビア,牡5,58.0,高杉,寺島,栗東,2020101968,01213,アジアエクスプレス ,エーシンラクーン ,ジャングルポケット ,-3.296882787945911,11
1,2,2,ブルーシンフォニー,牡7,58.0,丹内,伊藤圭,美浦,2018100693,01091,スクリーンヒーロー ,ブルーストーン ,コマンズ Commands(豪) ,-0.8926226415084262,6
2,3,3,ラブコメディ,牝4,56.0,吉村,寺島,栗東,2021110087,01216,No Nay Never ,Sweet Charity ,Myboycharlie ,0.7987867125871315,1
3,4,4,エコロガイア,牡4,58.0,岩田望,森秀,栗東,2021110056,01174,Speightstown (米) ,Charge of Angels ,Distorted Humor (米) ,0.18232533272222717,3
4,5,5,ムーム,牝4,56.0,川又,杉山佳,栗東,2021103061,01166,キンシャサノキセキ ,エイシンスイーツ ,シンボリクリスエス ,-1.3227553561094605,9
5,6,6,メイショウタイゲイ,牡6,58.0,松山,荒川,栗東,2019104169,01126,アジアエクスプレス ,メイショウヒメユリ ,ハーツクライ ,0.29570651073214904,2
6,6,7,ユキマル,牡5,58.0,中井,尾形,美浦,2020101174,01141,グレーターロンドン ,キニナルーイ ,シニスターミニスター Sinister Minister(米) ,-0.4449869813125813,4
7,7,8,ウナギノボリ,牡6,58.0,北村友,東田,栗東,2019107016,01102,ドレフォン Drefong(米) ,ノンキ ,サンデーサイレンス Sunday Silence(米) ,-2.641656660523241,10
8,7,9,カズゴルティス,牡4,58.0,和田竜,杉山晴,栗東,2021105608,01018,アルアイン ,スネガエクスプレス ,ウォーエンブレム War Emblem(米) ,-0.5832557074920943,5
9,8,10,テイエムランウェイ,牡6,58.0,鮫島良,河嶋,栗東,2019106632,01099,スズカコーズウェイ ,タイムトゥラン ,ブライアンズタイム Brian's Time(米) ,-0.9043395555091038,7
10,8,11,コパノハンプトン,牡5,58.0,岩田康,宮,栗東,2020104679,05203,シャンハイボビー Shanghai Bobby(米) ,レディセラヴィ ,アグネスタキオン ,-1.0750366320544344,8
