,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ハグ,牡3,57.0,シュタルケ,藤岡,栗東,2022106925,05115,Justify (米) ,フリートバーティー Fleet Bertie(米) ,Afleet Alex ,-1.5756088354708961,14
1,2,2,アスタールフナ,牝3,55.0,池添,中竹,栗東,2022101557,01032,ジョーカプチーノ ,アスターヒューモア ,More Than Ready ,0.445022712296796,4
2,2,3,コスモストーム,牡3,57.0,松山,北出,栗東,2022104120,01126,デクラレーションオブウォー ,オリーブティアラ ,キングカメハメハ ,-1.2562241995041852,12
3,3,4,トリリオンボーイ,牡3,57.0,吉田隼,武井,美浦,2022102493,01095,マクフィ Makfi(英) ,フィメールモナーク ,ルーラーシップ ,-0.329447677446084,8
4,3,5,タイセイカレント,牡3,57.0,岩田康,矢作,栗東,2022104588,05203,モーリス ,アイリッシュシー Irish Sea(愛) ,Galileo (愛) ,-0.35353811003718766,9
5,4,6,ヤマニンバロネス,牝3,55.0,岩田望,千田,栗東,2022106609,01174,シニスターミニスター Sinister Minister(米) ,ヤマニンバステト ,ディープインパクト ,-2.7591934923143118,15
6,4,7,ドラゴンウェルズ,牡3,57.0,北村友,藤原,栗東,2022110137,01102,Frosted (米) ,Little Dipper ,エスケンデレヤ ,0.11084884350031336,7
7,5,8,ハクサンアイリス,牡3,57.0,鮫島駿,高橋一,栗東,2022100328,01157,ハクサンムーン ,キャメロンロード ,デュランダル ,-0.7404338110801352,11
8,5,9,モズナナスター,牝3,55.0,田口,矢作,栗東,2022100490,01208,モズアスコット ,グランプリエンゼル ,アグネスデジタル ,2.2654409303238006,1
9,6,10,ドンパッショーネ,牡3,57.0,幸,斉藤崇,栗東,2022105965,00732,Quality Road ,ストーミーエンブレイス Stormy Embrace(米) ,Circular Quay ,0.19894675838090312,6
10,6,11,アメリカンビキニ,牝3,55.0,西村淳,斉藤崇,栗東,2022104957,01171,American Pharoah (米) ,パリスビキニ Paris Bikini(米) ,Bernardini (米) ,0.493347231936314,3
11,7,12,ポールセン,牡3,57.0,モレイラ,斎藤誠,美浦,2022110140,05509,Into Mischief ,Separationofpowers ,Candy Ride ,1.6083770636681458,2
12,7,13,ヤマニンチェルキ,牡3,57.0,酒井,中村,栗東,2022106610,01034,フォーウィールドライブ Four Wheel Drive(米) ,ヤマニンプチガトー ,ヤマニンセラフィム ,0.22275920255371312,5
13,8,14,ベルギューン,牝3,55.0,高杉,牧浦,栗東,2022100098,01213,ナダル Nadal(米) ,ベルクリア ,ヴァーミリアン ,-1.4113626317475365,13
14,8,15,マサノユニコーン,牡3,57.0,横山琉,小島,美浦,2022107130,01192,ルヴァンスレーヴ ,モエレカバーガール ,フレンチデピュティ French Deputy(米) ,-0.36590778981101446,10
