,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ボルドグフーシュ,牡6,58.0,吉田隼,宮本,栗東,2019104909,01095,スクリーンヒーロー ,ボルドグザグ Boldogsag(仏) ,Layman ,0.6458539968993562,4
1,2,2,ホウオウビスケッツ,牡5,58.0,岩田康,奥村武,美浦,2020103941,05203,マインドユアビスケッツ Mind Your Biscuits(米) ,ホウオウサブリナ ,ルーラーシップ ,0.007365338131440689,8
2,2,3,ラヴェル,牝5,56.0,北村友,矢作,栗東,2020103390,01102,キタサンブラック ,サンブルエミューズ ,ダイワメジャー ,0.34207364507831484,6
3,3,4,ソールオリエンス,牡5,58.0,松山,手塚久,美浦,2020102899,01126,キタサンブラック ,スキア ,Motivator ,0.9150711418652075,3
4,3,5,ベラジオオペラ,牡5,58.0,横山和,上村,栗東,2020102781,01140,ロードカナロア ,エアルーティーン ,ハービンジャー Harbinger(英) ,1.675393580063597,2
5,4,6,ジャスティンパレス,牡6,58.0,鮫島駿,杉山晴,栗東,2019105346,01157,ディープインパクト ,パレスルーマー Palace Rumor(米) ,Royal Anthem ,-0.7921030960523056,12
6,4,7,ヨーホーレイク,牡7,58.0,岩田望,友道,栗東,2018105012,01174,ディープインパクト ,クロウキャニオン ,フレンチデピュティ French Deputy(米) ,2.0804827189241495,1
7,5,8,カラテ,牡9,58.0,和田竜,東田,栗東,2016106606,01018,トゥザグローリー ,レディーノパンチ ,フレンチデピュティ French Deputy(米) ,-0.8939385366239165,13
8,5,9,コスモキュランダ,牡4,58.0,丹内,加藤士,美浦,2021106787,01091,アルアイン ,サザンスピード Southern Speed(豪) ,Southern Image (米) ,0.3620818575059985,5
9,6,10,シックスペンス,牡4,58.0,横山武,国枝,美浦,2021105724,01170,キズナ ,フィンレイズラッキーチャーム Finley'sluckycharm(米) ,Twirling Candy ,-0.20440854008680853,10
10,6,11,デシエルト,牡6,58.0,池添,安田,栗東,2019105039,01032,ドレフォン Drefong(米) ,アドマイヤセプター ,キングカメハメハ ,-0.4206993194614649,11
11,7,12,ステレンボッシュ,牝4,56.0,モレイラ,国枝,美浦,2021105743,05509,エピファネイア ,ブルークランズ ,ルーラーシップ ,-0.10743827294622416,9
12,7,13,ロードデルレイ,牡5,58.0,西村淳,中内田,栗東,2020100157,01171,ロードカナロア ,デルフィーノ ,ハーツクライ ,0.055286109865829186,7
13,8,14,エコロヴァルツ,牡4,58.0,Ｍデムーロ,牧浦,栗東,2021101436,05212,ブラックタイド ,プティプランセス ,キングカメハメハ ,-2.3674162463911643,15
14,8,15,アルナシーム,牡6,58.0,横山典,橋口,栗東,2019105252,00660,モーリス ,ジュベルアリ ,ディープインパクト ,-1.4846382613308686,14
