,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,カネトシエテルノ,牝2,53.0,△高杉,大橋,栗東,2022100167,01213,アジアエクスプレス ,カネトシビバーチェ ,キングカメハメハ ,-2.8909958519329457,9
1,2,2,ダイタヴァルキリー,牝2,52.0,▲石神道,和田雄,美浦,2022107358,01209,オルフェーヴル ,シーズオールザット ,キングズベスト King's Best(米) ,-4.489754556845045,10
2,3,3,プリンセッサ,牝2,55.0,鮫島駿,牧田,栗東,2022102138,01157,ナダル Nadal(米) ,アンドリエッテ ,ディープインパクト ,-0.7231313876273527,4
3,4,4,ミルキーハニー,牝2,52.0,▲石田,尾形,美浦,2022104008,01203,ダイシンサンダー ,グラスミルキー ,ワークフォース Workforce(英) ,-0.8711995082827882,5
4,5,5,トリュフチョコ,牝2,55.0,丹内,林,美浦,2022104675,01091,モーリス ,ヴェルザンディ ,アグネスタキオン ,1.055592792053664,1
5,6,6,ジーナアクトレス,牝2,52.0,▲川端,高橋忠,栗東,2022104842,01195,ニューイヤーズデイ ,ジーナアイリス ,ゴールドアリュール ,-2.2310080988694136,7
6,7,7,モンサンヴデット,牝2,55.0,池添,平田,栗東,2022101460,01032,ルヴァンスレーヴ ,モンサンアルビレオ ,シニスターミニスター Sinister Minister(米) ,-2.250094227443832,8
7,7,8,デスティニーホープ,牝2,54.0,☆小沢,松山,美浦,2022103625,01185,カリフォルニアクローム California Chrome(米) ,ヒストリアドリーム ,アドマイヤムーン ,-1.8057329296967455,6
8,8,9,シウダーエヴィータ,牝2,55.0,Ｈドイル,田中博,美浦,2022105797,05625,アドマイヤマーズ ,サンタエヴィータ ,Smart Strike (加) ,-0.32686836280336595,3
9,8,10,マンノミューズ,牝2,55.0,角田和,角田,栗東,2022106518,01186,モズアスコット ,マンノアクトレス ,ハーツクライ ,0.6135111571121051,2
