,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ガンバルマン,牡2,55.0,☆原,萱野,美浦,2022101307,01184,フィエールマン ,リオニアンレディー ,Kingmambo (米) ,-3.6117811521781644,13
1,2,2,ローレン,牝2,55.0,柴田大,上原博,美浦,2022102934,01009,エピファネイア ,セレブレイションキャット Celebration Cat(米) ,Storm Cat (米) ,-2.604453664275599,10
2,2,3,ガスパール,牡2,56.0,丸山,金成,美浦,2022105354,01127,ジャスタウェイ ,シルヴァーカップ Silver Cup(愛) ,Almutawakel ,-1.560007303993558,8
3,3,4,アライアンスデイ,牡2,56.0,菊沢,村田,美浦,2022101276,01161,ニューイヤーズデイ ,クラウンアルテミス ,リンカーン ,-4.355279375836692,14
4,3,5,シャインフリーリー,牡2,56.0,嶋田,矢嶋,美浦,2022101495,01134,ウインブライト  ,フィールフリーリー  ,アグネスタキオン  ,-4.526276604996001,15
5,4,6,タッセル,牡2,56.0,戸崎圭,菊川,美浦,2022106801,05386,ディーマジェスティ ,ポンポンルージュ ,Kitten's Joy (米) ,-2.9669977274466968,11
6,4,7,アウルムレガリア,牝2,55.0,菅原明,池上,美浦,2022103503,01179,リオンディーズ ,オートクレール ,デュランダル ,-0.9659472934419393,5
7,5,8,パリモード,牝2,55.0,的場,的場,美浦,2022103073,01108,ワールドエース ,グッドファッション ,アドマイヤマックス ,-1.4704025627084574,6
8,5,9,リギーロ,牡2,56.0,荻野極,栗田,美浦,2022106624,01160,キズナ ,エディン ,ジャングルポケット ,-0.6092759681139479,1
9,6,10,アクデニズ,牡2,56.0,大野,小笠,美浦,2022103851,01096,ミッキースワロー ,アレクサンドレッタ ,ダイワメジャー ,-1.489402931823507,7
10,6,11,カフェロワドール,牡2,56.0,横山和,嘉藤,美浦,2022102846,01140,ロードカナロア ,ラフレーズカフェ ,マンハッタンカフェ ,-0.9603779882468304,4
11,7,12,ディアイライザ,牝2,52.0,▲長浜,加藤和,美浦,2022103524,01214,ノヴェリスト Novellist(愛) ,スピリテッドエアー ,Danehill Dancer (愛) ,-3.5179311331048173,12
12,7,13,マイネルアズーロ,牡2,56.0,杉原,鹿戸,美浦,2022100274,01135,ダノンバラード ,ショウナンアオバ ,キングカメハメハ ,-0.8073855609532903,2
13,8,14,ゴダルティチェコ,牝2,55.0,丸田,武市,美浦,2022100053,01117,ブラックタイド ,ブルーインザスカイ ,チチカステナンゴ Chichicastenango(仏) ,-0.9504320240743287,3
14,8,15,ファンタズマ,牡2,56.0,マーカンド,上原佑,美浦,2022105048,05626,ハービンジャー Harbinger(英) ,ボージェスト ,キングカメハメハ ,-2.2981863738700876,9
