,race_type,course_len,ground_state,class,avg_pop,pop_1_count,pop_2_count,pop_3_count,pop_4_count,pop_5_count,pop_6_count,pop_7_count,pop_8_count,pop_9_count,pop_10_count,pop_11_count,pop_12_count,pop_13_count,pop_14_count,pop_15_count,pop_16_count,pop_17_count,pop_18_count
0,芝,1200,全,all,5.66,74,53,59,41,36,28,26,16,11,10,9,6,8,4,2,1,0,0
1,芝,1200,良,all,5.74,56,39,41,29,27,24,19,12,7,8,8,4,8,4,1,1,0,0
2,芝,1200,稍重,all,5.54,13,9,11,9,4,4,2,2,4,2,1,2,0,0,0,0,0,0
3,芝,1200,重,all,6.42,5,4,6,2,4,0,3,2,0,0,0,0,0,0,1,0,0,0
4,芝,1200,不良,all,5.56,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
5,芝,1200,全,未勝利,5.2,14,11,13,10,7,4,6,3,2,0,3,1,1,0,0,0,0,0
6,芝,1200,良,未勝利,4.96,10,6,8,7,6,3,5,1,2,0,2,0,1,0,0,0,0,0
7,芝,1200,稍重,未勝利,6.02,3,2,3,2,0,1,0,2,0,0,1,1,0,0,0,0,0,0
8,芝,1200,重,未勝利,5.86,1,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
9,芝,1200,不良,未勝利,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,芝,1200,全,新馬,6.18,6,2,7,1,6,2,2,1,1,0,1,1,0,0,0,0,0,0
11,芝,1200,良,新馬,6.23,1,1,4,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0
12,芝,1200,稍重,新馬,6.61,4,1,3,1,2,1,1,0,1,0,0,1,0,0,0,0,0,0
13,芝,1200,重,新馬,7.64,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
14,芝,1200,不良,新馬,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,芝,1200,全,1勝クラス,6.03,8,10,9,4,3,4,5,3,1,1,0,0,0,0,0,0,0,0
16,芝,1200,良,1勝クラス,6.16,5,8,5,1,2,3,2,3,0,1,0,0,0,0,0,0,0,0
17,芝,1200,稍重,1勝クラス,5.76,2,2,3,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0
18,芝,1200,重,1勝クラス,5.27,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
19,芝,1200,不良,1勝クラス,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,芝,1200,全,2勝クラス,5.59,13,9,12,10,5,5,6,3,0,4,0,3,1,1,0,0,0,0
21,芝,1200,良,2勝クラス,5.69,9,7,9,8,4,4,5,3,0,3,0,3,1,1,0,0,0,0
22,芝,1200,稍重,2勝クラス,4.64,4,2,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
23,芝,1200,重,2勝クラス,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,芝,1200,不良,2勝クラス,6.46,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25,芝,1200,全,3勝クラス,4.88,8,6,2,5,3,2,0,1,2,0,0,0,2,2,0,0,0,0
26,芝,1200,良,3勝クラス,4.6,8,5,2,4,3,2,0,1,1,0,0,0,2,2,0,0,0,0
27,芝,1200,稍重,3勝クラス,9.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28,芝,1200,重,3勝クラス,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,芝,1200,不良,3勝クラス,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,芝,1200,全,オープン,5.9,16,12,14,7,8,8,5,5,3,3,3,1,4,1,2,1,0,0
31,芝,1200,良,オープン,6.27,14,9,11,5,5,8,4,4,2,2,3,1,4,1,1,1,0,0
32,芝,1200,稍重,オープン,5.9,0,1,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0
33,芝,1200,重,オープン,5.85,2,1,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
34,芝,1200,不良,オープン,4.67,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
35,芝,1400,全,all,5.88,102,89,71,63,56,44,38,26,17,18,9,7,7,6,6,2,0,0
36,芝,1400,良,all,5.83,80,69,50,46,43,37,30,17,13,14,8,5,6,6,4,1,0,0
37,芝,1400,稍重,all,6.14,15,13,7,8,8,3,3,5,3,3,1,1,0,0,1,1,0,0
38,芝,1400,重,all,6.05,6,5,11,7,4,4,3,3,0,0,0,1,1,0,0,0,0,0
39,芝,1400,不良,all,8.02,1,2,3,2,1,0,2,1,1,1,0,0,0,0,1,0,0,0
40,芝,1400,全,未勝利,4.9,24,21,17,10,13,11,9,5,4,4,2,2,1,2,1,0,0,0
41,芝,1400,良,未勝利,4.43,21,18,14,7,8,10,7,4,3,2,1,1,1,2,0,0,0,0
42,芝,1400,稍重,未勝利,6.72,2,2,0,2,3,0,1,0,1,2,1,0,0,0,1,0,0,0
43,芝,1400,重,未勝利,6.65,1,1,2,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0
44,芝,1400,不良,未勝利,6.92,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
45,芝,1400,全,新馬,5.08,11,8,6,11,11,5,2,0,2,2,0,1,1,0,0,0,0,0
46,芝,1400,良,新馬,5.29,8,6,3,8,8,3,1,0,2,2,0,0,1,0,0,0,0,0
47,芝,1400,稍重,新馬,5.4,3,2,1,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0
48,芝,1400,重,新馬,4.28,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
49,芝,1400,不良,新馬,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,芝,1400,全,1勝クラス,6.41,20,14,11,14,10,9,8,8,4,1,1,1,0,2,1,1,0,0
51,芝,1400,良,1勝クラス,6.22,15,12,7,8,8,7,7,3,2,1,1,1,0,2,1,0,0,0
52,芝,1400,稍重,1勝クラス,8.41,3,2,2,3,1,1,0,3,2,0,0,0,0,0,0,1,0,0
53,芝,1400,重,1勝クラス,6.6,2,0,2,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0
54,芝,1400,不良,1勝クラス,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,芝,1400,全,2勝クラス,6.13,16,12,15,9,13,5,5,3,0,5,1,1,1,1,0,0,0,0
56,芝,1400,良,2勝クラス,6.48,12,6,8,8,10,5,3,3,0,4,1,1,1,1,0,0,0,0
57,芝,1400,稍重,2勝クラス,4.91,3,3,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
58,芝,1400,重,2勝クラス,5.2,1,3,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
59,芝,1400,不良,2勝クラス,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,芝,1400,全,3勝クラス,6.87,7,8,5,6,3,5,4,8,2,1,2,0,1,1,1,0,0,0
61,芝,1400,良,3勝クラス,7.26,6,7,5,4,3,4,4,5,1,1,2,0,1,1,1,0,0,0
62,芝,1400,稍重,3勝クラス,5.66,1,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0
63,芝,1400,重,3勝クラス,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,芝,1400,不良,3勝クラス,11.45,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
65,芝,1400,全,オープン,6.44,18,19,14,9,5,7,8,1,5,4,3,2,3,0,3,1,0,0
66,芝,1400,良,オープン,6.6,13,14,10,7,5,6,7,1,5,3,3,2,2,0,2,1,0,0
67,芝,1400,稍重,オープン,3.42,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,芝,1400,重,オープン,6.53,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
69,芝,1400,不良,オープン,7.62,1,2,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
70,芝,1600,全,all,5.69,179,168,122,108,78,66,51,35,26,22,16,10,3,6,5,1,1,1
71,芝,1600,良,all,5.7,135,133,94,88,64,56,43,27,20,19,15,6,2,4,3,1,1,1
72,芝,1600,稍重,all,5.58,34,24,23,15,8,8,6,7,1,2,1,2,1,2,1,0,0,0
73,芝,1600,重,all,5.22,7,8,3,5,4,1,0,1,2,0,0,2,0,0,0,0,0,0
74,芝,1600,不良,all,6.43,3,3,2,0,2,1,2,0,3,1,0,0,0,0,1,0,0,0
75,芝,1600,全,未勝利,5.12,55,58,38,36,27,19,14,13,8,10,5,1,1,2,2,0,0,0
76,芝,1600,良,未勝利,5.06,38,40,28,24,19,19,12,10,6,9,5,1,1,1,1,0,0,0
77,芝,1600,稍重,未勝利,5.0,13,12,8,9,5,0,2,3,1,0,0,0,0,1,0,0,0,0
78,芝,1600,重,未勝利,3.34,2,4,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
79,芝,1600,不良,未勝利,7.28,2,2,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
80,芝,1600,全,新馬,5.23,29,25,14,14,13,11,8,5,6,2,3,3,0,0,1,1,0,0
81,芝,1600,良,新馬,5.11,21,19,10,13,9,8,5,4,3,2,2,1,0,0,1,1,0,0
82,芝,1600,稍重,新馬,4.26,4,3,2,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0
83,芝,1600,重,新馬,7.06,3,2,1,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0
84,芝,1600,不良,新馬,6.13,1,1,1,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0
85,芝,1600,全,1勝クラス,6.4,28,31,21,17,12,21,10,8,2,2,1,2,1,2,1,0,0,0
86,芝,1600,良,1勝クラス,6.45,22,26,16,12,12,17,10,8,2,1,1,0,1,1,0,0,0,0
87,芝,1600,稍重,1勝クラス,6.68,5,4,5,4,0,4,0,0,0,1,0,2,0,1,1,0,0,0
88,芝,1600,重,1勝クラス,6.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,芝,1600,不良,1勝クラス,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,芝,1600,全,2勝クラス,6.57,23,20,12,13,7,7,6,3,2,3,2,0,1,0,0,0,0,0
91,芝,1600,良,2勝クラス,6.56,17,17,9,12,6,5,6,2,2,3,2,0,0,0,0,0,0,0
92,芝,1600,稍重,2勝クラス,6.39,5,2,3,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
93,芝,1600,重,2勝クラス,6.75,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
94,芝,1600,不良,2勝クラス,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,芝,1600,全,3勝クラス,6.12,14,9,12,9,5,2,5,2,4,0,2,1,0,1,0,0,0,0
