,race_type,course_len,ground_state,class,avg_pop,pop_1_count,pop_2_count,pop_3_count,pop_4_count,pop_5_count,pop_6_count,pop_7_count,pop_8_count,pop_9_count,pop_10_count,pop_11_count,pop_12_count,pop_13_count,pop_14_count,pop_15_count,pop_16_count,pop_17_count,pop_18_count
0,芝,1200,全,all,5.78,160,112,89,77,70,71,53,27,31,29,20,14,8,7,4,0,0,0
1,芝,1200,良,all,5.74,128,89,70,59,53,55,44,25,23,24,18,7,6,5,4,0,0,0
2,芝,1200,稍重,all,5.77,24,12,10,11,10,8,6,1,5,2,1,4,1,1,0,0,0,0
3,芝,1200,重,all,6.59,7,8,5,6,4,7,3,0,2,1,1,2,1,1,0,0,0,0
4,芝,1200,不良,all,6.64,1,3,4,1,3,1,0,1,1,2,0,1,0,0,0,0,0,0
5,芝,1200,全,未勝利,4.77,22,22,14,13,10,8,5,3,3,2,2,3,1,0,0,0,0,0
6,芝,1200,良,未勝利,4.69,18,17,11,10,7,6,3,3,2,2,2,3,0,0,0,0,0,0
7,芝,1200,稍重,未勝利,5.5,2,3,3,3,3,1,1,0,1,0,0,0,1,0,0,0,0,0
8,芝,1200,重,未勝利,3.56,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
9,芝,1200,不良,未勝利,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,芝,1200,全,新馬,5.14,14,13,5,6,4,6,2,1,4,3,3,0,1,1,0,0,0,0
11,芝,1200,良,新馬,5.43,12,11,5,5,4,5,2,1,3,1,3,0,1,1,0,0,0,0
12,芝,1200,稍重,新馬,5.44,2,2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
13,芝,1200,重,新馬,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,芝,1200,不良,新馬,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,芝,1200,全,1勝クラス,5.64,29,25,20,17,12,18,11,1,4,5,4,1,1,2,0,0,0,0
16,芝,1200,良,1勝クラス,5.19,21,17,14,9,7,11,9,1,3,3,3,0,0,1,0,0,0,0
17,芝,1200,稍重,1勝クラス,4.54,6,2,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0
18,芝,1200,重,1勝クラス,6.75,1,5,2,5,2,3,1,0,1,1,1,0,1,1,0,0,0,0
19,芝,1200,不良,1勝クラス,6.37,1,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
20,芝,1200,全,2勝クラス,6.43,31,19,18,22,18,14,11,11,7,10,5,5,1,2,0,0,0,0
21,芝,1200,良,2勝クラス,6.41,26,14,15,20,12,11,9,10,6,10,5,3,1,2,0,0,0,0
22,芝,1200,稍重,2勝クラス,6.58,2,2,1,2,4,1,2,1,0,0,0,0,0,0,0,0,0,0
23,芝,1200,重,2勝クラス,5.67,3,1,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
