,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ルーパステソーロ,牡6,58.0,木幡巧,千葉,美浦,2018100995,01162,ゴールドシップ ,ハピネスフォーユー ,A.P. Indy ,-1.642158295030928,13
1,1,2,ウェットシーズン,セ3,57.0,三浦,田中博,美浦,2021110112,01122,Mendelssohn ,Season Maker ,Pioneerof the Nile ,-0.5843257476603632,7
2,2,3,フィフティシェビー,牡5,57.0,原優介,黒岩,美浦,2019110074,01184,Tapit (米) ,Stopchargingmaria (米) ,Tale of the Cat (米) ,-2.4216404486299012,15
3,2,4,セイウンマカロン,牝3,55.0,大野,千葉,美浦,2021107080,01096,ホッコータルマエ ,ニシノオマージュ ,ストリートセンス Street Sense(米) ,0.18414610038997029,3
4,3,5,フライヤートゥルー,牡4,58.0,石川,橋口,栗東,2020100297,01150,リアルスティール ,アンジュエ ,アグネスタキオン ,-0.10685051475114327,5
5,3,6,ネイビースター,牡4,58.0,菅原明,林,美浦,2020103795,01179,ドゥラメンテ ,メジロマリアン ,メジロベイリー ,-2.0095039937444135,14
6,4,7,ラフエイジアン,セ4,58.0,岩田康,中舘,美浦,2020104738,05203,アジアエクスプレス ,アラピンタ Alapinta(英) ,Medicean ,-0.35823910352291116,6
7,4,8,レオカクテル,牡6,58.0,丸田,萱野,美浦,2018106144,01117,タイムパラドックス ,レオフォーレンス ,フジキセキ ,-1.4055137603382835,11
8,5,9,ブーバー,牝4,56.0,江田照,新開,美浦,2020102840,00689,ロゴタイプ ,クードロア ,ハードスパン Hard Spun(米) ,-0.6617427390546422,8
9,5,10,アピーリングルック,牝3,55.0,北村宏,辻,美浦,2021104914,01043,パイロ Pyro(米) ,ブライトリビング ,ワイルドラッシュ Wild Rush(米) ,0.6286342864088117,1
10,6,11,キュピドン,牡4,58.0,横山和,森秀,栗東,2020110065,01140,American Pharoah (米) ,Chocolate Pop ,Cuvee ,-3.059692703910007,16
11,6,12,コスモコラッジョ,牡6,58.0,松岡,嘉藤,美浦,2018106035,01085,シンボリクリスエス ,マイネフェリックス ,アグネスデジタル ,-1.00766498022601,9
12,7,13,レオスパーク,牡3,57.0,石橋脩,牧,美浦,2021102658,01077,カレンブラックヒル ,ミヤビキャッスル ,マンハッタンカフェ ,-1.530116939778586,12
13,7,14,ルージュスタニング,牝3,55.0,マーカンド,友道,栗東,2021105775,05626,Into Mischief ,ボインビューティー Boyne Beauty(米) ,Giant's Causeway (米) ,0.03527046649689699,4
14,8,15,コブラ,牡5,58.0,横山武,菊沢,美浦,2019102654,01170,ダノンレジェンド ,インマイラヴ ,ダンスインザダーク ,0.33116921184666326,2
15,8,16,オセアバトルプラン,牡4,58.0,田辺,菊川,美浦,2020100060,01075,バトルプラン Battle Plan(米) ,プレミアステイタス ,タニノギムレット ,-1.3582365256797035,10
