,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,フェリアフローレス,牝2,55.0,小林凌,小西,美浦,2022104215,01177,ミッキーアイル ,プレザントケイプ Pleasant Cape(英) ,Cape Cross ,0.46807181484632493,1
1,1,2,ヘヴンリーゴール,牡2,56.0,松岡,戸田,美浦,2022101194,01085,ロードカナロア ,キストゥヘヴン ,アドマイヤベガ ,-0.6480171893811195,6
2,2,3,ブドワールドール,牝2,55.0,横山和,西田,美浦,2022105843,01140,オルフェーヴル ,プペフラッシュ ,Elusive Quality ,-1.9711580058492055,12
3,2,4,フォルトレス,牝2,55.0,菅原明,国枝,美浦,2022110037,01179,Invincible Spirit (愛) ,サマーフレア ,Dubawi ,-0.7264222505621211,7
4,3,5,ウェルカムホーム,牝2,55.0,津村,水野,美浦,2022105240,01092,スワーヴリチャード ,ウェルカムヒア ,マクフィ Makfi(英) ,-2.63863205051513,15
5,3,6,マルターズヴェロス,牡2,56.0,田辺,手塚,美浦,2022101066,01075,キズナ ,トップオブドーラ ,Grand Slam ,-2.3596325481947513,14
6,4,7,ミステンザン,牝2,52.0,▲石神道,和田郎,美浦,2022104434,01209,オルフェーヴル ,テンザンコノハナ ,カリズマティック Charismatic(米) ,-2.205969439516188,13
7,4,8,ニューエラ,牝2,55.0,石川,池上,美浦,2022106615,01150,ルーラーシップ ,アングルティール ,ディープインパクト ,-0.5722330702635521,5
8,5,9,アルメントフーベル,牝2,55.0,マーカンド,宮田,美浦,2022104616,05626,サートゥルナーリア ,アメリ ,Distorted Humor (米) ,-0.3561986248709672,2
9,5,10,マテンロウバディ,牡2,56.0,吉田豊,久保田,美浦,2022106536,00733,サートゥルナーリア ,パッシフローラ ,ディープインパクト ,-0.8660274675403514,8
10,6,11,コウユーラッセーラ,牡2,56.0,内田博,辻,美浦,2022109055,00422,カレンブラックヒル ,ウィストラム ,フレンチデピュティ French Deputy(米) ,-0.36596192070381606,3
11,6,12,リヴァスピナー,牡2,56.0,杉原,田村,美浦,2022103038,01135,サトノダイヤモンド ,フィンランディア Finlandia(英) ,シングスピール Singspiel(愛) ,-3.4676237566081363,16
12,7,13,モティスフォント,牡2,56.0,横山武,田村,美浦,2022104953,01170,モーリス ,バンゴール ,キングカメハメハ ,-1.0441755697555233,10
13,7,14,レッドレントラー,牡2,56.0,丹内,林,美浦,2022103839,01091,サトノアラジン ,レッドアクトレス ,スクリーンヒーロー ,-1.5989169233304514,11
14,8,15,ヴィアツァ,牝2,51.0,★小林美,清水英,美浦,2022106766,01206,ダノンバラード ,ヴィオトポス ,マツリダゴッホ ,-0.5561112258760617,4
15,8,16,コンヴァージョン,牡2,56.0,丸田,上原博,美浦,2022110092,01117,カラヴァッジオ ,ウィズハーアフェクション ,Uncle Mo (米) ,-0.9046142949169832,9
