,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,エールヴィリース,牡3,57.0,菱田,橋口,栗東,2022104225,01144,ワンアンドオンリー ,エムエヌメロディー ,グラスワンダー ,-4.451844163000148,9
1,2,2,ハックルベリー,牡3,57.0,田口,加藤公,栗東,2022101933,01208,ダンカーク Dunkirk(米) ,キャンティユッキ ,マヤノトップガン ,-1.0590873780762582,2
2,3,3,サルタール,セ3,57.0,鮫島駿,小崎,栗東,2022106617,01157,マジェスティックウォリアー Majestic Warrior(米) ,イグレット ,Distorted Humor (米) ,-1.4410661115259076,3
3,3,4,ジョーエルピーゾ,牡3,54.0,▲柴田裕,松下,栗東,2022100783,01212,エスポワールシチー ,ジョーゲルダ ,オペラハウス Opera House(英) ,-3.520013051573427,5
4,4,5,ホウショウビフウ,牝3,52.0,▲鷲頭,井上,栗東,2022107240,01202,ゴールドシップ ,ホウショウワールド ,Sky Classic ,-5.176338104981707,13
5,4,6,クロシオカレント,牡3,57.0,岩田康,東田,栗東,2022105572,05203,ブリックスアンドモルタル Bricks and Mortar(米) ,レッドサクヤ ,ディープインパクト ,-4.400474669902802,8
6,5,7,ピエナアイル,牡3,53.0,★河原田,渡辺,栗東,2022101593,01204,ミッキーアイル ,セトノフラッパー ,タイキシャトル ,-3.9989506142488733,6
7,5,8,ナムラエン,牝3,55.0,団野,長谷川,栗東,2022102898,01180,リアルスティール ,ナムラアン ,エンパイアメーカー Empire Maker(米) ,-4.122550493432218,7
8,6,9,カンタカナリート,牡3,57.0,加藤,小椋,栗東,2022105630,01156,ルヴァンスレーヴ ,クリムパルフェ ,ナカヤマフェスタ ,-0.5056851796664006,1
9,6,10,ペプチドモガミ,セ3,54.0,▲森田,武英,栗東,2022101270,01222,コパノリッキー ,ペプチドセマム ,エンパイアメーカー Empire Maker(米) ,-4.53982184467565,11
10,7,11,サルファー,牡3,57.0,国分恭,西園翔,栗東,2022101673,01124,パイロ Pyro(米) ,ノヴィア ,Hard Spun (米) ,-4.855804071734077,12
11,7,12,オリジナルファイン,牝3,54.0,☆吉村,清水久,栗東,2022102906,01216,パイロ Pyro(米) ,ヒラボクビジン ,ブライアンズタイム Brian's Time(米) ,-4.522415202217425,10
12,8,13,ルシャリオ,牡3,54.0,▲田山,新谷,栗東,2022107248,01220,シルバーステート ,スプレンダー ,ファンタスティックライト Fantastic Light(米) ,-5.610717638794652,14
13,8,14,マテンロウシルビア,牝3,55.0,太宰,四位,栗東,2022104963,01037,ルーラーシップ ,パーシーズベスト ,ディープインパクト ,-2.574012230906275,4
