,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ブラックシールド,牡6,53.0,内田博,小栗,栗東,2019105197,00422,キタサンブラック ,ゴールドエッセンス ,キングカメハメハ ,-1.39645246220315,7
1,2,2,メイテソーロ,牡5,54.0,木幡巧,武市,美浦,2020101198,01162,ミッキーロケット ,フリップフロップ ,リンカーン ,-3.037601630785806,12
2,3,3,ベラジオボンド,牡4,56.0,横山和,上村,栗東,2021105117,01140,ロードカナロア ,ダンサーデスティネイション Dancer Destination(英) ,Dubai Destination ,2.418685771376391,1
3,4,4,シヴァース,牡4,55.0,Ｍデムーロ,友道,栗東,2021105423,05212,モーリス ,ヴィブロス ,ディープインパクト ,-1.364786522611996,6
4,5,5,ルドヴィクス,牡7,56.0,幸,久保田,美浦,2018105213,00732,モーリス ,ピーチブローフィズ ,シンボリクリスエス ,-0.40398367078155545,3
5,5,6,コスモサガルマータ,牡5,55.0,石川,嘉藤,美浦,2020103881,01150,ヴィクトワールピサ ,エーソングフォー ,More Than Ready ,-0.4551722125914406,4
6,6,7,フェミナフォルテ,牝5,53.0,横山琉,小島,美浦,2020103920,01192,エピファネイア ,ナンヨーユナ ,ジャングルポケット ,-1.7679977499670736,8
7,6,8,エイカイマッケンロ,牡6,55.0,松若,藤原,栗東,2019104800,01154,ロードカナロア ,ダイワミランダ ,ハービンジャー Harbinger(英) ,-1.2073816451865838,5
8,7,9,コスモシャングリラ,牝5,52.0,柴田大,水野,美浦,2020103562,01009,ハーツクライ ,ファディラー Fadillah(英) ,Monsun ,-1.8406309103244851,9
9,7,10,ナイトインロンドン,牡5,56.0,キング,大竹,美浦,2020101152,05643,グレーターロンドン ,ムーンハウリング ,メジロマックイーン ,-0.3765625292081507,2
10,8,11,アスクカムオンモア,牡4,56.0,横山武,藤原,栗東,2021105236,01170,ブリックスアンドモルタル Bricks and Mortar(米) ,マキシマムドパリ ,キングカメハメハ ,-2.8174806273106405,11
11,8,12,ディマイザキッド,牡4,56.0,岩田望,清水英,美浦,2021104324,01174,ディーマジェスティ ,ミスミーチャン ,ファスリエフ Fasliyev(米) ,-1.8755714012887166,10
