race_type,course_len,ground_state,class,枠番,1着,2着,3着,着外
ダート,1300,不良,1勝クラス,1,0,0,1,5
ダート,1300,不良,1勝クラス,2,0,1,0,5
ダート,1300,不良,1勝クラス,3,1,0,0,5
ダート,1300,不良,1勝クラス,4,0,0,2,4
ダート,1300,不良,1勝クラス,5,1,1,0,5
ダート,1300,不良,1勝クラス,6,2,1,0,5
ダート,1300,不良,1勝クラス,7,0,1,0,7
ダート,1300,不良,1勝クラス,8,0,0,1,7
ダート,1300,不良,2勝クラス,1,0,0,0,4
ダート,1300,不良,2勝クラス,2,0,0,1,3
ダート,1300,不良,2勝クラス,3,0,1,0,3
ダート,1300,不良,2勝クラス,4,1,0,1,2
ダート,1300,不良,2勝クラス,5,1,0,0,3
ダート,1300,不良,2勝クラス,6,0,1,0,3
ダート,1300,不良,2勝クラス,7,0,0,0,4
ダート,1300,不良,2勝クラス,8,0,0,0,4
ダート,1300,不良,all,1,1,1,2,21
ダート,1300,不良,all,2,1,1,2,21
ダート,1300,不良,all,3,2,1,0,23
ダート,1300,不良,all,4,2,0,5,19
ダート,1300,不良,all,5,3,4,1,18
ダート,1300,不良,all,6,4,2,1,21
ダート,1300,不良,all,7,0,3,1,24
ダート,1300,不良,all,8,1,2,2,22
ダート,1300,不良,未勝利,1,1,1,1,12
ダート,1300,不良,未勝利,2,1,0,1,13
ダート,1300,不良,未勝利,3,1,0,0,15
ダート,1300,不良,未勝利,4,1,0,2,13
ダート,1300,不良,未勝利,5,1,3,1,10
ダート,1300,不良,未勝利,6,2,0,1,13
ダート,1300,不良,未勝利,7,0,2,1,13
ダート,1300,不良,未勝利,8,1,2,1,11
ダート,1300,全,1勝クラス,1,1,5,7,45
ダート,1300,全,1勝クラス,2,4,6,4,46
ダート,1300,全,1勝クラス,3,7,3,4,50
ダート,1300,全,1勝クラス,4,5,1,5,54
ダート,1300,全,1勝クラス,5,3,3,3,57
ダート,1300,全,1勝クラス,6,7,3,3,55
ダート,1300,全,1勝クラス,7,5,9,5,50
ダート,1300,全,1勝クラス,8,3,5,4,57
ダート,1300,全,2勝クラス,1,4,0,2,47
ダート,1300,全,2勝クラス,2,0,5,3,45
ダート,1300,全,2勝クラス,3,4,2,6,42
ダート,1300,全,2勝クラス,4,7,3,2,43
ダート,1300,全,2勝クラス,5,7,6,3,41
ダート,1300,全,2勝クラス,6,1,5,4,48
ダート,1300,全,2勝クラス,7,4,4,5,45
ダート,1300,全,2勝クラス,8,2,4,4,48
ダート,1300,全,3勝クラス,1,0,0,0,10
ダート,1300,全,3勝クラス,2,0,1,1,9
ダート,1300,全,3勝クラス,3,0,0,0,11
ダート,1300,全,3勝クラス,4,1,0,0,10
ダート,1300,全,3勝クラス,5,1,2,2,7
ダート,1300,全,3勝クラス,6,2,0,1,9
ダート,1300,全,3勝クラス,7,1,3,1,7
ダート,1300,全,3勝クラス,8,1,0,1,10
ダート,1300,全,all,1,21,21,24,263
ダート,1300,全,all,2,20,32,24,263
ダート,1300,全,all,3,22,13,20,289
ダート,1300,全,all,4,30,15,23,284
ダート,1300,全,all,5,19,30,18,290
ダート,1300,全,all,6,24,21,28,287
ダート,1300,全,all,7,22,29,23,287
ダート,1300,全,all,8,24,21,22,293
