,race_type,course_len,ground_state,class,avg_pop,pop_1_count,pop_2_count,pop_3_count,pop_4_count,pop_5_count,pop_6_count,pop_7_count,pop_8_count,pop_9_count,pop_10_count,pop_11_count,pop_12_count,pop_13_count,pop_14_count,pop_15_count,pop_16_count,pop_17_count,pop_18_count
0,芝,1200,全,all,6.15,14,10,13,7,10,5,5,4,3,0,1,0,0,2,1,0,0,0
1,芝,1200,良,all,6.32,10,6,11,5,7,5,3,4,2,0,1,0,0,2,1,0,0,0
2,芝,1200,稍重,all,5.6,4,4,2,2,3,0,2,0,1,0,0,0,0,0,0,0,0,0
3,芝,1200,重,all,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,芝,1200,不良,all,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,芝,1200,全,未勝利,4.44,3,2,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
6,芝,1200,良,未勝利,4.44,3,2,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
7,芝,1200,稍重,未勝利,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,芝,1200,重,未勝利,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,芝,1200,不良,未勝利,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,芝,1200,全,新馬,7.22,2,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0
11,芝,1200,良,新馬,8.33,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
12,芝,1200,稍重,新馬,6.1,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
13,芝,1200,重,新馬,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,芝,1200,不良,新馬,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,芝,1200,全,1勝クラス,6.61,2,3,3,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0
16,芝,1200,良,1勝クラス,6.88,1,1,3,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0
17,芝,1200,稍重,1勝クラス,6.21,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
18,芝,1200,重,1勝クラス,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,芝,1200,不良,1勝クラス,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,芝,1200,全,2勝クラス,5.74,3,1,3,1,3,1,1,0,1,0,1,0,0,0,0,0,0,0
21,芝,1200,良,2勝クラス,5.74,3,1,3,1,3,1,1,0,1,0,1,0,0,0,0,0,0,0
22,芝,1200,稍重,2勝クラス,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,芝,1200,重,2勝クラス,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,芝,1200,不良,2勝クラス,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,芝,1200,全,3勝クラス,6.09,3,0,1,2,1,1,0,2,1,0,0,0,0,0,1,0,0,0
26,芝,1200,良,3勝クラス,6.88,2,0,1,1,0,1,0,2,1,0,0,0,0,0,1,0,0,0
27,芝,1200,稍重,3勝クラス,3.75,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28,芝,1200,重,3勝クラス,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,芝,1200,不良,3勝クラス,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,芝,1200,全,オープン,6.95,1,2,1,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0
31,芝,1200,良,オープン,7.8,1,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0
32,芝,1200,稍重,オープン,5.25,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33,芝,1200,重,オープン,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,芝,1200,不良,オープン,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,芝,1400,全,all,5.55,21,18,14,18,10,7,5,5,3,1,2,0,3,1,0,0,0,0
36,芝,1400,良,all,5.44,17,14,11,15,8,7,4,3,3,1,2,0,2,0,0,0,0,0
37,芝,1400,稍重,all,6.59,3,3,1,2,1,0,1,2,0,0,0,0,1,1,0,0,0,0
38,芝,1400,重,all,4.53,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39,芝,1400,不良,all,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,芝,1400,全,未勝利,4.91,6,3,2,4,3,0,0,1,1,0,0,0,0,1,0,0,0,0
41,芝,1400,良,未勝利,4.91,4,1,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0
42,芝,1400,稍重,未勝利,4.9,1,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
43,芝,1400,重,未勝利,4.91,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44,芝,1400,不良,未勝利,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,芝,1400,全,新馬,5.15,5,3,1,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0
46,芝,1400,良,新馬,5.15,5,3,1,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0
47,芝,1400,稍重,新馬,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,芝,1400,重,新馬,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,芝,1400,不良,新馬,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,芝,1400,全,1勝クラス,6.26,4,3,2,3,4,1,2,2,1,1,0,0,1,0,0,0,0,0
51,芝,1400,良,1勝クラス,5.38,2,2,1,2,4,1,1,0,1,1,0,0,0,0,0,0,0,0
52,芝,1400,稍重,1勝クラス,7.72,2,1,1,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0
53,芝,1400,重,1勝クラス,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,芝,1400,不良,1勝クラス,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,芝,1400,全,2勝クラス,5.32,4,2,4,4,2,3,1,0,0,0,0,0,1,0,0,0,0,0
56,芝,1400,良,2勝クラス,5.51,4,1,3,3,2,3,1,0,0,0,0,0,1,0,0,0,0,0
57,芝,1400,稍重,2勝クラス,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,芝,1400,重,2勝クラス,4.15,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,芝,1400,不良,2勝クラス,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,芝,1400,全,3勝クラス,6.83,1,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0
61,芝,1400,良,3勝クラス,6.83,1,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0
62,芝,1400,稍重,3勝クラス,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,芝,1400,重,3勝クラス,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,芝,1400,不良,3勝クラス,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,芝,1400,全,オープン,4.99,1,5,4,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0
66,芝,1400,良,オープン,4.99,1,5,4,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0
67,芝,1400,稍重,オープン,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,芝,1400,重,オープン,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,芝,1400,不良,オープン,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,芝,1600,全,all,5.92,34,35,21,19,22,16,7,5,3,7,4,2,2,0,0,0,0,0
71,芝,1600,良,all,5.55,28,24,18,12,16,12,6,4,1,5,2,1,0,0,0,0,0,0
72,芝,1600,稍重,all,7.09,5,9,3,5,5,4,0,1,1,2,2,1,1,0,0,0,0,0
73,芝,1600,重,all,6.14,1,2,0,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0
74,芝,1600,不良,all,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,芝,1600,全,未勝利,5.49,11,11,4,5,7,4,3,0,0,1,3,1,1,0,0,0,0,0
76,芝,1600,良,未勝利,5.23,9,8,4,4,5,4,3,0,0,1,1,0,0,0,0,0,0,0
77,芝,1600,稍重,未勝利,6.33,2,3,0,1,2,0,0,0,0,0,2,1,1,0,0,0,0,0
78,芝,1600,重,未勝利,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,芝,1600,不良,未勝利,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,芝,1600,全,新馬,6.88,4,5,5,4,4,2,0,1,0,0,1,1,0,0,0,0,0,0
81,芝,1600,良,新馬,6.09,4,4,5,3,3,2,0,1,0,0,1,1,0,0,0,0,0,0
82,芝,1600,稍重,新馬,13.2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
83,芝,1600,重,新馬,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,芝,1600,不良,新馬,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
