,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,アレクサ,牡5,56.0,斎藤,斎藤誠,美浦,2020100189,01178,リアルスティール ,アルテーロ ,ハービンジャー Harbinger(英) ,-0.21870976432120748,6
1,2,2,スマートプレシャス,牝4,53.0,田中健,中村,栗東,2021103939,01114,リアルインパクト ,シーオーク ,キングカメハメハ ,-0.5837865651354969,8
2,2,3,フリーマントル,牡4,55.0,吉田隼,斎藤誠,美浦,2021104868,01095,オンファイア ,デルマトモエゴゼン ,キングカメハメハ ,-0.7605172093642669,10
3,3,4,デルマタモン,牡7,54.0,横山琉,勢司,美浦,2018100976,01192,コパノリッキー ,マキシムカフェ ,マンハッタンカフェ ,-3.062640547842252,15
4,3,5,テーオードラッカー,牡4,55.0,亀田,高柳大,栗東,2021102244,01176,ホッコータルマエ ,メイショウキラリ ,マンハッタンカフェ ,2.6355435197245716,1
5,4,6,ユメハハテシナク,牡5,56.0,丹内,石坂,栗東,2020106399,01091,ゴールドシップ ,メイショウタラチネ ,メイショウボーラー ,-1.424247475711357,13
6,4,7,メイショウジェンマ,牡5,55.0,角田和,飯田,栗東,2020106491,01186,サンダースノー Thunder Snow(愛) ,レディロックバンド ,マンハッタンカフェ ,0.47655049744038513,4
7,5,8,メイショウリリー,牝4,54.0,藤懸,高橋忠,栗東,2021103209,01138,シャンハイボビー Shanghai Bobby(米) ,トレノトマト ,デヒア Dehere(米) ,-0.6057617173380235,9
8,5,9,テーオールビー,牝4,54.0,丸田,宮,栗東,2021109027,01117,ダノンレジェンド ,コパノビジン ,ゴールドアリュール ,1.3204065840215344,2
9,6,10,トゥピ,牝5,52.0,小林美,田村,美浦,2020106776,01206,キタサンブラック ,ミヤジレリゴー ,キングカメハメハ ,-0.7790252159566828,11
10,6,11,プウスカンドゥール,牝5,51.0,長浜,坂口,栗東,2020104791,01214,シニスターミニスター Sinister Minister(米) ,エクディス ,クロフネ ,-1.7070695992392557,14
11,7,12,コパノエビータ,牝4,52.0,嶋田,手塚久,美浦,2021102219,01134,,,,-1.3491834662689346,12
12,7,13,アルベリック,牡4,54.0,柴田裕,中竹,栗東,2021101554,01212,,,,-0.3156996075973088,7
13,8,14,ミヤジレガリア,牝5,54.0,菱田,鈴木孝,栗東,2020100996,01144,,,,0.11621886931896773,5
14,8,15,プレイサーゴールド,牡5,56.0,小沢,今野,栗東,2020100053,01185,,,,1.2058037018958936,3
