,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,タイゲン,牡6,55.0,池添,平田,栗東,2019105413,01032,アジアエクスプレス ,ベッライリス ,ディープインパクト ,-1.3176696365065839,13
1,1,2,リフレクトザムーン,牝4,51.0,小林凌,尾形,美浦,2021104635,01177,シルバーステート ,ミスエンピリカル ,プリサイスエンド Precise End(米) ,-2.8431221038282555,16
2,2,3,レアンダー,牡4,54.0,石川,大根田,栗東,2021100836,01150,ニューイヤーズデイ ,キャットコイン ,ステイゴールド ,-1.6890283585745314,15
3,2,4,フラッパールック,牝5,52.0,北村宏,林,美浦,2020103127,01043,ロゴタイプ ,ディオベルタ ,フジキセキ ,-0.36572302326851186,9
4,3,5,グロッシェン,牡4,56.0,横山武,宮田,美浦,2021104844,01170,ロードカナロア ,ファイブスター ,クロフネ ,0.7292336205238218,2
5,3,6,サンライズグルーヴ,牡5,55.0,菅原明,前川,栗東,2020104793,01179,ディスクリートキャット Discreet Cat(米) ,ジョディーズロマン ,サムライハート ,-0.7175059528172012,11
6,4,7,ポワンキュルミナン,牡5,55.0,ディー,岡田,栗東,2020102955,05674,Mendelssohn ,Season Maker ,Pioneerof the Nile ,-0.4986282494045019,10
7,4,8,ソレルビュレット,牡4,56.0,ルメール,宮田,美浦,2021110061,05339,Justify (米) ,Guest House ,Ghostzapper ,0.5110438692624755,4
8,5,9,ナイトアクアリウム,牡5,57.0,長岡,杉山佳,栗東,2020103005,01142,サトノクラウン ,エーシンリターンズ ,キングカメハメハ ,0.2885366253449834,6
9,5,10,ダノンザボルケーノ,牡4,56.0,横山和,菊沢,美浦,2021101478,01140,,,,0.802262227455825,1
10,6,11,ジョディーズマロン,牡7,57.0,戸崎圭,北出,栗東,2018101989,05386,,,,0.4802131915189625,5
11,6,12,ゴッドブルービー,牡5,57.0,浜中,角田,栗東,2020106063,01115,,,,0.5846347763238412,3
12,7,13,プラーヴィ,セ5,55.0,松山,黒岩,美浦,2020101905,01126,,,,-0.893143056704085,12
13,7,14,ウェットシーズン,セ4,56.0,三浦,田中博,美浦,2021110112,01122,,,,0.1682183414147914,8
14,8,15,ラップスター,牡5,55.0,武豊,森秀,栗東,2020110104,00666,,,,-1.6720502528985013,14
15,8,16,エイシンレジューム,牡5,55.0,内田博,中尾,栗東,2020106518,00422,,,,0.1993870527156324,7
