,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,コーシューパンジャ,牡3,57.0,北村宏,勢司,美浦,2022102769,01043,ゴールドドリーム ,ココクイーン ,キングカメハメハ ,-3.287276625463366,16
1,1,2,エクストラチャージ,牝3,55.0,三浦,田村,美浦,2022110096,01122,Maclean's Music ,Elarose ,Storm Cat (米) ,-1.3760091422910097,6
2,2,3,ワカギミ,牡3,57.0,江田照,佐藤吉,美浦,2022103871,00689,ディーマジェスティ ,チークハート ,アグネスデジタル ,-1.4219170691237983,8
3,2,4,クラウンハート,牡3,57.0,石川,相沢,美浦,2022106071,01150,シニスターミニスター Sinister Minister(米) ,ノーブルクラウン ,ゼンノロブロイ ,-0.08742490979432684,3
4,3,5,テーオーライマン,牡3,56.0,☆高杉,宮,栗東,2022103186,01213,ダノンバラード ,テンキセキ ,アグネスデジタル ,-1.4261791210127035,9
5,3,6,ヘビーキュー,牡3,57.0,原,矢嶋,美浦,2022101156,01184,コパノリッキー ,メイルストローム ,シンボリクリスエス ,-1.446646037275617,10
6,4,7,アイアムイチバン,牡3,57.0,松岡,奥平,美浦,2022103183,01085,パイロ Pyro(米) ,アイアムネフライト ,アグネスタキオン ,-0.9038167616362159,4
7,4,8,アイファーシャドー,牡3,55.0,△長浜,根本,美浦,2022104259,01214,ビーチパトロール Beach Patrol(米) ,ヴィオローネ ,ルーラーシップ ,-2.6836318728884314,15
8,5,9,アラスカフレイバー,牡3,57.0,戸崎圭,松永康,美浦,2022101188,05386,リアルスティール ,クインズアダマン ,チチカステナンゴ Chichicastenango(仏) ,-1.1814893952217944,5
9,5,10,グルナルーフス,牡3,57.0,宮崎,中川,美浦,2022103012,01118,ブルドッグボス ,カルブンクルス ,スタチューオブリバティ Statue of Liberty(米) ,-1.8385507408238495,12
10,6,11,ミスティマウンテン,牡3,57.0,横山武,池上,美浦,2022101684,01170,サンダースノー Thunder Snow(愛) ,ブルーミスト ,スクリーンヒーロー ,-2.1946995503169897,13
11,6,12,アリアルブラック,牡3,57.0,菅原明,久保田,美浦,2022105278,01179,ロゴタイプ ,オープンユアアイズ ,ヴィクトワールピサ ,0.21693734514561047,2
12,7,13,ファリア,牡3,57.0,佐々木,土田,美浦,2022106894,01197,メイショウボーラー ,ポルカマズルカ ,ティンバーカントリー Timber Country(米) ,-1.819477454268447,11
13,7,14,ガストフロント,牡3,57.0,武藤,水野,美浦,2022103029,01169,ロジャーバローズ ,ディアジーローズ ,ワイルドラッシュ Wild Rush(米) ,-2.459554294348847,14
14,8,15,フクノジョヴァンニ,牝3,55.0,ディー,伊藤圭,美浦,2022106914,03,ルヴァンスレーヴ ,タケノローマン ,キングカメハメハ ,0.22980013967194932,1
15,8,16,リネンプリンセス,牝3,55.0,丸田,南田,美浦,2022101184,01117,リアルインパクト ,リネンパズル ,パラダイスクリーク Paradise Creek(米) ,-1.4179834674648166,7
