,race_type,course_len,ground_state,class,avg_frame,avg_horse,total_winners,frame_1_wins,frame_2_wins,frame_3_wins,frame_4_wins,frame_5_wins,frame_6_wins,frame_7_wins,frame_8_wins,horse_1_wins,horse_2_wins,horse_3_wins,horse_4_wins,horse_5_wins,horse_6_wins,horse_7_wins,horse_8_wins,horse_9_wins,horse_10_wins,horse_11_wins,horse_12_wins,horse_13_wins,horse_14_wins,horse_15_wins,horse_16_wins,horse_17_wins,horse_18_wins
0,芝,1000,全,all,7.0,11.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,芝,1000,良,all,7.0,11.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,芝,1000,稍重,all,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,芝,1000,重,all,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,芝,1000,不良,all,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,芝,1000,全,未勝利,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,芝,1000,良,未勝利,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,芝,1000,稍重,未勝利,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,芝,1000,重,未勝利,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,芝,1000,不良,未勝利,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,芝,1000,全,新馬,7.0,11.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11,芝,1000,良,新馬,7.0,11.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12,芝,1000,稍重,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,芝,1000,重,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,芝,1000,不良,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,芝,1000,全,1勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,芝,1000,良,1勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,芝,1000,稍重,1勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,芝,1000,重,1勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,芝,1000,不良,1勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,芝,1000,全,2勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,芝,1000,良,2勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,芝,1000,稍重,2勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,芝,1000,重,2勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,芝,1000,不良,2勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,芝,1000,全,3勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,芝,1000,良,3勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,芝,1000,稍重,3勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,芝,1000,重,3勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,芝,1000,不良,3勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,芝,1000,全,オープン,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,芝,1000,良,オープン,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,芝,1000,稍重,オープン,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,芝,1000,重,オープン,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,芝,1000,不良,オープン,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,芝,1200,全,all,4.96,7.95,183,27,14,11,15,28,29,24,35,20,12,12,11,11,13,6,9,16,8,12,14,8,13,12,6,0,0
36,芝,1200,良,all,4.77,7.43,133,22,10,8,12,20,24,17,20,16,10,9,9,8,11,5,5,13,5,10,11,5,10,3,3,0,0
37,芝,1200,稍重,all,5.77,9.91,41,4,4,3,3,7,4,3,13,4,1,3,2,3,2,1,2,2,3,1,3,3,1,7,3,0,0
38,芝,1200,重,all,6.62,11.31,9,1,0,0,0,1,1,4,2,0,1,0,0,0,0,0,2,1,0,1,0,0,2,2,0,0,0
39,芝,1200,不良,all,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,芝,1200,全,未勝利,4.56,6.83,61,11,5,4,4,14,9,7,7,8,4,4,6,5,4,3,4,6,3,4,5,0,2,2,1,0,0
41,芝,1200,良,未勝利,4.51,6.44,43,9,3,2,4,9,6,5,5,6,4,3,5,3,3,2,3,5,0,2,4,0,1,1,1,0,0
42,芝,1200,稍重,未勝利,4.61,7.89,16,2,2,2,0,5,2,1,2,2,0,1,1,2,1,1,0,1,3,1,1,0,1,1,0,0,0
43,芝,1200,重,未勝利,6.5,9.5,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
44,芝,1200,不良,未勝利,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,芝,1200,全,新馬,6.2,7.05,14,0,1,0,2,1,5,1,4,0,1,0,1,2,4,2,1,1,0,0,0,0,1,0,1,0,0
46,芝,1200,良,新馬,6.4,7.65,11,0,1,0,2,0,4,1,3,0,1,0,1,1,3,2,1,1,0,0,0,0,1,0,0,0,0
47,芝,1200,稍重,新馬,6.33,9.0,3,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
48,芝,1200,重,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,芝,1200,不良,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,芝,1200,全,1勝クラス,4.97,8.61,44,8,3,3,2,5,9,3,11,6,4,4,1,0,0,1,0,6,1,4,6,3,0,5,3,0,0
51,芝,1200,良,1勝クラス,4.75,7.92,30,5,3,2,2,3,8,3,4,4,3,3,1,0,0,1,0,4,1,4,5,2,0,1,1,0,0
52,芝,1200,稍重,1勝クラス,6.14,11.11,11,2,0,1,0,1,1,0,6,2,0,1,0,0,0,0,0,1,0,0,1,1,0,3,2,0,0
53,芝,1200,重,1勝クラス,5.5,10.25,3,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
54,芝,1200,不良,1勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,芝,1200,全,2勝クラス,5.21,8.79,33,5,2,2,3,4,1,8,8,5,0,2,1,1,3,0,3,2,2,1,2,1,7,3,0,0,0
56,芝,1200,良,2勝クラス,5.24,8.76,25,5,1,2,1,4,1,6,5,5,0,1,1,1,3,0,0,2,2,1,1,0,7,1,0,0,0
57,芝,1200,稍重,2勝クラス,5.62,10.25,6,0,1,0,2,0,0,1,2,0,0,1,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0
58,芝,1200,重,2勝クラス,7.5,11.5,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
59,芝,1200,不良,2勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,芝,1200,全,3勝クラス,6.17,11.33,6,0,0,1,0,1,1,1,2,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0
61,芝,1200,良,3勝クラス,5.8,10.6,5,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
62,芝,1200,稍重,3勝クラス,8.0,15.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
63,芝,1200,重,3勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,芝,1200,不良,3勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,芝,1200,全,オープン,4.72,8.06,25,3,3,1,4,3,4,4,3,1,3,1,2,3,2,0,1,1,1,2,1,3,3,1,0,0,0
66,芝,1200,良,オープン,4.23,7.09,19,3,2,1,3,3,4,1,2,1,2,1,1,3,2,0,1,1,1,2,1,2,1,0,0,0,0
67,芝,1200,稍重,オープン,5.25,8.5,4,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
68,芝,1200,重,オープン,7.0,14.0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
69,芝,1200,不良,オープン,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,芝,1500,全,all,4.79,6.4,142,13,12,21,14,19,27,20,16,13,12,14,12,12,9,14,14,13,7,7,6,5,4,0,0,0,0
71,芝,1500,良,all,4.72,6.37,103,11,11,15,8,14,17,13,14,11,11,10,8,8,6,9,7,10,5,4,5,5,4,0,0,0,0
72,芝,1500,稍重,all,5.11,6.4,31,2,1,5,5,3,8,5,2,2,1,4,3,3,3,3,6,2,2,1,1,0,0,0,0,0,0
73,芝,1500,重,all,5.28,7.61,8,0,0,1,1,2,2,2,0,0,0,0,1,1,0,2,1,1,0,2,0,0,0,0,0,0,0
