,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ジョセフィーナ,牝4,53.0,▲和田陽,今野,栗東,2021103217,01223,オルフェーヴル ,アメリカンドミンゴ ,Scat Daddy (米) ,-2.7504323661570553,7
1,2,2,マジカルフェアリー,牝3,53.0,横山武,寺島,栗東,2022104174,01170,サートゥルナーリア ,マニクール ,ヘニーヒューズ Henny Hughes(米) ,-0.8618780442741478,4
2,3,3,タマモネモフィラ,牝5,52.0,★小林美,大橋,栗東,2020103991,01206,パイロ Pyro(米) ,タマモエルドラド ,ゴールドアリュール ,-3.0386297445956267,9
3,4,4,ケープウィッカム,牝4,56.0,丹内,中舘,美浦,2021105896,01091,ドレフォン Drefong(米) ,レーヴルシード ,ディープインパクト ,-0.5658352859231647,3
4,4,5,オカメノコイ,牝3,50.0,▲鷲頭,小笠,美浦,2022106698,01202,パイロ Pyro(米) ,クレオール ,チチカステナンゴ Chichicastenango(仏) ,-4.413651304432756,12
5,5,6,レーヴドレフォン,牝4,53.0,▲古川奈,矢作,栗東,2021105895,01190,ドレフォン Drefong(米) ,レーヴドリーブ ,オルフェーヴル ,-2.129850102201217,6
6,5,7,スペシャリスト,牝5,56.0,佐々木,高橋文,美浦,2020101572,01197,ヘニーヒューズ Henny Hughes(米) ,スペシャルピース ,スペシャルウィーク ,-4.441455089247475,13
7,6,8,ローマンレイク,牝4,56.0,鮫島駿,松永幹,栗東,2021105976,01157,ドレフォン Drefong(米) ,メジロオードリー ,スペシャルウィーク ,-1.5272236668494055,5
8,6,9,オンザスクエア,牝3,53.0,横山和,上原佑,美浦,2022105798,01140,Vekoma ヴェコマ(米) ,サーティーンスクエアド ,Liaison ,-3.3417468363486305,10
9,7,10,ペイシャアンジェロ,牝5,56.0,原田和,伊藤伸,美浦,2020102135,01143,ストロングリターン ,アンジェロ ,マンハッタンカフェ ,-2.975209731730476,8
10,7,11,ランスノーブル,牝5,56.0,古川吉,上原博,美浦,2020101250,01015,ハービンジャー Harbinger(英) ,ロイヤルライン ,クロフネ ,2.111201129735184,1
11,8,12,デルマサクラサク,牝3,53.0,川又,牧田,栗東,2022105343,01166,マインドユアビスケッツ Mind Your Biscuits(米) ,ザッハーマイン ,Mineshaft (米) ,0.12599143858087658,2
12,8,13,コルヴィル,牝4,56.0,黛,柄崎,美浦,2021104511,01109,Omaha Beach (米) ,ティザチック Tiz a Chick(米) ,Tiznow ,-3.7738007379878655,11
