,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,サイルーン,セ6,57.0,ルメール,堀,美浦,2019104838,05339,ディープインパクト ,ハウオリ ,キングカメハメハ ,1.9606756740860651,1
1,2,2,アナゴサン,牡7,57.0,杉原,牧田,栗東,2018102227,01135,ミッキーアイル ,タケノローマン ,キングカメハメハ ,-1.8784533484275532,10
2,3,3,ダディーズビビッド,牡7,59.0,横山典,千田,栗東,2018105610,00660,キズナ ,ケイティーズギフト ,フレンチデピュティ French Deputy(米) ,-1.5764943136346452,9
3,4,4,マルディランダ,牡5,57.0,横山武,金成,美浦,2020103063,01170,イスラボニータ ,マルバイユ Marbye(愛) ,Marju (愛) ,0.3598147384094601,2
4,5,5,オニャンコポン,セ6,58.0,菅原明,小島,美浦,2019104756,01179,エイシンフラッシュ ,シャリオドール ,ヴィクトワールピサ ,-0.9671137100161702,6
5,5,6,タシット,牡6,57.0,横山和,中川,美浦,2019106335,01140,ブラックタイド ,サトノラミア ,ブライアンズタイム Brian's Time(米) ,-1.5223313636836304,8
6,6,7,キープカルム,牡4,57.0,三浦,中竹,栗東,2021105119,01122,ロードカナロア ,ダンスアミーガ ,サクラバクシンオー ,-0.6533453013505486,5
7,6,8,ブランデーロック,牡6,57.0,原,青木,美浦,2019107075,01184,マクフィ Makfi(英) ,グローリールピナス ,マーベラスサンデー ,-1.2416178168640737,7
8,7,9,ジョウショーホープ,牡5,57.0,大野,新谷,栗東,2020104702,01096,ミッキーロケット ,スターフォーユー ,アグネスデジタル ,-1.9927003891999437,12
9,7,10,グレイイングリーン,牡7,57.0,戸崎圭,池江,栗東,2018105454,05386,ディープインパクト ,リトルゲルダ ,Closing Argument ,-0.575990317228817,4
10,8,11,ビーアストニッシド,牡6,58.0,西村太,堀内,美浦,2019101348,01131,アメリカンペイトリオット ,マオリオ ,ネオユニヴァース ,-1.9288974804990793,11
11,8,12,ディオスバリエンテ,セ7,57.0,藤岡佑,堀,美浦,2018105147,01093,ロードカナロア ,ディアデラノビア ,サンデーサイレンス Sunday Silence(米) ,-0.35813626598801124,3
