,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ユウトザイノセント,牡2,55.0,団野,小崎,栗東,2023110092,01180,Yaupon  (米)  ,Keira  ,Unusual Heat  ,-0.5297997055776824,4
1,2,2,アメジストブルー,牝2,55.0,和田竜,浜田,栗東,2023104768,01018,アジアエクスプレス  ,サンシアトル  ,シンボリクリスエス  ,-2.8923521570929065,13
2,2,3,エボニードール,牝2,55.0,岩田望,寺島,栗東,2023102889,01174,キタサンブラック  ,ヴィクタシア  ,Bluegrass Cat  ,-1.297428784174364,8
3,3,4,ナムラソラン,牝2,51.0,★河原田,羽月,栗東,2023106222,01204,ミスチヴィアスアレックス  Mischevious Alex(米)  ,ナムラマミー  ,ディープインパクト  ,-0.7236816793461107,6
4,3,5,バトゥカーダ,牡2,55.0,川須,安達,栗東,2023105708,01128,カレンブラックヒル  ,サンバホイッスル  ,サウスヴィグラス  ,-2.709020572091231,11
5,4,6,フリッシュ,牡2,53.0,◇永島,平田,栗東,2023101231,01187,パイロ  Pyro(米)  ,ナリッシュ  ,ヘニーヒューズ  Henny Hughes(米)  ,-3.3408577531256887,14
6,4,7,コパノルーカス,牡2,52.0,▲和田陽,梅田,栗東,2023104972,01223,モズアスコット  ,マリカ  ,サウスヴィグラス  ,-0.2855661432775067,3
7,5,8,ワイズギャング,牝2,55.0,古川吉,河嶋,栗東,2023102208,01015,ミスチヴィアスアレックス  Mischevious Alex(米)  ,レディギャング  ,クロフネ  ,-0.25783742738547805,2
8,5,9,キープシャイニング,牡2,55.0,田口,長谷川,栗東,2023103163,01208,イスラボニータ  ,ダイヤモンドギフト  ,ブライアンズタイム  Brian's Time(米)  ,-1.344362038328832,10
9,6,10,ウェイヨー,牡2,55.0,松山,森秀,栗東,2023110087,01126,Upstart  ,Sister Marette  ,Cuvee  ,-1.3193697939575697,9
10,6,11,ブロンテス,牡2,55.0,国分恭,大根田,栗東,2023104752,01124,ミスチヴィアスアレックス  Mischevious Alex(米)  ,バーニングハート  ,ストラヴィンスキー  ,-2.8535703036228615,12
11,7,12,テイエムパイロダン,牡2,55.0,酒井,宮地,栗東,2023102610,01034,パイロ  Pyro(米)  ,プリモダヴィンチ  ,ゴールドアリュール  ,-0.18187249439116723,1
12,7,13,ジャストアダッシュ,牡2,55.0,松若,藤野,栗東,2023104941,01154,サンライズソア  ,エクスチェンジ  ,マジェスティックウォリアー  Majestic Warrior(米)  ,-1.1877470122519131,7
13,8,14,ジェム,牝2,55.0,鮫島駿,杉山佳,栗東,2023104561,01157,ブルドッグボス  ,サクセスセレーネ  ,ディープインパクト  ,-0.6002637463521465,5
14,8,15,キャストアイズミー,牝2,54.0,☆高杉,牧浦,栗東,2023106220,01213,ダイワメジャー  ,ファストアズエバー  ,スウェプトオーヴァーボード  Swept Overboard(米)  ,-3.5702119664500986,15
