,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,マルモズイルバア,牝2,55.0,角田和,中尾,栗東,2023104345,01186,シルバーステート  ,バリアーモ  ,シンボリクリスエス  ,-1.0443153345727745,7
1,1,2,ルージュプルーヴ,牝2,55.0,岩田望,中内田,栗東,2023103606,01174,エピファネイア  ,レッドルレーヴ  ,キングカメハメハ  ,-0.15440590170571833,1
2,2,3,ノリノリソックス,牝2,55.0,国分恭,西園翔,栗東,2023106109,01124,サトノダイヤモンド  ,ホワイトソックス  ,Scipion  ,-2.0937421687693054,13
3,2,4,タマモヒロイン,牝2,52.0,▲和田陽,緒方,栗東,2023104231,01223,ミスチヴィアスアレックス  Mischevious Alex(米)  ,タマモメルヘン  ,シニスターミニスター  Sinister Minister(米)  ,-0.17874126382628833,2
4,3,5,ホワイトオーキッド,牝2,54.0,☆西塚,藤原,栗東,2023102615,01200,キズナ  ,ボンオムトゥック  ,クロフネ  ,-0.5066559681201854,5
5,3,6,ベルトナリテ,牝2,55.0,藤岡佑,辻野,栗東,2023103549,01093,サトノダイヤモンド  ,ベルスール  ,スウェプトオーヴァーボード  Swept Overboard(米)  ,-1.9382549546778898,12
6,4,7,ベルフィーノ,牝2,54.0,☆高杉,宮本,栗東,2023101013,01213,カレンブラックヒル  ,ハナズルナピエナ  ,アドマイヤムーン  ,-1.4361326085740715,10
7,4,8,ポエティックデール,牝2,54.0,☆吉村,高野,栗東,2023106880,01216,ポエティックフレア  Poetic Flare(愛)  ,インヘリットデール  ,ルーラーシップ  ,-2.685436246069719,15
8,5,9,エルヴ,牝2,55.0,藤懸,羽月,栗東,2023104086,01138,ミスチヴィアスアレックス  Mischevious Alex(米)  ,アイアムオパール  ,エンパイアメーカー  Empire Maker(米)  ,-1.0588483780550142,8
9,5,10,ルビドゥソレイユ,牝2,55.0,坂井,田中克,栗東,2023107081,01163,ドレフォン  Drefong(米)  ,スリジエ  ,ダイワメジャー  ,-0.7993212895505354,6
10,6,11,クイーンズガーデン,牝2,55.0,団野,高橋忠,栗東,2023102938,01180,ミスターメロディ  ,ブライトアイズ  ,ハーツクライ  ,-0.3367333849141329,4
11,6,12,ナデシコザクラ,牝2,55.0,菱田,秋山,栗東,2023103916,01144,ビーチパトロール  Beach Patrol(米)  ,ナデシコニッポン  ,アドマイヤジャパン  ,-1.3857377716989632,9
12,7,13,ピーチアバランチェ,牝2,55.0,富田,宮地,栗東,2023100635,01168,リオンディーズ  ,サンギネア  ,エイシンフラッシュ  ,-0.326482957063728,3
13,7,14,ハッピーローヴァー,牝2,55.0,武豊,渡辺,栗東,2023106862,00666,リアルスティール  ,アーズローヴァー  ,キンシャサノキセキ  ,-2.129022432764948,14
14,8,15,テリオスヒナ,牝2,55.0,西村淳,小椋,栗東,2023102859,01171,ヴァンセンヌ  ,サクラレイメイ  ,サクラプレジデント  ,-3.4244480336896967,16
15,8,16,ナムラマフィン,牝2,55.0,和田竜,鈴木孝,栗東,2023106234,01018,インディチャンプ  ,ナムラパフィン  ,キンシャサノキセキ  ,-1.447131235715327,11
