,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,course_len,weather,race_type,ground_state,date,class,horse_id,jockey_id
202607010101,1,5,5,ヴェールミューズ,牝3,55,高杉吏麒,0:1:55.0,,2-2-2-2,38.5,1.8,1,430,[西]浜田多実,1800,晴,ダート,良,2026年03月14日,未勝利,2023104766,01213
202607010101,2,3,3,タガノラヴズワン,牝3,52,和田陽希,0:1:56.0,6,8-8-8-7,38.4,81.9,10,440,[西]平田修,1800,晴,ダート,良,2026年03月14日,未勝利,2023104332,01223
202607010101,3,4,4,トゥインクルピカ,牝3,55,富田暁,0:1:56.0,クビ,1-1-1-1,39.7,9.7,4,476,[西]四位洋文,1800,晴,ダート,良,2026年03月14日,未勝利,2023105262,01168
202607010101,4,6,6,ドリームキャリー,牝3,52,田山旺佑,0:1:56.2,3/4,7-7-6-6,39.3,4.1,2,450,[西]新谷功一,1800,晴,ダート,良,2026年03月14日,未勝利,2023100063,01220
202607010101,5,2,2,ファストフォワード,牝3,55,小崎綾也,0:1:56.6,2.1/2,3-3-3-3,40.0,5.8,3,502,[西]小林真也,1800,晴,ダート,良,2026年03月14日,未勝利,2023106362,01152
202607010101,6,7,7,アウラニ,牝3,55,ディー,0:1:57.0,2.1/2,10-10-8-7,39.5,10.8,5,438,[西]武英智,1800,晴,ダート,良,2026年03月14日,未勝利,2023101461,05674
202607010101,7,8,9,チョウスター,牝3,53,古川奈穂,0:1:58.1,7,4-3-5-4,41.3,51.1,7,468,[西]羽月友彦,1800,晴,ダート,良,2026年03月14日,未勝利,2023104226,01190
202607010101,8,7,8,シンデレラカラー,牝3,55,丸山元気,0:1:58.2,1/2,6-6-3-4,41.6,23.2,6,456,[東]加藤和宏,1800,晴,ダート,良,2026年03月14日,未勝利,2023101778,01127
202607010101,9,1,1,パーフェクトスノー,牝3,52,石神深道,0:1:59.3,7,5-5-7-7,42.1,55.6,8,420,[東]田村康仁,1800,晴,ダート,良,2026年03月14日,未勝利,2023106378,01209
202607010101,10,8,10,トゥルパーニ,牝3,53,今村聖奈,0:2:05.3,大,8-8-10-10,46.8,65.4,9,458,[西]寺島良,1800,晴,ダート,良,2026年03月14日,未勝利,2023103600,01193
202607010102,1,5,9,ゴーゴーパンチ,牡3,55,永島まな,0:1:13.2,,4-4,37.1,8.2,3,480,[東]天間昭一,1200,晴,ダート,良,2026年03月14日,未勝利,2023103931,01187
202607010102,2,6,12,マジェステラ,牝3,55,ディー,0:1:13.2,クビ,2-2,37.5,17.2,7,478,[東]千葉直人,1200,晴,ダート,良,2026年03月14日,未勝利,2023102390,05674
202607010102,3,2,4,スノーランス,牝3,55,鮫島克駿,0:1:13.3,1/2,1-1,37.6,3.5,2,462,[東]上原佑紀,1200,晴,ダート,良,2026年03月14日,未勝利,2023103693,01157
