,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ウェイトゥゴー,牝4,56.0,横山典,昆,栗東,2021104413,00660,サンダースノー Thunder Snow(愛) ,チラリ ,チチカステナンゴ Chichicastenango(仏) ,-1.7705404152613609,10
1,2,2,アニトラ,牝5,54.0,△長浜,矢嶋,美浦,2020102679,01214,ロードカナロア ,ソルヴェイグ ,ダイワメジャー ,-3.500580187188078,14
2,3,3,マンウォル,牝4,56.0,吉田豊,菊沢,美浦,2021103744,00733,ブリックスアンドモルタル Bricks and Mortar(米) ,パワースポット ,スズカマンボ ,1.5170087377583967,1
3,3,4,ロゼクラン,牝7,56.0,津村,秋山,栗東,2018103620,01092,リーチザクラウン ,ローズカリーナ ,ハービンジャー Harbinger(英) ,-3.118432343123558,13
4,4,5,オルフェスト,牝5,56.0,ディー,池上,美浦,2020102718,03,オルフェーヴル ,ユールフェスト ,More Than Ready ,-0.944419170686961,7
5,4,6,ウインアイオライト,牝5,56.0,シュタルケ,矢嶋,美浦,2020105203,05115,スクリーンヒーロー ,コスモクリスタル ,マイネルラヴ ,-2.101122957859235,11
6,5,7,サクラオーラ,牝6,56.0,酒井,河嶋,栗東,2019106280,01034,シルバーステート ,サクラクローバー ,サウスヴィグラス ,-0.086060067533836,3
7,5,8,ゴキゲンサン,牝5,56.0,杉原,伊藤大,美浦,2020106623,01135,リアルインパクト ,マチャプチャレ ,ヨハネスブルグ Johannesburg(米) ,-1.0265908175475726,8
8,6,9,ヨウシタンレイ,牝5,56.0,松山,藤野,栗東,2020103969,01126,サトノアラジン ,フレイムミーティア ,ファンタスティックライト Fantastic Light(米) ,-0.3704915090221023,6
9,6,10,シンバーシア,牝4,56.0,戸崎圭,萩原,美浦,2021105599,05386,ロードカナロア ,スウィートリーズン Sweet Reason(米) ,ストリートセンス Street Sense(米) ,-0.24069760461033501,4
10,7,11,ラッジオ,牝5,56.0,佐々木,大竹,美浦,2020102631,01197,ハービンジャー Harbinger(英) ,イリュミナンス ,マンハッタンカフェ ,-0.30791511995909326,5
11,7,12,コスモディナー,牝4,56.0,石川,伊藤伸,美浦,2021102653,01150,ダノンバラード ,コスモミール ,ヘクタープロテクター Hector Protector(米) ,-1.2196455692984072,9
12,8,13,マルプリ,牝5,56.0,原,青木,美浦,2020104983,01184,ミッキーアイル ,マジックポーションII Magic Potion(愛) ,Danehill Dancer (愛) ,-2.1948254369738884,12
13,8,14,メイショウピース,牝5,56.0,菅原明,高橋亮,栗東,2020106901,01179,リオンディーズ ,メイショウアリア Meisho Aria(仏) ,Hurricane Run (愛) ,0.15694185792616153,2
