,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,マジカルレインボー,牝2,55.0,丹内,尾関,美浦,2022107290,01091,ダイワメジャー ,スウィートショット Sweet Shot(米) ,Trappe Shot ,-1.8097715932877305,11
1,1,2,ビレッジルミエール,牝2,53.0,△小林脩,伊藤圭,美浦,2022101760,01183,キタサンブラック ,ヤマノグラス ,バブルガムフェロー ,-2.499887558232889,12
2,2,3,シャトーペリオット,牡2,56.0,野中,根本,美浦,2022101337,01158,アメリカンペイトリオット ,スターポケット ,ジャングルポケット ,-3.4400486805896557,15
3,2,4,ノエル,牡2,55.0,☆横山琉,斎藤誠,美浦,2022106043,01192,バゴ Bago(仏) ,アラマサスナイパー ,ステイゴールド ,-0.7554651009786035,8
4,3,5,サツキレジーナ,牝2,55.0,小林凌,石栗,美浦,2022101204,01177,リオンディーズ ,シャインベスト ,ストロングリターン ,-0.5280721579363024,4
5,3,6,エーデルムート,牝2,54.0,☆原,矢野,美浦,2022101092,01184,シルバーステート ,ショコラミーティア ,マジェスティックウォリアー Majestic Warrior(米) ,-1.4962628378222655,9
6,4,7,ショウナンラリー,牡2,56.0,吉田豊,嘉藤,美浦,2022103924,00733,ナダル Nadal(米) ,ショウナンライム ,ハーツクライ ,-0.6137859397682905,5
7,4,8,アパッシメント,牡2,56.0,佐々木,堀,美浦,2022104732,01197,ロードカナロア ,キャレモンショコラ ,サクラバクシンオー ,-3.6965190573765576,16
8,5,9,オスカージュディ,牝2,55.0,西村淳,小島,美浦,2022101727,01171,ミッキーアイル ,オスカーステージ ,キングカメハメハ ,-2.6894833953298733,13
9,5,10,リクエイ,牝2,55.0,戸崎圭,竹内,美浦,2022101398,05386,フォーウィールドライブ Four Wheel Drive(米) ,カクシアジ ,スウェプトオーヴァーボード Swept Overboard(米) ,-0.7550863791574077,7
10,6,11,チュラット,牝2,55.0,武藤,水野,美浦,2022103892,01169,イスラボニータ ,グローバルフェイム ,クロフネ ,-0.7520197650240702,6
11,6,12,マーリーヒル,牝2,55.0,菊沢,矢野,美浦,2022103157,01161,カレンブラックヒル ,アジェンダ ,マンハッタンカフェ ,-0.41205171047885303,3
12,7,13,バースフラワー,牝2,55.0,三浦,小手川,美浦,2022102527,01122,ビッグアーサー ,バーグマン ,ヴァーミリアン ,-1.700122596565707,10
13,7,14,ライズトゥザトップ,牝2,55.0,木幡巧,牧,美浦,2022107284,01162,パイロ Pyro(米) ,クリスタルキャノン ,クロフネ ,0.7273830644889904,1
14,8,15,アイファーシャドー,牡2,53.0,▲石神道,根本,美浦,2022104259,01209,ビーチパトロール Beach Patrol(米) ,ヴィオローネ ,ルーラーシップ ,-2.8456331432882735,14
15,8,16,ダングラール,牡2,56.0,坂井,田中博,美浦,2022105288,01163,ダイワメジャー ,カンカンガール ,Exchange Rate ,0.3045256590810258,2
