race_type,course_len,ground_state,class,人気,1着,2着,3着,着外
ダート,1200,不良,1勝クラス,1,4,1,1,4
ダート,1200,不良,1勝クラス,2,3,3,3,1
ダート,1200,不良,1勝クラス,3,1,0,2,7
ダート,1200,不良,1勝クラス,4,0,0,1,9
ダート,1200,不良,1勝クラス,5,0,0,1,9
ダート,1200,不良,1勝クラス,6,0,3,0,7
ダート,1200,不良,1勝クラス,7,0,1,0,9
ダート,1200,不良,1勝クラス,8,1,1,0,8
ダート,1200,不良,1勝クラス,9,1,0,1,8
ダート,1200,不良,1勝クラス,10,0,0,0,10
ダート,1200,不良,1勝クラス,11,0,1,0,9
ダート,1200,不良,1勝クラス,12,0,0,1,7
ダート,1200,不良,1勝クラス,13,0,0,0,8
ダート,1200,不良,1勝クラス,14,0,0,0,8
ダート,1200,不良,1勝クラス,15,0,0,0,5
ダート,1200,不良,2勝クラス,1,1,1,0,0
ダート,1200,不良,2勝クラス,2,0,0,0,2
ダート,1200,不良,2勝クラス,3,1,0,0,1
ダート,1200,不良,2勝クラス,4,0,0,0,2
ダート,1200,不良,2勝クラス,5,0,0,1,1
ダート,1200,不良,2勝クラス,6,0,0,0,2
ダート,1200,不良,2勝クラス,7,0,0,0,2
ダート,1200,不良,2勝クラス,8,0,0,0,2
ダート,1200,不良,2勝クラス,9,0,1,1,0
ダート,1200,不良,2勝クラス,10,0,0,0,2
ダート,1200,不良,2勝クラス,11,0,0,0,2
ダート,1200,不良,2勝クラス,12,0,0,0,2
ダート,1200,不良,2勝クラス,13,0,0,0,2
ダート,1200,不良,2勝クラス,14,0,0,0,2
ダート,1200,不良,2勝クラス,15,0,0,0,1
ダート,1200,不良,all,1,12,4,3,8
ダート,1200,不良,all,2,6,7,4,10
ダート,1200,不良,all,3,3,3,4,17
ダート,1200,不良,all,4,1,1,3,22
ダート,1200,不良,all,5,1,2,3,21
ダート,1200,不良,all,6,1,4,0,22
ダート,1200,不良,all,7,0,1,4,22
ダート,1200,不良,all,8,1,3,2,21
ダート,1200,不良,all,9,2,1,2,22
ダート,1200,不良,all,10,0,0,0,26
ダート,1200,不良,all,11,0,1,0,25
ダート,1200,不良,all,12,0,0,2,21
ダート,1200,不良,all,13,0,0,0,23
ダート,1200,不良,all,14,0,0,0,23
ダート,1200,不良,all,15,0,0,0,15
ダート,1200,不良,新馬,1,1,0,0,1
ダート,1200,不良,新馬,2,0,2,0,0
ダート,1200,不良,新馬,3,0,0,0,2
ダート,1200,不良,新馬,4,0,0,0,2
ダート,1200,不良,新馬,5,0,0,0,2
ダート,1200,不良,新馬,6,0,0,0,2
ダート,1200,不良,新馬,7,0,0,1,1
ダート,1200,不良,新馬,8,0,0,0,2
ダート,1200,不良,新馬,9,1,0,0,1
ダート,1200,不良,新馬,10,0,0,0,2
ダート,1200,不良,新馬,11,0,0,0,2
ダート,1200,不良,新馬,12,0,0,1,1
ダート,1200,不良,新馬,13,0,0,0,2
ダート,1200,不良,新馬,14,0,0,0,2
ダート,1200,不良,新馬,15,0,0,0,2
ダート,1200,不良,未勝利,1,5,2,2,3
ダート,1200,不良,未勝利,2,3,2,1,6
ダート,1200,不良,未勝利,3,1,3,2,6
ダート,1200,不良,未勝利,4,1,1,2,8
ダート,1200,不良,未勝利,5,1,1,1,9
ダート,1200,不良,未勝利,6,1,1,0,10
ダート,1200,不良,未勝利,7,0,0,3,9
ダート,1200,不良,未勝利,8,0,2,1,9
ダート,1200,不良,未勝利,9,0,0,0,12
ダート,1200,不良,未勝利,10,0,0,0,11
ダート,1200,不良,未勝利,11,0,0,0,11
ダート,1200,不良,未勝利,12,0,0,0,11
ダート,1200,不良,未勝利,13,0,0,0,11
ダート,1200,不良,未勝利,14,0,0,0,11
ダート,1200,不良,未勝利,15,0,0,0,7
ダート,1200,全,1勝クラス,1,54,30,22,66
ダート,1200,全,1勝クラス,2,31,30,28,83
ダート,1200,全,1勝クラス,3,22,25,18,107
ダート,1200,全,1勝クラス,4,16,17,20,119
ダート,1200,全,1勝クラス,5,13,14,15,130
ダート,1200,全,1勝クラス,6,6,11,14,141
ダート,1200,全,1勝クラス,7,10,8,12,141
ダート,1200,全,1勝クラス,8,5,12,9,146
ダート,1200,全,1勝クラス,9,3,10,10,148
ダート,1200,全,1勝クラス,10,5,6,10,150
ダート,1200,全,1勝クラス,11,3,5,6,150
ダート,1200,全,1勝クラス,12,1,3,4,146
ダート,1200,全,1勝クラス,13,2,0,3,137
ダート,1200,全,1勝クラス,14,1,1,1,120
ダート,1200,全,1勝クラス,15,0,0,2,95
ダート,1200,全,2勝クラス,1,10,8,4,14
ダート,1200,全,2勝クラス,2,7,6,2,21
ダート,1200,全,2勝クラス,3,6,5,6,19
ダート,1200,全,2勝クラス,4,2,3,4,27
ダート,1200,全,2勝クラス,5,3,3,5,25
ダート,1200,全,2勝クラス,6,2,3,1,30
ダート,1200,全,2勝クラス,7,1,4,3,27
ダート,1200,全,2勝クラス,8,2,0,1,33
ダート,1200,全,2勝クラス,9,1,1,2,32
ダート,1200,全,2勝クラス,10,3,0,1,32
ダート,1200,全,2勝クラス,11,0,1,2,33
ダート,1200,全,2勝クラス,12,0,0,2,34
ダート,1200,全,2勝クラス,13,0,1,0,35
ダート,1200,全,2勝クラス,14,0,1,1,34
ダート,1200,全,2勝クラス,15,0,0,1,32
ダート,1200,全,3勝クラス,1,7,3,1,5
ダート,1200,全,3勝クラス,2,4,1,0,11
ダート,1200,全,3勝クラス,3,1,1,3,11
ダート,1200,全,3勝クラス,4,0,2,2,12
ダート,1200,全,3勝クラス,5,1,2,1,12
ダート,1200,全,3勝クラス,6,1,2,2,11
ダート,1200,全,3勝クラス,7,0,2,1,13
ダート,1200,全,3勝クラス,8,0,1,3,12
ダート,1200,全,3勝クラス,9,1,1,2,12
ダート,1200,全,3勝クラス,10,0,1,0,15
ダート,1200,全,3勝クラス,11,0,0,0,16
ダート,1200,全,3勝クラス,12,1,0,1,14
ダート,1200,全,3勝クラス,13,0,0,0,16
ダート,1200,全,3勝クラス,14,0,0,0,16
ダート,1200,全,3勝クラス,15,0,0,1,13
ダート,1200,全,all,1,151,78,58,164
ダート,1200,全,all,2,85,81,61,224
ダート,1200,全,all,3,55,63,56,275
ダート,1200,全,all,4,39,48,52,312
ダート,1200,全,all,5,33,37,40,341
ダート,1200,全,all,6,25,37,35,353
ダート,1200,全,all,7,20,27,33,366
ダート,1200,全,all,8,17,23,28,383
ダート,1200,全,all,9,7,19,28,395
ダート,1200,全,all,10,10,14,19,403
ダート,1200,全,all,11,5,9,13,412
ダート,1200,全,all,12,2,6,17,398
ダート,1200,全,all,13,2,5,5,396
ダート,1200,全,all,14,1,3,5,374
ダート,1200,全,all,15,0,1,4,323
ダート,1200,全,オープン,1,5,1,1,4
ダート,1200,全,オープン,2,0,3,0,8
ダート,1200,全,オープン,3,1,2,1,7
ダート,1200,全,オープン,4,1,0,1,9
ダート,1200,全,オープン,5,1,1,2,7
ダート,1200,全,オープン,6,1,0,2,7
ダート,1200,全,オープン,7,0,2,1,8
ダート,1200,全,オープン,8,2,0,0,9
ダート,1200,全,オープン,9,0,0,2,9
ダート,1200,全,オープン,10,0,1,1,9
ダート,1200,全,オープン,11,0,1,0,10
ダート,1200,全,オープン,12,0,0,1,9
ダート,1200,全,オープン,13,0,0,0,10
ダート,1200,全,オープン,14,0,0,0,10
ダート,1200,全,オープン,15,0,0,0,8
ダート,1200,全,新馬,1,6,3,3,9
ダート,1200,全,新馬,2,3,5,4,9
ダート,1200,全,新馬,3,2,4,2,13
ダート,1200,全,新馬,4,2,0,1,18
ダート,1200,全,新馬,5,1,1,1,18
ダート,1200,全,新馬,6,3,3,4,11
ダート,1200,全,新馬,7,1,2,2,15
ダート,1200,全,新馬,8,2,0,1,18
ダート,1200,全,新馬,9,1,1,2,17
ダート,1200,全,新馬,10,0,1,0,20
ダート,1200,全,新馬,11,0,0,0,21
ダート,1200,全,新馬,12,0,1,1,19
ダート,1200,全,新馬,13,0,0,0,20
ダート,1200,全,新馬,14,0,0,0,20
ダート,1200,全,新馬,15,0,0,0,15
ダート,1200,全,未勝利,1,67,32,26,60
ダート,1200,全,未勝利,2,39,34,26,86
ダート,1200,全,未勝利,3,21,25,25,112
ダート,1200,全,未勝利,4,17,24,24,120
ダート,1200,全,未勝利,5,14,15,15,141
ダート,1200,全,未勝利,6,10,17,11,147
ダート,1200,全,未勝利,7,7,9,13,154
ダート,1200,全,未勝利,8,6,10,13,156
ダート,1200,全,未勝利,9,1,6,10,167
ダート,1200,全,未勝利,10,1,5,6,169
ダート,1200,全,未勝利,11,2,2,5,172
ダート,1200,全,未勝利,12,0,2,7,168
ダート,1200,全,未勝利,13,0,2,1,172
ダート,1200,全,未勝利,14,0,1,3,165
ダート,1200,全,未勝利,15,0,1,0,152
ダート,1200,稍重,1勝クラス,1,16,6,5,14
ダート,1200,稍重,1勝クラス,2,9,6,7,19
ダート,1200,稍重,1勝クラス,3,4,7,3,27
ダート,1200,稍重,1勝クラス,4,3,6,6,26
ダート,1200,稍重,1勝クラス,5,1,6,3,31
ダート,1200,稍重,1勝クラス,6,1,3,3,34
ダート,1200,稍重,1勝クラス,7,3,0,5,33
ダート,1200,稍重,1勝クラス,8,1,2,3,35
ダート,1200,稍重,1勝クラス,9,1,3,0,37
ダート,1200,稍重,1勝クラス,10,0,0,3,38
ダート,1200,稍重,1勝クラス,11,1,0,2,36
ダート,1200,稍重,1勝クラス,12,0,1,0,35
ダート,1200,稍重,1勝クラス,13,1,0,0,31
ダート,1200,稍重,1勝クラス,14,0,1,0,26
ダート,1200,稍重,1勝クラス,15,0,0,1,21
ダート,1200,稍重,2勝クラス,1,2,2,1,1
ダート,1200,稍重,2勝クラス,2,0,1,1,4
ダート,1200,稍重,2勝クラス,3,1,0,1,4
ダート,1200,稍重,2勝クラス,4,1,0,0,5
ダート,1200,稍重,2勝クラス,5,0,1,0,5
ダート,1200,稍重,2勝クラス,6,0,1,0,5
ダート,1200,稍重,2勝クラス,7,0,1,1,4
ダート,1200,稍重,2勝クラス,8,2,0,0,4
ダート,1200,稍重,2勝クラス,9,0,0,0,6
ダート,1200,稍重,2勝クラス,10,0,0,1,5
ダート,1200,稍重,2勝クラス,11,0,0,0,6
