,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ロゼル,牡5,58.0,野中,大和田,美浦,2020106415,01158,シルバーステート ,レーヌユニヴェール ,タイキシャトル ,0.9819286040528746,1
1,2,2,ナイトスラッガー,牡4,58.0,内田博,小栗,栗東,2021101603,00422,ルーラーシップ ,トーホウアマポーラ ,フジキセキ ,-1.8103367783425561,8
2,3,3,ルカランフィースト,牡4,58.0,菅原明,鹿戸,美浦,2021105040,01179,イスラボニータ ,ゴージャスランチ ,マンハッタンカフェ ,-0.021374834401497865,4
3,4,4,サクセスドレーク,牡6,58.0,北村宏,野中,栗東,2019101190,01043,ドゥラメンテ ,ビービーバーレル ,パイロ Pyro(米) ,-0.8124362343913064,6
4,5,5,トーアライデン,牡5,58.0,横山和,河嶋,栗東,2020103168,01140,マインドユアビスケッツ Mind Your Biscuits(米) ,ジョーヌダンブル ,アグネスデジタル ,-1.390095126528733,7
5,6,6,ピンキープロミス,牡5,58.0,木幡巧,畠山,美浦,2020106475,01162,ゴールドシップ ,マイネランデブー ,アグネスデジタル ,-3.7109972512112623,10
6,7,7,ヤマニンガラッシア,牡8,58.0,大野,辻,美浦,2017101772,01096,ディープインパクト ,ヤマニングルノイユ ,タイキシャトル ,0.6440405499978736,2
7,7,8,バンフィエルド,牡6,58.0,石橋脩,緒方,栗東,2019104531,01077,オルフェーヴル ,エヴィータアルゼンティーナ Evita Argentina(米) ,Candy Ride ,-3.0907768755990506,9
8,8,9,プリズマジコ,牡4,58.0,シュタルケ,高橋忠,栗東,2021106077,05115,キズナ ,グラントリノ ,グランデラ Grandera(愛) ,-0.10529619523814816,5
9,8,10,ビターグラッセ,牝5,56.0,石川,栗田,美浦,2020103228,01150,ルーラーシップ ,アンソロジー ,サクラバクシンオー ,0.11172650226171482,3
