race_type,course_len,ground_state,class,人気,1着,2着,3着,着外
ダート,1000,不良,1勝クラス,1,1,0,0,1
ダート,1000,不良,1勝クラス,2,0,0,0,2
ダート,1000,不良,1勝クラス,3,1,0,0,1
ダート,1000,不良,1勝クラス,4,0,1,0,1
ダート,1000,不良,1勝クラス,5,0,0,0,2
ダート,1000,不良,1勝クラス,6,0,0,2,0
ダート,1000,不良,1勝クラス,7,0,0,0,2
ダート,1000,不良,1勝クラス,8,0,1,0,1
ダート,1000,不良,1勝クラス,9,0,0,0,2
ダート,1000,不良,1勝クラス,10,0,0,0,2
ダート,1000,不良,1勝クラス,11,0,0,0,2
ダート,1000,不良,1勝クラス,12,0,0,0,2
ダート,1000,不良,all,1,2,2,0,1
ダート,1000,不良,all,2,2,0,1,2
ダート,1000,不良,all,3,1,1,0,3
ダート,1000,不良,all,4,0,1,0,4
ダート,1000,不良,all,5,0,0,1,4
ダート,1000,不良,all,6,0,0,3,2
ダート,1000,不良,all,7,0,0,0,5
ダート,1000,不良,all,8,0,1,0,4
ダート,1000,不良,all,9,0,0,0,4
ダート,1000,不良,all,10,0,0,0,4
ダート,1000,不良,all,11,0,0,0,4
ダート,1000,不良,all,12,0,0,0,4
ダート,1000,不良,新馬,1,1,0,0,0
ダート,1000,不良,新馬,2,0,0,1,0
ダート,1000,不良,新馬,3,0,1,0,0
ダート,1000,不良,新馬,4,0,0,0,1
ダート,1000,不良,新馬,5,0,0,0,1
ダート,1000,不良,新馬,6,0,0,0,1
ダート,1000,不良,新馬,7,0,0,0,1
ダート,1000,不良,新馬,8,0,0,0,1
ダート,1000,不良,未勝利,1,0,2,0,0
ダート,1000,不良,未勝利,2,2,0,0,0
ダート,1000,不良,未勝利,3,0,0,0,2
ダート,1000,不良,未勝利,4,0,0,0,2
ダート,1000,不良,未勝利,5,0,0,1,1
ダート,1000,不良,未勝利,6,0,0,1,1
ダート,1000,不良,未勝利,7,0,0,0,2
ダート,1000,不良,未勝利,8,0,0,0,2
ダート,1000,不良,未勝利,9,0,0,0,2
ダート,1000,不良,未勝利,10,0,0,0,2
ダート,1000,不良,未勝利,11,0,0,0,2
ダート,1000,不良,未勝利,12,0,0,0,2
ダート,1000,全,1勝クラス,1,20,7,11,13
ダート,1000,全,1勝クラス,2,9,12,3,26
ダート,1000,全,1勝クラス,3,9,4,8,30
ダート,1000,全,1勝クラス,4,5,10,9,27
ダート,1000,全,1勝クラス,5,4,2,8,37
ダート,1000,全,1勝クラス,6,1,4,6,39
ダート,1000,全,1勝クラス,7,3,3,2,43
ダート,1000,全,1勝クラス,8,0,3,2,46
ダート,1000,全,1勝クラス,9,0,1,0,48
ダート,1000,全,1勝クラス,10,0,1,1,46
ダート,1000,全,1勝クラス,11,0,1,1,43
ダート,1000,全,1勝クラス,12,0,3,0,33
ダート,1000,全,2勝クラス,1,4,1,0,3
ダート,1000,全,2勝クラス,2,2,1,0,5
ダート,1000,全,2勝クラス,3,0,2,2,4
ダート,1000,全,2勝クラス,4,0,1,2,5
ダート,1000,全,2勝クラス,5,0,1,0,7
ダート,1000,全,2勝クラス,6,2,1,0,5
ダート,1000,全,2勝クラス,7,0,0,0,8
ダート,1000,全,2勝クラス,8,0,1,2,5
ダート,1000,全,2勝クラス,9,0,0,1,6
ダート,1000,全,2勝クラス,10,0,0,0,7
ダート,1000,全,2勝クラス,11,0,0,1,6
ダート,1000,全,2勝クラス,12,0,0,0,5
ダート,1000,全,all,1,56,27,22,40
ダート,1000,全,all,2,28,29,23,64
ダート,1000,全,all,3,18,29,20,78
ダート,1000,全,all,4,13,19,22,90
ダート,1000,全,all,5,12,12,16,104
ダート,1000,全,all,6,7,8,14,114
ダート,1000,全,all,7,7,5,11,119
ダート,1000,全,all,8,1,5,7,127
ダート,1000,全,all,9,1,2,3,127
ダート,1000,全,all,10,1,3,3,119
ダート,1000,全,all,11,1,3,4,111
ダート,1000,全,all,12,0,3,0,97
ダート,1000,全,新馬,1,6,4,3,1
ダート,1000,全,新馬,2,3,3,4,4
ダート,1000,全,新馬,3,2,4,3,5
ダート,1000,全,新馬,4,2,1,3,8
ダート,1000,全,新馬,5,0,2,0,12
ダート,1000,全,新馬,6,0,0,0,13
ダート,1000,全,新馬,7,0,0,1,11
