race_type,course_len,ground_state,class,枠番,1着,2着,3着,着外
ダート,1000,不良,1勝クラス,1,0,1,0,1
ダート,1000,不良,1勝クラス,2,1,0,0,1
ダート,1000,不良,1勝クラス,3,0,0,0,2
ダート,1000,不良,1勝クラス,4,0,0,0,2
ダート,1000,不良,1勝クラス,5,0,0,1,3
ダート,1000,不良,1勝クラス,6,0,1,0,3
ダート,1000,不良,1勝クラス,7,1,0,0,3
ダート,1000,不良,1勝クラス,8,0,0,1,3
ダート,1000,不良,all,1,0,2,1,2
ダート,1000,不良,all,2,1,0,0,4
ダート,1000,不良,all,3,0,0,1,4
ダート,1000,不良,all,4,0,1,0,4
ダート,1000,不良,all,5,0,1,1,7
ダート,1000,不良,all,6,0,1,1,7
ダート,1000,不良,all,7,2,0,0,7
ダート,1000,不良,all,8,2,0,1,6
ダート,1000,不良,新馬,1,0,1,0,0
ダート,1000,不良,新馬,2,0,0,0,1
ダート,1000,不良,新馬,3,0,0,1,0
ダート,1000,不良,新馬,4,0,0,0,1
ダート,1000,不良,新馬,5,0,0,0,1
ダート,1000,不良,新馬,6,0,0,0,1
ダート,1000,不良,新馬,7,1,0,0,0
ダート,1000,不良,新馬,8,0,0,0,1
ダート,1000,不良,未勝利,1,0,0,1,1
ダート,1000,不良,未勝利,2,0,0,0,2
ダート,1000,不良,未勝利,3,0,0,0,2
ダート,1000,不良,未勝利,4,0,1,0,1
ダート,1000,不良,未勝利,5,0,1,0,3
ダート,1000,不良,未勝利,6,0,0,1,3
ダート,1000,不良,未勝利,7,0,0,0,4
ダート,1000,不良,未勝利,8,2,0,0,2
ダート,1000,全,1勝クラス,1,6,7,2,34
ダート,1000,全,1勝クラス,2,5,5,4,36
ダート,1000,全,1勝クラス,3,4,4,2,40
ダート,1000,全,1勝クラス,4,1,3,3,43
ダート,1000,全,1勝クラス,5,4,3,8,72
ダート,1000,全,1勝クラス,6,10,10,12,65
ダート,1000,全,1勝クラス,7,11,9,12,68
ダート,1000,全,1勝クラス,8,10,10,8,73
ダート,1000,全,2勝クラス,1,1,1,0,6
ダート,1000,全,2勝クラス,2,1,0,2,5
ダート,1000,全,2勝クラス,3,0,2,0,6
ダート,1000,全,2勝クラス,4,1,1,0,6
ダート,1000,全,2勝クラス,5,1,0,1,12
ダート,1000,全,2勝クラス,6,0,0,2,13
ダート,1000,全,2勝クラス,7,3,2,1,8
ダート,1000,全,2勝クラス,8,1,2,2,10
ダート,1000,全,all,1,15,16,13,99
ダート,1000,全,all,2,11,17,8,107
ダート,1000,全,all,3,11,12,9,109
ダート,1000,全,all,4,11,12,11,109
ダート,1000,全,all,5,20,18,20,191
ダート,1000,全,all,6,21,21,29,194
ダート,1000,全,all,7,21,22,29,197
ダート,1000,全,all,8,35,27,26,184
ダート,1000,全,新馬,1,2,4,1,7
ダート,1000,全,新馬,2,0,3,0,11
ダート,1000,全,新馬,3,1,2,2,8
ダート,1000,全,新馬,4,5,2,3,4
