,race_type,course_len,ground_state,class,avg_frame,avg_horse,total_top3,frame_1_top3,frame_2_top3,frame_3_top3,frame_4_top3,frame_5_top3,frame_6_top3,frame_7_top3,frame_8_top3,horse_1_top3,horse_2_top3,horse_3_top3,horse_4_top3,horse_5_top3,horse_6_top3,horse_7_top3,horse_8_top3,horse_9_top3,horse_10_top3,horse_11_top3,horse_12_top3,horse_13_top3,horse_14_top3,horse_15_top3,horse_16_top3,horse_17_top3,horse_18_top3
0,芝,1200,全,all,4.69,8.08,170,20,23,15,22,23,16,20,31,13,17,9,12,12,10,12,14,8,11,6,6,10,3,6,9,6,6
1,芝,1200,良,all,4.82,8.7,115,15,15,9,14,14,7,14,27,8,11,6,10,6,5,5,9,6,9,3,4,6,1,6,8,6,6
2,芝,1200,稍重,all,4.72,7.14,36,3,4,4,4,6,7,5,3,3,3,2,1,4,4,5,3,1,1,3,0,3,2,0,1,0,0
3,芝,1200,重,all,3.89,6.16,19,2,4,2,4,3,2,1,1,2,3,1,1,2,1,2,2,1,1,0,2,1,0,0,0,0,0
4,芝,1200,不良,all,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,芝,1200,全,未勝利,4.39,8.24,62,9,10,4,10,8,4,9,8,6,5,2,6,5,0,3,7,2,6,2,3,6,1,1,2,2,3
6,芝,1200,良,未勝利,4.42,8.47,43,7,8,2,5,6,2,5,8,4,4,2,5,2,0,1,4,2,5,1,2,3,0,1,2,2,3
7,芝,1200,稍重,未勝利,5.67,10.67,6,0,0,1,1,0,1,3,0,0,0,0,0,1,0,0,1,0,0,1,0,2,1,0,0,0,0
8,芝,1200,重,未勝利,3.69,6.38,13,2,2,1,4,2,1,1,0,2,1,0,1,2,0,2,2,0,1,0,1,1,0,0,0,0,0
9,芝,1200,不良,未勝利,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,芝,1200,全,新馬,4.1,5.29,21,4,3,2,2,4,2,2,2,3,4,1,2,2,4,1,0,2,0,0,0,1,0,0,0,1,0
11,芝,1200,良,新馬,4.2,5.8,15,4,1,1,2,2,1,2,2,3,2,0,2,1,2,1,0,2,0,0,0,1,0,0,0,1,0
12,芝,1200,稍重,新馬,4.33,4.33,3,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
13,芝,1200,重,新馬,3.33,3.67,3,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,芝,1200,不良,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,芝,1200,全,1勝クラス,5.12,8.86,57,5,4,8,5,9,7,4,15,3,4,3,3,4,5,4,4,3,5,3,1,1,0,5,3,3,3
16,芝,1200,良,1勝クラス,5.56,10.41,39,3,1,5,4,5,4,4,13,1,2,1,3,2,2,1,3,2,4,2,1,1,0,5,3,3,3
